state,year,hydro_gms,oxy_gms,fent_gms
UT,2015,1506414.654748475,1933764.959574911,319052.01354
UT,2016,2563678.3346570786,1814252.903395862,402517199.23409486
NM,2000,71268.46,90607.13,1061.38
NM,2001,83957.95,122863.9,1061.38
NM,2002,95147.3225,143102.885,1310.7275
NM,2003,106336.695,163341.87,1560.075
NM,2004,117526.0675,183580.85499999998,1809.4225000000001
NM,2005,128715.44,203819.84,2058.77
NM,2006,159165.094067423,289363.98681579,2613.684856949
NM,2007,167599.82662896402,311067.82334087,2484.118596604
NM,2008,188002.918140293,357215.91645749897,2622.318841427
NM,2009,207267.63870773,416671.117041243,2736.645308557
NM,2010,219954.145646936,490323.78362231,2775.2719447
NM,2011,230922.636433299,529067.410127033,2808.9756929
NM,2012,222013.165738061,521200.18825386296,2767.384511165
NM,2013,206727.124991717,452671.784434745,2541.48789696
NM,2014,194962.577796082,474732.306584271,2619.400734885
NM,2015,179120.145911502,476459.889721587,2603.82739585
NM,2016,162758.359316792,444779.99855579645,2271.841736058
MS,2000,176192.56,134806.85,1377.84
MS,2001,194616.76,173557.21,1377.84
MS,2002,233369.21500000003,175611.22499999998,2042.7324999999998
MS,2003,272121.67000000004,177665.24,2707.625
MS,2004,310874.125,179719.255,3372.5175
MS,2005,349626.58,181773.27,4037.41
MS,2006,835907.677392456,354293.80198361,8637.779897671
MS,2007,897688.610052362,472164.367625909,9498.716259551
MS,2008,910126.349685512,1732980.37270064,15266.998784287
MS,2009,733607.029191261,452234.698934728,8543.022734839
MS,2010,802514.56443389,483085.532542524,9492.197058649
MS,2011,1014585.499179467,683743.212951941,9960.375794422
MS,2012,1977080.333441354,3824987.441071913,24281.726015431
MS,2013,11920114.247673422,26165490.39971232,101060.734056535
MS,2014,15319053.369312093,28400978.76021658,147840.768999899
MS,2015,18060013.82609988,27958111.95503317,170868.791871673
MS,2016,16230682.71047305,24221145.083346386,167500.04183608
CO,2000,161873.89,196512.41,3076.1
CO,2001,195873.65,291849.34,3076.1
CO,2002,226182.44,334158.7475,3714.8075
CO,2003,256491.22999999998,376468.155,4353.515
CO,2004,286800.02,418777.5625,4992.2225
CO,2005,317108.81,461086.97,5630.93
CO,2006,626928.376145981,1456949.024825993,354391.97756379
CO,2007,648615.821583438,2683337.029114323,344513.121153006
CO,2008,707965.57692301,1638548.480605863,80291.507030101
CO,2009,760347.571054078,1736145.702125084,36639.571525188
CO,2010,762398.159114999,2043456.833970876,198351.55985733203
CO,2011,1116928.204241499,2177920.442328462,556924.538483211
CO,2012,1420516.964338276,2278182.789084028,834083.29264021
CO,2013,793667.952078518,2269665.212795179,1451386.448862618
CO,2014,813486.597605846,2255788.5617164248,41683.526618433
CO,2015,755461.514254944,2332119.1515075653,20944.004006922
CO,2016,631510.101385022,2143577.575760043,16453.283690243
OK,2000,289186.66,155251.87,2334.85
OK,2001,328282.15,227757.06,2334.85
OK,2002,374562.7525,280752.7975,3254.7825
OK,2003,420843.355,333748.53500000003,4174.715
OK,2004,467123.9575,386744.2725,5094.6475
OK,2005,513404.56,439740.01,6014.58
OK,2006,1145175.603160323,932030.927120577,14275.729372215
OK,2007,1273432.091025355,1045903.8800974848,14866.219374311
OK,2008,1432047.982223525,1222347.773436435,16479.737375656
OK,2009,1464863.202053922,1355981.40056981,16485.056686216
OK,2010,1453438.718438441,1475018.11054937,16218.770576218
OK,2011,1664233.265724983,1600384.851492341,16978.45112918
OK,2012,1609119.741050498,1622633.905804536,17471.821905713
OK,2013,1840082.902924777,1967202.585836569,18973.786327581
OK,2014,2026989.966403389,2282077.557521761,21389.1724438
OK,2015,1924116.2117620008,2362225.01738481,21169.88922015
OK,2016,1585559.205863409,1896651.498197778,18109.603574496
AR,2000,174893.16,119400.42,1484.13
AR,2001,202901.66,154213.96,1484.13
AR,2002,234311.53,190441.51249999998,1973.94
AR,2003,265721.4,226669.065,2463.75
AR,2004,297131.27,262896.6175,2953.56
AR,2005,328541.14,299124.17,3443.37
AR,2006,1277662.622970368,2001683.922320894,19604.392800827
AR,2007,1522797.78431245,2012201.094693695,26772.962174218
AR,2008,1879203.007601058,2087977.039473052,27395.80343399
AR,2009,1890201.460892453,2553259.981933071,21851.635054131
AR,2010,2011880.478246799,2271911.612096307,19324.931337345
AR,2011,2276553.426313393,2342706.061478905,21984.40040188
AR,2012,2293950.856915395,2825803.555838667,21996.365151351
AR,2013,2218999.778854678,2955416.177132768,17925.174287424
AR,2014,2662134.495039003,3380631.879813773,19960.248187293
AR,2015,3706351.790285526,3254258.6268376485,19643.089306371
AR,2016,3459819.346506346,3122277.424635798,17304.839330871
HI,2000,32683.66,56929.75,620.99
HI,2001,40560.41,95262.65,620.99
HI,2002,47416.552500000005,101950.715,731.2925
HI,2003,54272.695,108638.78,841.595
HI,2004,61128.837499999994,115326.845,951.8975
HI,2005,67984.98,122014.91,1062.2
HI,2006,136924.303884451,280041.05002779,2200.059564354
HI,2007,147152.406640725,305690.447495279,2506.550335031
HI,2008,164666.18790966,346368.060642171,2880.028989665
HI,2009,175823.378554701,407448.964554667,2537.09090129
HI,2010,172375.844878757,443371.507250068,2822.20252432
HI,2011,173778.252449704,461204.62639482,2860.0891256
HI,2012,154321.668413981,464787.054612288,2267.7694077
HI,2013,148091.883103385,443245.744741851,2087.763452498
HI,2014,157814.713904603,399311.715597309,2003.6712214
HI,2015,158276.366394428,393676.9060868375,1848.0036996
HI,2016,139787.292994533,387943.328878841,1611.69815445
MI,2000,529100.04,430032.33,7987.67
MI,2001,599074.25,543285.22,7987.67
MI,2002,693734.855,579039.1125,9862.7875
MI,2003,788395.46,614793.005,11737.904999999999
MI,2004,883056.0650000001,650546.8975,13613.0225
MI,2005,977716.67,686300.79,15488.14
MI,2006,2036695.486720901,1490057.4188564229,38635.454609863
MI,2007,2230192.848479539,1841034.072329822,95424.860272059
MI,2008,2579202.0150981448,2111750.584107708,5753105.22306131
MI,2009,3247743.453687124,3123668.923052513,9924515.371675177
MI,2010,3090485.130074151,3965347.083669784,741564.755251217
MI,2011,3164394.486873883,3533034.5931317178,10257278.068883426
MI,2012,3820641.874535794,4530048.347963718,155732.758482331
MI,2013,4367632.566227846,6524985.192693027,134591.822103484
MI,2014,4668733.199398252,6800243.404433867,64304.050884214
MI,2015,5328568.378211378,5596357.991599917,93682.808421025
MI,2016,5781566.313650584,4699543.443236933,47761.87385756
KS,2000,113573.53,97055.06,1600.67
KS,2001,142490.73,132228.62,1600.67
KS,2002,179048.2625,164023.2575,2155.0225
KS,2003,215605.79499999998,195817.89500000002,2709.375
KS,2004,252163.32749999998,227612.5325,3263.7275
KS,2005,288720.86,259407.17,3818.08
KS,2006,376328.909447358,314675.940148588,4895.317626053
KS,2007,503048.588477082,362951.776606874,5431.883289565
KS,2008,491234.482932691,386532.304895632,5722.487485181
KS,2009,410618.428566577,405483.33124737296,5772.546189333
KS,2010,434940.852044243,436946.618891056,6099.530629136
KS,2011,470836.180862309,482483.024991052,6175.345749361
KS,2012,487198.983718295,497745.918952706,6705.241995679
KS,2013,473132.851864004,487421.628190108,6016.034657032
KS,2014,444927.169948586,513567.570127914,6289.37709417
KS,2015,391724.994965524,539886.265194335,6542.4451828500005
KS,2016,363584.592437658,531597.5392896342,5686.382087346
WY,2000,19151.47,18900.61,282.54
WY,2001,23518.97,27693.13,282.54
WY,2002,27356.86,33835.375,359.21750000000003
WY,2003,31194.75,39977.62,435.895
WY,2004,35032.64,46119.865000000005,512.5725
WY,2005,38870.53,52262.11,589.25
WY,2006,48436.424891867,13525350.92108194,197479003.7661939
WY,2007,49649.860080316,99521.64927306,717.296422744
WY,2008,51772.957158588,95542.933015322,815.457062358
WY,2009,56917.21570976301,258358.159136314,831.325469029
WY,2010,58588.210946574,305745.280372179,866.011924487
WY,2011,61402.111577506,175218.593752196,1115.05639565
WY,2012,63176.03330168,244439.138311814,966.0080038
WY,2013,68217.685914671,126316.170407189,1089.2416722
WY,2014,69611.912751785,229390.28982836092,883.2271248
WY,2015,59762.238650186,146112.874861577,830.4514922
WY,2016,68203.054038865,143920.045291105,831.88354335
MN,2000,82397.08,172331.99,2903.9
MN,2001,99579.39,229348.12,2903.9
MN,2002,119326.2525,267827.0575,3578.56
MN,2003,139073.115,306305.995,4253.22
MN,2004,158819.97749999998,344784.9325,4927.88
MN,2005,178566.84,383263.87,5602.54
MN,2006,425946.199155295,751577.798586538,37047.569071711
MN,2007,392359.190103577,815515.600376147,15152.518331402
MN,2008,437493.982695634,873496.2273797729,14698.67962468
MN,2009,1432781.32022194,954371.865407522,17619.417907773
MN,2010,619817.313271333,969725.093456974,24778.291557125
MN,2011,508406.570085859,1057780.025256443,13315.072866023
MN,2012,732582.659911787,1130373.671935698,12683.097651859
MN,2013,17779413.376856077,1263079.724534203,33941.715112245
MN,2014,571160.999202511,1307733.210503225,33787.353942029
MN,2015,584343.565313769,1391759.0176232755,87050.700575824
MN,2016,466232.373813604,1210521.0508311377,144398.701419981
NE,2000,58116.34,60840.43,1277.13
NE,2001,67641.24,78331.22,1277.13
NE,2002,76918.2225,91895.5825,1497.88
NE,2003,86195.205,105459.945,1718.63
NE,2004,95472.1875,119024.30750000001,1939.38
NE,2005,104749.17,132588.67,2160.13
NE,2006,426329.555102287,8116802.417895018,11802.865824359002
NE,2007,321147.098535646,5143893.827218934,19311.338853545
NE,2008,349607.076962169,5882260.197104367,10052.973588955
NE,2009,348964.762326842,7945550.742543966,12044.869925681
NE,2010,314262.043564856,7516258.820150924,6199.978399978
NE,2011,328415.15271224803,9240328.76034205,5471.16186353
NE,2012,289106.52685868,497111.23388525896,5204.711402906
NE,2013,317261.62894314,663490.490904592,10668.09784232
NE,2014,313346.731972828,373566.167920157,5054.817091998
NE,2015,341837.781180206,392278.7577099095,5227.0424084
NE,2016,287459.806068344,323141.5934575552,4275.858007625
ID,2000,80790.2,43789.72,955.91
ID,2001,90052.4,63461.8,955.91
ID,2002,106384.22,71047.24250000001,1115.535
ID,2003,122716.04,78632.685,1275.16
ID,2004,139047.86,86218.1275,1434.785
ID,2005,155379.68,93803.57,1594.41
ID,2006,180622.097051823,118734.333915058,1931.223682742
ID,2007,184938.367230901,138164.595058584,2073.824775135
ID,2008,197249.552242298,157474.904395335,2215.111371799
ID,2009,209750.017191184,171690.208491657,2309.73126258
ID,2010,246189.531722874,189286.24252053,2686.586548779
ID,2011,270483.293596096,211430.440017154,2754.470112425
ID,2012,281065.267668973,237441.370286156,2984.372164242
ID,2013,279487.219187847,247914.667040653,2893.044800827
ID,2014,276407.532537668,264971.863667702,2925.727611754
ID,2015,259408.862556109,268305.346502171,2937.841046876
ID,2016,245772.920185053,256679.12221003292,2728.960997776
ND,2000,12366.73,20082.8,418.86
ND,2001,15662.16,30174.58,418.86
ND,2002,19795.88,34533.5,527.7175
ND,2003,23929.6,38892.42,636.575
ND,2004,28063.32,43251.340000000004,745.4325
ND,2005,32197.04,47610.26,854.29
ND,2006,55610.624179304,84024.914741581,1581.338137127
ND,2007,66930.346710569,94775.27499274,1777.673720349
ND,2008,81259.266340387,87631.581756863,2115.285625485
ND,2009,95069.527052252,94002.752634556,1872.689757947
ND,2010,100625.230153405,90639.455238944,1969.1291403
ND,2011,129663.329816707,100876.185919866,2085.5792081
ND,2012,104528.012926414,109944.96265138,2174.15130754
ND,2013,93969.695906389,113651.696637426,2161.3991296
ND,2014,93962.3964166,117141.894669758,2210.0614055
ND,2015,86630.172205184,118811.3562112055,2727.54419125
ND,2016,72921.983884708,102498.333466888,1811.485074309
SD,2000,15891.15,22976.92,549.36
SD,2001,19696.5,29561.12,549.36
SD,2002,24637.98,37285.805,675.445
SD,2003,29579.46,45010.49,801.53
SD,2004,34520.94,52735.175,927.615
SD,2005,39462.42,60459.86,1053.7
SD,2006,65419.55794134,92331.866860393,1679.114818202
SD,2007,65551.45312611401,100893.963843702,1766.167686001
SD,2008,66418.577690139,86676.390540725,1631.982119557
SD,2009,69538.567486656,88658.733961746,1573.897856717
SD,2010,73133.90802904,88411.56783078199,2043.577351856
SD,2011,79572.344468351,90016.964923878,15841.474737784
SD,2012,80009.334808349,86873.378594426,1712.102035996
SD,2013,82813.40148559,85421.304981932,1734.682395596
SD,2014,84895.465277603,105703.551828237,1772.796031756
SD,2015,79630.529627624,108438.761959287,1693.418476774
SD,2016,70293.864503506,86457.470709387,1473.207357804
NY,2000,583692.02,534139.39,12623.81
NY,2001,645188.16,640651.05,12623.81
NY,2002,767834.4175,824959.655,15254.6275
NY,2003,890480.675,1009268.26,17885.445
NY,2004,1013126.9325,1193576.865,20516.2625
NY,2005,1135773.19,1377885.47,23147.08
NY,2006,62240623.14743716,58860075.20833194,150258.10909293802
NY,2007,55227033.46112166,68327392.9412564,129475.040817119
NY,2008,66617537.47585745,88860267.44663529,242902.646690138
NY,2009,73136347.13870832,96695521.77647254,151769.996638951
NY,2010,56432107.16425666,82685238.22063176,90033.631848478
NY,2011,67432697.54962902,79710187.58681126,181679.017897211
NY,2012,72562268.19224916,81085436.46054895,200872.748838748
NY,2013,62083733.458345935,65635648.09655195,294589.290249867
NY,2014,2424389588.859206,49559819.1240606,320053.74980148097
NY,2015,52259940.2956253,54755211.00078592,381854.975316153
NY,2016,47350764.53763753,55442070.13726084,375713.644185714
IA,2000,82954.63,78310.78,1648.67
IA,2001,95885.69,108468.68,1648.67
IA,2002,115032.05,126328.8125,2100.3825
IA,2003,134178.41,144188.945,2552.0950000000003
IA,2004,153324.77000000002,162049.07749999998,3003.8075
IA,2005,172471.13,179909.21,3455.52
IA,2006,233688.186308859,210798.844604612,20645.951894659
IA,2007,270827.581905276,228267.23314344,60801.395508739
IA,2008,309078.947056918,239869.918450354,33899.235149123
IA,2009,331134.38867149403,236272.64300037496,113315.482611936
IA,2010,356903.677362512,254310.48998278,124697.337062669
IA,2011,391227.118302226,277885.96100287896,71158.123570713
IA,2012,443883.406563868,288731.762229813,64211.692186388
IA,2013,397495.633867804,265037.070661533,196666.63695225
IA,2014,526070.4685603679,266697.03335967,46418.76013714
IA,2015,504671.350850596,267929.257756873,57945.286555850005
IA,2016,590524.09610754,483494.619842153,115383.950257322
CA,2000,1867936.06,834318.49,17551.48
CA,2001,2060757.83,1240571.53,17551.48
CA,2002,2326034.6525,1506745.3725,23062.2825
CA,2003,2591311.475,1772919.2149999999,28573.085
CA,2004,2856588.2975000003,2039093.0574999999,34083.8875
CA,2005,3121865.12,2305266.9,39594.69
CA,2006,406297532.2001669,11119856.856287384,1141092.91114834
CA,2007,270644051.0054034,16000191.76417743,990747.232322773
CA,2008,177795091.36039206,11072776.104042884,2935296.423610331
CA,2009,99142039.43773223,21945348.390991785,1710606.226425229
CA,2010,70591717.22974971,31261424.184189644,637417.549220228
CA,2011,75921092.98041312,33365178.9899094,580590.814087516
CA,2012,75608223.42261961,34114501.22609471,515154.371371985
CA,2013,49995648.43963654,29106980.075905472,412504.762582857
CA,2014,44080418.75037353,10629724.619475748,324394.65603629
CA,2015,10008897.154346569,10008904.298369791,268284.243122643
CA,2016,8192095.020973149,8448542.442926895,266527.467537882
TX,2000,1436756.6,498848.36,11894.83
TX,2001,1665628.82,706523.95,11894.83
TX,2002,1891947.94,732498.49,13852.645
TX,2003,2118267.06,758473.03,15810.46
TX,2004,2344586.1799999997,784447.57,17768.275
TX,2005,2570905.3,810422.11,19726.09
TX,2006,6173683.700297237,1988113.298396738,43387.189396029
TX,2007,6927495.380871462,2306611.372175788,50336.709012335
TX,2008,6583624.463404574,2125993.059088449,55048.128982732
TX,2009,7478782.804849733,2428356.549791755,51783.255293831
TX,2010,8095930.510327257,2649691.5181580847,54607.342065668
TX,2011,9181153.082053946,2754400.846074637,56240.438359401
TX,2012,256090429.71466225,2844377.4572042287,60927.283906427
TX,2013,10354744.70055001,3039365.39343909,58107.195874814
TX,2014,39984640.43603722,2937865.222283994,55348.253511609
TX,2015,6339778.031248102,3142269.895485068,56299.370181901
TX,2016,6513149.461405835,3015209.606160403,68394.168382493
IL,2000,437311.33,193805.29,7066.28
IL,2001,486112.15,283111.91,7066.28
IL,2002,574495.1625,315659.64499999996,8556.42
IL,2003,662878.175,348207.38,10046.56
IL,2004,751261.1875,380755.115,11536.7
IL,2005,839644.2,413302.85,13026.84
IL,2006,24156760.60226913,2088448.132558348,44613.711599226
IL,2007,28148153.367171902,2503325.885278443,82164.759107177
IL,2008,28592767.160098616,2476855.030064537,109734.505396164
IL,2009,33207916.247294363,7101192.880833253,178940.089605188
IL,2010,33511836.96324368,12948296.615527416,391134.246958143
IL,2011,34367237.13551607,15803713.758562384,449751.67257401
IL,2012,35211875.29960568,15357367.892480746,26960704.177399192
IL,2013,26102430.912421446,28555619.47911778,350737.99851142097
IL,2014,27988086.436365224,19724606.722212315,245459.619329517
IL,2015,70618446.66101184,28039611.78455476,235609.982986021
IL,2016,17596387.028740384,22423264.076388624,231781.473167758
