state,year,sex,age_group,age_group_detail,race,death_rate,death_rate_log,us_crude_rate,us_age_adjusted_rate,deaths,population,death_rate_z_score
Kentucky,2008,Both Sexes,All Ages,All Ages,All Races,17.9429,1.277446466620087,11.9864,11.8947,764,4289878,0.94450602233162
Kentucky,2009,Both Sexes,All Ages,All Ages,All Races,17.9621,1.2778864325752741,12.0624,11.9388,769,4317074,0.9476223774168919
Kentucky,2010,Both Sexes,All Ages,All Ages,All Races,23.5709,1.390421064411509,12.4144,12.2966,1007,4339367,1.857987606702055
Kentucky,2011,Both Sexes,All Ages,All Ages,All Races,25.0026,1.4150167752476805,13.2674,13.1852,1058,4369356,2.090367063763738
Kentucky,2012,Both Sexes,All Ages,All Ages,All Races,24.9647,1.4143833090571196,13.2208,13.1422,1078,4380415,2.084215508673539
Kentucky,2013,Both Sexes,All Ages,All Ages,All Races,23.6849,1.392431372206303,13.9127,13.8005,1019,4395295,1.8764909650208588
Kentucky,2014,Both Sexes,All Ages,All Ages,All Races,24.7459,1.4107080780704935,14.7574,14.6831,1077,4413457,2.04870204551429
Kentucky,2015,Both Sexes,All Ages,All Ages,All Races,29.9067,1.4900526366291555,16.304,16.2923,1273,4425092,2.886352322809767
Kentucky,2016,Both Sexes,All Ages,All Ages,All Races,33.5499,1.5384467947055562,19.6925,19.7851,1419,4436974,3.477680700240181
Louisiana,1999,Both Sexes,All Ages,All Ages,All Races,4.3246,0.7262869878257613,6.0382,6.057,188,4460814,-1.2658824390102241
Louisiana,2000,Both Sexes,All Ages,All Ages,All Races,5.6417,0.8222792549891003,6.1882,6.1749,248,4468976,-1.05210372636376
Louisiana,2001,Both Sexes,All Ages,All Ages,All Races,5.97,0.8432327780980095,6.8057,6.7922,265,4477875,-0.998817300608818
Louisiana,2002,Both Sexes,All Ages,All Ages,All Races,8.2523,0.9662497060519205,8.1766,8.1957,365,4497267,-0.6283768208631456
Louisiana,2003,Both Sexes,All Ages,All Ages,All Races,12.1353,1.1184399961823646,8.8881,8.8765,536,4521042,0.0018735331010336176
Louisiana,2004,Both Sexes,All Ages,All Ages,All Races,12.1211,1.1179702453982296,9.366,9.3831,539,4552238,-0.0004312711807824412
Louisiana,2005,Both Sexes,All Ages,All Ages,All Races,14.7302,1.1967342444506357,10.0884,10.0699,661,4576628,0.42305216907879506
Louisiana,2006,Both Sexes,All Ages,All Ages,All Races,16.5314,1.243816598808974,11.5373,11.4883,705,4302665,0.7154052305159004
Louisiana,2007,Both Sexes,All Ages,All Ages,All Races,18.8327,1.2973818425603036,11.9543,11.8775,808,4375581,1.0889296033147065
Louisiana,2008,Both Sexes,All Ages,All Ages,All Races,14.8777,1.2007875919416948,11.9864,11.8947,647,4435586,0.44699291778075667
Louisiana,2009,Both Sexes,All Ages,All Ages,All Races,13.1386,1.1504064078784004,12.0624,11.9388,584,4491648,0.16471931732257894
Louisiana,2010,Both Sexes,All Ages,All Ages,All Races,13.1747,1.1515138760500727,12.4144,12.2966,591,4533372,0.17057871412353348
Louisiana,2011,Both Sexes,All Ages,All Ages,All Races,13.4834,1.1608705251144238,13.2674,13.1852,601,4574836,0.22068386072892673
Louisiana,2012,Both Sexes,All Ages,All Ages,All Races,12.3286,1.124784534694765,13.2208,13.1422,566,4601893,0.03324808716265482
Louisiana,2013,Both Sexes,All Ages,All Ages,All Races,17.7718,1.2735059184704012,13.9127,13.8005,809,4625470,0.9167347538373443
Louisiana,2014,Both Sexes,All Ages,All Ages,All Races,16.8583,1.2518401143644564,14.7574,14.6831,777,4649676,0.7684644220458745
Louisiana,2015,Both Sexes,All Ages,All Ages,All Races,19.0385,1.3018652089065665,16.304,16.2923,861,4670724,1.1223330343849687
Louisiana,2016,Both Sexes,All Ages,All Ages,All Races,21.8107,1.3581386128291568,19.6925,19.7851,996,4681666,1.5722892618532918
Maine,1999,Both Sexes,All Ages,All Ages,All Races,5.2706,0.7973090981229258,6.0382,6.057,67,1266808,-1.1123370269962882
Maine,2000,Both Sexes,All Ages,All Ages,All Races,4.7782,0.7617925699403599,6.1882,6.1749,61,1274923,-1.1922585501206666
Maine,2001,Both Sexes,All Ages,All Ages,All Races,6.4893,0.8744412275333634,6.8057,6.7922,85,1285692,-0.9145296341618444
Maine,2002,Both Sexes,All Ages,All Ages,All Races,10.9383,1.076942488168282,8.1766,8.1957,139,1295960,-0.19241172924640984
Maine,2003,Both Sexes,All Ages,All Ages,All Races,10.2809,1.0523437494205081,8.8881,8.8765,133,1306513,-0.2991144288848468
Maine,2004,Both Sexes,All Ages,All Ages,All Races,10.9506,1.0773897103174357,9.366,9.3831,140,1313688,-0.19041531426990732
Maine,2005,Both Sexes,All Ages,All Ages,All Races,12.4256,1.1279337037471144,10.0884,10.0699,163,1318787,0.04899217274970738
Maine,2006,Both Sexes,All Ages,All Ages,All Races,12.0255,1.11479440322478,11.5373,11.4883,159,1323619,-0.01594812254286747
Maine,2007,Both Sexes,All Ages,All Ages,All Races,12.3619,1.1258682171848797,11.9543,11.8775,159,1327040,0.03865301551367401
Maine,2008,Both Sexes,All Ages,All Ages,All Races,12.3241,1.124637883497165,11.9864,11.8947,162,1330509,0.032517691439544104
Maine,2009,Both Sexes,All Ages,All Ages,All Races,12.745,1.1381447441794872,12.0624,11.9388,173,1329590,0.10083403807449716
Maine,2010,Both Sexes,All Ages,All Ages,All Races,10.4221,1.0577459580751263,12.4144,12.2966,135,1328361,-0.27619623419524036
Maine,2011,Both Sexes,All Ages,All Ages,All Races,11.7773,1.1064390917735343,13.2674,13.1852,156,1328188,-0.05623350442643907
Maine,2012,Both Sexes,All Ages,All Ages,All Races,11.4743,1.0960161843822507,13.2208,13.1422,150,1329192,-0.10541348311589227
Maine,2013,Both Sexes,All Ages,All Ages,All Races,13.2438,1.1536258670307067,13.9127,13.8005,174,1328302,0.18179434622729992
Maine,2014,Both Sexes,All Ages,All Ages,All Races,16.8385,1.2513583327132414,14.7574,14.6831,216,1330089,0.7652506808641875
Maine,2015,Both Sexes,All Ages,All Ages,All Races,21.1572,1.3455148778352524,16.304,16.2923,269,1329328,1.4662195718415503
Maine,2016,Both Sexes,All Ages,All Ages,All Races,28.7144,1.4729669653086845,19.6925,19.7851,353,1331479,2.692829918217573
Maryland,1999,Both Sexes,All Ages,All Ages,All Races,11.4329,1.094572440556444,6.0382,6.057,629,5254511,-0.11213312376851052
Maryland,2000,Both Sexes,All Ages,All Ages,All Races,11.278,1.0891276290442786,6.1882,6.1749,623,5296486,-0.1372749676595873
Maryland,2001,Both Sexes,All Ages,All Ages,All Races,11.4825,1.0963015747271474,6.8057,6.7922,639,5374691,-0.10408253979822384
Maryland,2002,Both Sexes,All Ages,All Ages,All Races,12.8842,1.142520860996982,8.1766,8.1957,723,5440389,0.12342761244272125
Maryland,2003,Both Sexes,All Ages,All Ages,All Races,13.775,1.169527489553293,8.8881,8.8765,779,5496269,0.2680135035864995
Maryland,2004,Both Sexes,All Ages,All Ages,All Races,11.8514,1.1089504412202922,9.366,9.3831,676,5546935,-0.044206321519216454
Maryland,2005,Both Sexes,All Ages,All Ages,All Races,11.4484,1.0951135348996084,10.0884,10.0699,656,5592379,-0.10961731627779601
Maryland,2006,Both Sexes,All Ages,All Ages,All Races,13.1655,1.1512319084299527,11.5373,11.4883,762,5627367,0.16908546064517388
Maryland,2007,Both Sexes,All Ages,All Ages,All Races,13.2276,1.1531316467699473,11.9543,11.8775,769,5653408,0.17916492162410153
Maryland,2008,Both Sexes,All Ages,All Ages,All Races,11.751,1.105544245746573,11.9864,11.8947,693,5684965,-0.06050226165261946
Maryland,2009,Both Sexes,All Ages,All Ages,All Races,12.464,1.1291741029677675,12.0624,11.9388,743,5730388,0.0552248829202521
Maryland,2010,Both Sexes,All Ages,All Ages,All Races,10.9617,1.07779290608659,12.4144,12.2966,650,5773552,-0.18861367148623417
Maryland,2011,Both Sexes,All Ages,All Ages,All Races,11.7444,1.1053193939188246,13.2674,13.1852,707,5828289,-0.06157350871318162
Maryland,2012,Both Sexes,All Ages,All Ages,All Races,13.6917,1.1670720516039133,13.2208,13.1422,831,5884563,0.2544930672009173
Maryland,2013,Both Sexes,All Ages,All Ages,All Races,14.5914,1.1928851135837228,13.9127,13.8005,892,5928814,0.4005235187748476
Maryland,2014,Both Sexes,All Ages,All Ages,All Races,17.3942,1.264680904255173,14.7574,14.6831,1070,5976407,0.8554464371603233
Maryland,2015,Both Sexes,All Ages,All Ages,All Races,20.8723,1.3398944540384439,16.304,16.2923,1285,6006401,1.419977407060609
Maryland,2016,Both Sexes,All Ages,All Ages,All Races,33.2231,1.5343193462897144,19.6925,19.7851,2044,6016447,3.424637739726276
Massachusetts,1999,Both Sexes,All Ages,All Ages,All Races,7.4803,0.9284112161765248,6.0382,6.057,488,6317345,-0.7536802649168016
Massachusetts,2000,Both Sexes,All Ages,All Ages,All Races,7.1116,0.909106526545981,6.1882,6.1749,463,6349097,-0.8135240211636707
Massachusetts,2001,Both Sexes,All Ages,All Ages,All Races,10.4866,1.0601914978134603,6.8057,6.7922,689,6397634,-0.265727228830654
Massachusetts,2002,Both Sexes,All Ages,All Ages,All Races,10.7226,1.0690239461891298,8.1766,8.1957,705,6417206,-0.22742203090751553
Massachusetts,2003,Both Sexes,All Ages,All Ages,All Races,12.6322,1.134565949067227,8.8881,8.8765,823,6422565,0.08252545194852255
Massachusetts,2004,Both Sexes,All Ages,All Ages,All Races,10.2832,1.0524322862832092,9.366,9.3831,669,6412281,-0.2987411155152569
Massachusetts,2005,Both Sexes,All Ages,All Ages,All Races,11.9783,1.1132178088764197,10.0884,10.0699,780,6403290,-0.023609162127494875
Massachusetts,2006,Both Sexes,All Ages,All Ages,All Races,14.6903,1.1956312474173383,11.5373,11.4883,970,6410084,0.4165759936672137
Massachusetts,2007,Both Sexes,All Ages,All Ages,All Races,14.0026,1.1761665302425635,11.9543,11.8775,922,6431559,0.3049552961598311
Massachusetts,2008,Both Sexes,All Ages,All Ages,All Races,11.9004,1.1106031765860334,11.9864,11.8947,786,6468967,-0.03625312364534459
Massachusetts,2009,Both Sexes,All Ages,All Ages,All Races,12.2356,1.1217436336451332,12.0624,11.9388,816,6517613,0.01815324221836725
Massachusetts,2010,Both Sexes,All Ages,All Ages,All Races,11.0093,1.079517693914385,12.4144,12.2966,738,6547629,-0.18088770783733013
Massachusetts,2011,Both Sexes,All Ages,All Ages,All Races,12.7263,1.1375534865348929,13.2674,13.1852,857,6587536,0.09779883806957068
Massachusetts,2012,Both Sexes,All Ages,All Ages,All Races,12.7309,1.1376990042596025,13.2208,13.1422,859,6646144,0.09854546480875048
Massachusetts,2013,Both Sexes,All Ages,All Ages,All Races,15.9971,1.2303748295292294,13.9127,13.8005,1081,6692824,0.6286829116585577
Massachusetts,2014,Both Sexes,All Ages,All Ages,All Races,19.0436,1.3019757271613317,14.7574,14.6831,1289,6745408,1.1231608162044946
Massachusetts,2015,Both Sexes,All Ages,All Ages,All Races,25.6654,1.4259481027944367,16.304,16.2923,1724,6794422,2.197946238269908
Massachusetts,2016,Both Sexes,All Ages,All Ages,All Races,32.9897,1.531347331428616,19.6925,19.7851,2227,6811779,3.3867545482209342
Michigan,1999,Both Sexes,All Ages,All Ages,All Races,4.6484,0.7519254443542239,6.0382,6.057,460,9897117,-1.2133264089783928
Michigan,2000,Both Sexes,All Ages,All Ages,All Races,5.634,0.8217754671834635,6.1882,6.1749,561,9938444,-1.0533535146010826
Michigan,2001,Both Sexes,All Ages,All Ages,All Races,6.1798,0.8561123467344818,6.8057,6.7922,621,9991120,-0.9647646288957907
Michigan,2002,Both Sexes,All Ages,All Ages,All Races,7.483,0.9285494670016639,8.1766,8.1957,751,10015710,-0.7532420274829352
Michigan,2003,Both Sexes,All Ages,All Ages,All Races,7.6001,0.934503501150044,8.8881,8.8765,761,10041152,-0.7342355076659881
Michigan,2004,Both Sexes,All Ages,All Ages,All Races,8.6566,0.9848242422377684,9.366,9.3831,867,10055315,-0.5627548228956676
Michigan,2005,Both Sexes,All Ages,All Ages,All Races,9.7723,1.0323084396643094,10.0884,10.0699,985,10051137,-0.381665376612424
Michigan,2006,Both Sexes,All Ages,All Ages,All Races,11.7143,1.1042924546017099,11.5373,11.4883,1176,10036081,-0.06645904454998881
Michigan,2007,Both Sexes,All Ages,All Ages,All Races,12.2128,1.1209948611946081,11.9543,11.8775,1236,10001284,0.0144525705546064
Michigan,2008,Both Sexes,All Ages,All Ages,All Races,12.3849,1.12661513087518,11.9864,11.8947,1239,9946889,0.04238614920957304
Michigan,2009,Both Sexes,All Ages,All Ages,All Races,14.465,1.1893499243391978,12.0624,11.9388,1429,9901591,0.38000751446347175
Michigan,2010,Both Sexes,All Ages,All Ages,All Races,13.9494,1.1746237624318032,12.4144,12.2966,1394,9883640,0.29632039561105605
Michigan,2011,Both Sexes,All Ages,All Ages,All Races,14.2616,1.1836000666952196,13.2674,13.1852,1386,9876187,0.3469936277788686
Michigan,2012,Both Sexes,All Ages,All Ages,All Races,13.5226,1.1620443756319068,13.2208,13.1422,1308,9883360,0.22704641902802447
Michigan,2013,Both Sexes,All Ages,All Ages,All Races,15.8693,1.227097061697324,13.9127,13.8005,1553,9895622,0.6079396731222143
Michigan,2014,Both Sexes,All Ages,All Ages,All Races,18.0371,1.2796007912164407,14.7574,14.6831,1762,9909877,0.9597956394687366
Michigan,2015,Both Sexes,All Ages,All Ages,All Races,20.3541,1.329481272167882,16.304,16.2923,1980,9922576,1.335868281790396
Michigan,2016,Both Sexes,All Ages,All Ages,All Races,24.3772,1.404443702406753,19.6925,19.7851,2347,9928300,1.988858289267421
Minnesota,1999,Both Sexes,All Ages,All Ages,All Races,2.7876,0.5783641078799652,6.0382,6.057,136,4873481,-1.5153531559926974
Minnesota,2000,Both Sexes,All Ages,All Ages,All Races,2.5994,0.5562301123210986,6.1882,6.1749,130,4919479,-1.5458999282347934
Minnesota,2001,Both Sexes,All Ages,All Ages,All Races,3.6685,0.6691773631428735,6.8057,6.7922,185,4982796,-1.3723741354397627
Minnesota,2002,Both Sexes,All Ages,All Ages,All Races,3.948,0.6944296909570831,8.1766,8.1957,201,5018935,-1.3270084455265543
Minnesota,2003,Both Sexes,All Ages,All Ages,All Races,4.8103,0.7641985566555562,8.8881,8.8765,246,5053572,-1.1870483939624772
Minnesota,2004,Both Sexes,All Ages,All Ages,All Races,4.8394,0.7663682255240695,9.366,9.3831,250,5087713,-1.1823251682863614
Minnesota,2005,Both Sexes,All Ages,All Ages,All Races,5.45,0.8095597146352678,10.0884,10.0699,282,5119598,-1.0832185841682753
Minnesota,2006,Both Sexes,All Ages,All Ages,All Races,5.9236,0.8403319692537896,11.5373,11.4883,311,5163555,-1.0063484920648926
Minnesota,2007,Both Sexes,All Ages,All Ages,All Races,6.4215,0.8704916917864653,11.9543,11.8775,341,5207203,-0.9255342630567122
Minnesota,2008,Both Sexes,All Ages,All Ages,All Races,7.2159,0.9146551445969519,11.9864,11.8947,384,5247018,-0.7965950714035718
Minnesota,2009,Both Sexes,All Ages,All Ages,All Races,7.8785,0.9483395990275348,12.0624,11.9388,419,5281203,-0.6890483589295402
Minnesota,2010,Both Sexes,All Ages,All Ages,All Races,7.3476,0.9215616303844566,12.4144,12.2966,397,5303925,-0.7752188232405324
Minnesota,2011,Both Sexes,All Ages,All Ages,All Races,9.3536,1.0150913824781322,13.2674,13.1852,511,5344861,-0.44962464089385623
Minnesota,2012,Both Sexes,All Ages,All Ages,All Races,8.9059,0.995893939468424,13.2208,13.1422,482,5379139,-0.5222908998353352
Minnesota,2013,Both Sexes,All Ages,All Ages,All Races,9.6018,1.0253796071234147,13.9127,13.8005,523,5420380,-0.4093392590102844
Minnesota,2014,Both Sexes,All Ages,All Ages,All Races,9.598,1.025223915178311,14.7574,14.6831,517,5457173,-0.40995603762091115
Minnesota,2015,Both Sexes,All Ages,All Ages,All Races,10.647,1.066214075471244,16.304,16.2923,581,5489594,-0.23969267905577507
Minnesota,2016,Both Sexes,All Ages,All Ages,All Races,12.4677,1.1292934336890477,19.6925,19.7851,672,5519952,0.05582543051480982
Mississippi,1999,Both Sexes,All Ages,All Ages,All Races,3.2012,0.6233733568126575,6.0382,6.057,87,2828412,-1.4482216735307905
Mississippi,2000,Both Sexes,All Ages,All Ages,All Races,4.1702,0.7135073433292168,6.1882,6.1749,114,2844658,-1.2909431278209553
Mississippi,2001,Both Sexes,All Ages,All Ages,All Races,6.1572,0.8547431532601601,6.8057,6.7922,169,2852994,-0.9684328385274134
Mississippi,2002,Both Sexes,All Ages,All Ages,All Races,6.6338,0.8827407775630157,8.1766,8.1957,183,2858681,-0.8910758159419568
Mississippi,2003,Both Sexes,All Ages,All Ages,All Races,7.4835,0.9285750641773941,8.8881,8.8765,207,2868312,-0.7531608724025896
Mississippi,2004,Both Sexes,All Ages,All Ages,All Races,8.1736,0.9625397994999044,9.366,9.3831,224,2889010,-0.641150630509548
Mississippi,2005,Both Sexes,All Ages,All Ages,All Races,8.8104,0.9916867152546897,10.0884,10.0699,248,2905943,-0.5377915201813511
Mississippi,2006,Both Sexes,All Ages,All Ages,All Races,12.082,1.1166741447959465,11.5373,11.4883,339,2904978,-0.006777598463810787
Mississippi,2007,Both Sexes,All Ages,All Ages,All Races,10.9502,1.0773751737502264,11.9543,11.8775,314,2928350,-0.19048023833418368
Mississippi,2008,Both Sexes,All Ages,All Ages,All Races,10.5094,1.0610526838833865,11.9864,11.8947,303,2947806,-0.26202655716689316
Mississippi,2009,Both Sexes,All Ages,All Ages,All Races,11.1678,1.085212062681183,12.0624,11.9388,323,2958774,-0.15516154736776472
Mississippi,2010,Both Sexes,All Ages,All Ages,All Races,11.3863,1.0929415945470182,12.4144,12.2966,334,2967297,-0.1196967772567234
Mississippi,2011,Both Sexes,All Ages,All Ages,All Races,10.7045,1.0683528659712165,13.2674,13.1852,302,2978512,-0.2303598448160275
Mississippi,2012,Both Sexes,All Ages,All Ages,All Races,10.6593,1.0666724770728155,13.2208,13.1422,310,2984926,-0.23769626407927255
Mississippi,2013,Both Sexes,All Ages,All Ages,All Races,10.8336,1.0731168851430601,13.9127,13.8005,316,2991207,-0.2094056030707851
Mississippi,2014,Both Sexes,All Ages,All Ages,All Races,11.6481,1.1020252906114159,14.7574,14.6831,336,2994079,-0.07720397718775056
Mississippi,2015,Both Sexes,All Ages,All Ages,All Races,12.3448,1.1253120693526566,16.304,16.2923,351,2992333,0.03587751176585323
Mississippi,2016,Both Sexes,All Ages,All Ages,All Races,12.1325,1.1183474094751462,19.6925,19.7851,352,2988726,0.0014190646510979837
Missouri,1999,Both Sexes,All Ages,All Ages,All Races,5.0121,0.7790261956485706,6.0382,6.057,276,5561950,-1.15429420353498
Missouri,2000,Both Sexes,All Ages,All Ages,All Races,5.4869,0.81203720303537,6.1882,6.1749,303,5595211,-1.0772293392387677
Missouri,2001,Both Sexes,All Ages,All Ages,All Races,6.2576,0.860793028540775,6.8057,6.7922,351,5641142,-0.9521368983940104
Missouri,2002,Both Sexes,All Ages,All Ages,All Races,7.465,0.927626962444954,8.1766,8.1957,416,5674825,-0.7561636103753779
Missouri,2003,Both Sexes,All Ages,All Ages,All Races,9.2936,1.0125672879506793,8.8881,8.8765,522,5709403,-0.45936325053533217
Missouri,2004,Both Sexes,All Ages,All Ages,All Races,9.7556,1.031634642470658,9.366,9.3831,548,5747741,-0.38437595629596816
Missouri,2005,Both Sexes,All Ages,All Ages,All Races,10.6714,1.0671229533724709,10.0884,10.0699,608,5790300,-0.23573231113490822
Missouri,2006,Both Sexes,All Ages,All Ages,All Races,12.9502,1.1445804340091679,11.5373,11.4883,743,5842704,0.13414008304834482
Missouri,2007,Both Sexes,All Ages,All Ages,All Races,12.2524,1.1222945358102132,11.9543,11.8775,714,5887612,0.02088005291798048
Missouri,2008,Both Sexes,All Ages,All Ages,All Races,13.1468,1.1506582137465424,11.9864,11.8947,765,5923916,0.1660502606402474
Missouri,2009,Both Sexes,All Ages,All Ages,All Races,14.6489,1.1944838153188955,12.0624,11.9388,863,5961088,0.40985635301459516
Missouri,2010,Both Sexes,All Ages,All Ages,All Races,17.0351,1.2561185547124794,12.4144,12.2966,998,5988927,0.79716085845609
Missouri,2011,Both Sexes,All Ages,All Ages,All Races,16.4063,1.2407064643765753,13.2674,13.1852,963,6010688,0.6951002294134233
Missouri,2012,Both Sexes,All Ages,All Ages,All Races,16.1656,1.2346589881949201,13.2208,13.1422,942,6021988,0.656032173735036
Missouri,2013,Both Sexes,All Ages,All Ages,All Races,17.4929,1.2670050212316715,13.9127,13.8005,1025,6044171,0.8714664500205506
Missouri,2014,Both Sexes,All Ages,All Ages,All Races,18.2146,1.2836313479676362,14.7574,14.6831,1067,6063589,0.9886056929914363
Missouri,2015,Both Sexes,All Ages,All Ages,All Races,17.8941,1.2763262095982155,16.304,16.2923,1066,6083672,0.9365852864898863
Missouri,2016,Both Sexes,All Ages,All Ages,All Races,23.6436,1.3917041509734012,19.6925,19.7851,1371,6093000,1.8697875553843097
Montana,1999,Both Sexes,All Ages,All Ages,All Races,4.5828,0.7468520698256771,6.0382,6.057,41,897511,-1.2239739555197398
Montana,2000,Both Sexes,All Ages,All Ages,All Races,4.5396,0.7434784065940501,6.1882,6.1749,41,902195,-1.2309857544616023
Montana,2001,Both Sexes,All Ages,All Ages,All Races,6.2322,0.8592704276574848,6.8057,6.7922,56,906961,-0.9562595764755686
Montana,2002,Both Sexes,All Ages,All Ages,All Races,8.6633,0.9851254625489916,8.1766,8.1957,78,911667,-0.561667344819036
Montana,2003,Both Sexes,All Ages,All Ages,All Races,10.5536,1.0627173276506172,8.8881,8.8765,93,919630,-0.25485244806433927
Montana,2004,Both Sexes,All Ages,All Ages,All Races,10.9153,1.0761049813618182,9.366,9.3831,98,930009,-0.19614486294230887
Montana,2005,Both Sexes,All Ages,All Ages,All Races,10.1205,1.0461243144366132,10.0884,10.0699,96,940102,-0.32514897865972575
Montana,2006,Both Sexes,All Ages,All Ages,All Races,10.2454,1.0509749079444517,11.5373,11.4883,97,952692,-0.3048764395893868
Montana,2007,Both Sexes,All Ages,All Ages,All Races,12.7584,1.138567931604895,11.9543,11.8775,125,964706,0.10300899422776022
Montana,2008,Both Sexes,All Ages,All Ages,All Races,14.0723,1.178179529759307,11.9864,11.8947,134,976415,0.31626831436001235
Montana,2009,Both Sexes,All Ages,All Ages,All Races,14.6404,1.194247855857547,12.0624,11.9388,142,983982,0.4084767166487195
Montana,2010,Both Sexes,All Ages,All Ages,All Races,12.8808,1.1424144967797407,12.4144,12.2966,118,989415,0.12287575789637109
Montana,2011,Both Sexes,All Ages,All Ages,All Races,14.3899,1.1872357978958525,13.2674,13.1852,141,998199,0.36781802139555797
Montana,2012,Both Sexes,All Ages,All Ages,All Races,11.9145,1.1110775966150694,13.2208,13.1422,118,1005141,-0.03396455037959762
Montana,2013,Both Sexes,All Ages,All Ages,All Races,14.4557,1.189088679360689,13.9127,13.8005,137,1015165,0.3784980299690431
Montana,2014,Both Sexes,All Ages,All Ages,All Races,12.3826,1.1265404972851296,14.7574,14.6831,125,1023579,0.04201283583998314
Montana,2015,Both Sexes,All Ages,All Ages,All Races,13.8332,1.1712348524731002,16.304,16.2923,138,1032949,0.277459954938731
Montana,2016,Both Sexes,All Ages,All Ages,All Races,11.6662,1.10264634127938,19.6925,19.7851,119,1042520,-0.0742661632792386
Nebraska,1999,Both Sexes,All Ages,All Ages,All Races,2.3386,0.5235643890456942,6.0382,6.057,39,1704765,-1.588230418143075
Nebraska,2000,Both Sexes,All Ages,All Ages,All Races,2.7515,0.5742049507861838,6.1882,6.1749,46,1711263,-1.521212552793652
Nebraska,2001,Both Sexes,All Ages,All Ages,All Races,3.9472,0.6943594679022121,6.8057,6.7922,66,1719836,-1.3271382936551073
Nebraska,2002,Both Sexes,All Ages,All Ages,All Races,3.9426,0.6939554648362611,8.1766,8.1957,66,1728292,-1.327884920394287
Nebraska,2003,Both Sexes,All Ages,All Ages,All Races,3.2198,0.6252918677970498,8.8881,8.8765,55,1738643,-1.4452027045419331
Nebraska,2004,Both Sexes,All Ages,All Ages,All Races,3.5566,0.6586409058224257,9.366,9.3831,59,1749370,-1.3905366424211152
Nebraska,2005,Both Sexes,All Ages,All Ages,All Races,5.023,0.7798128631705804,10.0884,10.0699,86,1761497,-1.1525250227834454
Nebraska,2006,Both Sexes,All Ages,All Ages,All Races,5.376,0.8045483083880559,11.5373,11.4883,91,1772693,-1.0952295360594289
Nebraska,2007,Both Sexes,All Ages,All Ages,All Races,4.7707,0.7612284973322034,11.9543,11.8775,80,1783440,-1.1934758763258513
Nebraska,2008,Both Sexes,All Ages,All Ages,All Races,5.4608,0.8102862972635453,11.9864,11.8947,94,1796378,-1.0814656344328097
Nebraska,2009,Both Sexes,All Ages,All Ages,All Races,5.9086,0.8393900482604322,12.0624,11.9388,106,1812683,-1.0087831444752617
Nebraska,2010,Both Sexes,All Ages,All Ages,All Races,6.674,0.8850217948622976,12.4144,12.2966,117,1826341,-0.8845509474821679
Nebraska,2011,Both Sexes,All Ages,All Ages,All Races,7.125,0.909823369650912,13.2674,13.1852,129,1842641,-0.8113490650104078
Nebraska,2012,Both Sexes,All Ages,All Ages,All Races,7.9099,0.9498728297729125,13.2208,13.1422,146,1855525,-0.6839518198838345
Nebraska,2013,Both Sexes,All Ages,All Ages,All Races,6.471,0.8733787364091411,13.9127,13.8005,117,1868516,-0.9174999101024945
Nebraska,2014,Both Sexes,All Ages,All Ages,All Races,7.1853,0.9130346013969447,14.7574,14.6831,125,1881503,-0.8015617623207246
Nebraska,2015,Both Sexes,All Ages,All Ages,All Races,6.9455,0.9001212319912789,16.304,16.2923,126,1896190,-0.8404837388544897
Nebraska,2016,Both Sexes,All Ages,All Ages,All Races,6.4436,0.8717830272125913,19.6925,19.7851,120,1907116,-0.9219472085054352
Nevada,1999,Both Sexes,All Ages,All Ages,All Races,11.5425,1.098384109699789,6.0382,6.057,227,1934719,-0.0943439301567479
Nevada,2000,Both Sexes,All Ages,All Ages,All Races,13.6831,1.166817756585661,6.1882,6.1749,273,1998257,0.2530971998189722
Nevada,2001,Both Sexes,All Ages,All Ages,All Races,12.2689,1.1228349210760895,6.8057,6.7922,261,2098399,0.02355817056938644
Nevada,2002,Both Sexes,All Ages,All Ages,All Races,14.75,1.1972805581256194,8.1766,8.1957,323,2173791,0.4262659102604821
Nevada,2003,Both Sexes,All Ages,All Ages,All Races,15.1916,1.2092897664085613,8.8881,8.8765,342,2248850,0.4979420772217443
Nevada,2004,Both Sexes,All Ages,All Ages,All Races,16.031,1.2312401489450753,9.366,9.3831,380,2346222,0.6341852261059914
Nevada,2005,Both Sexes,All Ages,All Ages,All Races,18.6618,1.2936232741412537,10.0884,10.0699,457,2432143,1.0611907968525696
Nevada,2006,Both Sexes,All Ages,All Ages,All Races,17.971,1.2780902240376046,11.5373,11.4883,461,2522658,0.9490669378470442
Nevada,2007,Both Sexes,All Ages,All Ages,All Races,18.8504,1.2977692625370423,11.9543,11.8775,499,2601072,1.091802493158942
Nevada,2008,Both Sexes,All Ages,All Ages,All Races,19.1846,1.3050201473795242,11.9864,11.8947,519,2653630,1.1460465488619624
Nevada,2009,Both Sexes,All Ages,All Ages,All Races,20.0629,1.3235181658661312,12.0624,11.9388,550,2684665,1.2886035629970998
Nevada,2010,Both Sexes,All Ages,All Ages,All Races,20.7343,1.3371456573617826,12.4144,12.2966,578,2700551,1.397578604885215
Nevada,2011,Both Sexes,All Ages,All Ages,All Races,22.839,1.3772880336357036,13.2674,13.1852,639,2723322,1.7391928000921184
Nevada,2012,Both Sexes,All Ages,All Ages,All Races,20.962,1.3416718872085176,13.2208,13.1422,602,2758931,1.4345366284746155
