state,year,sex,age_group,age_group_detail,race,death_rate,death_rate_log,us_crude_rate,us_age_adjusted_rate,deaths,population,death_rate_z_score
Nevada,2013,Both Sexes,All Ages,All Ages,All Races,21.1188,1.3447615617142628,13.9127,13.8005,614,2790136,1.4599868616710059
Nevada,2014,Both Sexes,All Ages,All Ages,All Races,18.4096,1.2880165853840986,14.7574,14.6831,545,2839099,1.0202561743262328
Nevada,2015,Both Sexes,All Ages,All Ages,All Races,20.3662,1.3297272893246694,16.304,16.2923,619,2890845,1.3378322347347602
Nevada,2016,Both Sexes,All Ages,All Ages,All Races,21.6704,1.355459182952287,19.6925,19.7851,665,2940058,1.5495171463083073
New Hampshire,1999,Both Sexes,All Ages,All Ages,All Races,4.2753,0.7222471624796506,6.0382,6.057,54,1222015,-1.2738843299323035
New Hampshire,2000,Both Sexes,All Ages,All Ages,All Races,3.4259,0.6460015971333054,6.1882,6.1749,45,1235786,-1.4117505804234634
New Hampshire,2001,Both Sexes,All Ages,All Ages,All Races,6.0784,0.8499351009525666,6.8057,6.7922,79,1255517,-0.9812228791898849
New Hampshire,2002,Both Sexes,All Ages,All Ages,All Races,8.6655,0.9852243251648097,8.1766,8.1957,111,1269089,-0.5613102624655153
New Hampshire,2003,Both Sexes,All Ages,All Ages,All Races,9.5299,1.0224242468118483,8.8881,8.8765,127,1279840,-0.42100935956398644
New Hampshire,2004,Both Sexes,All Ages,All Ages,All Races,9.5546,1.0234417789904764,9.366,9.3831,124,1290121,-0.41700029859491206
New Hampshire,2005,Both Sexes,All Ages,All Ages,All Races,10.6508,1.0663557471351666,10.0884,10.0699,142,1298492,-0.23907590044514826
New Hampshire,2006,Both Sexes,All Ages,All Ages,All Races,11.2345,1.0875862252874744,11.5373,11.4883,149,1308389,-0.14433545964965727
New Hampshire,2007,Both Sexes,All Ages,All Ages,All Races,13.8113,1.170593178578521,11.9543,11.8775,186,1312540,0.27390536241959224
New Hampshire,2008,Both Sexes,All Ages,All Ages,All Races,9.3666,1.015636341407636,11.9864,11.8947,126,1315906,-0.4475146088048698
New Hampshire,2009,Both Sexes,All Ages,All Ages,All Races,12.4778,1.1296190074934045,12.0624,11.9388,168,1316102,0.057464763137791516
New Hampshire,2010,Both Sexes,All Ages,All Ages,All Races,11.8137,1.107674551880772,12.4144,12.2966,160,1316470,-0.05032541457727698
New Hampshire,2011,Both Sexes,All Ages,All Ages,All Races,15.3496,1.213507131924881,13.2674,13.1852,210,1318194,0.5235870826109642
New Hampshire,2012,Both Sexes,All Ages,All Ages,All Races,13.3933,1.1581603775004468,13.2208,13.1422,173,1320718,0.2060597152506439
New Hampshire,2013,Both Sexes,All Ages,All Ages,All Races,15.0864,1.2064588635479812,13.9127,13.8005,203,1323459,0.4808670483170233
New Hampshire,2014,Both Sexes,All Ages,All Ages,All Races,26.2125,1.4347684420491507,14.7574,14.6831,334,1326813,2.2867461271840983
New Hampshire,2015,Both Sexes,All Ages,All Ages,All Races,34.3196,1.5480157764803768,16.304,16.2923,422,1330608,3.602610830924247
New Hampshire,2016,Both Sexes,All Ages,All Ages,All Races,38.9902,1.6019535761435038,19.6925,19.7851,481,1334795,4.360696667448866
New Jersey,1999,Both Sexes,All Ages,All Ages,All Races,6.5027,0.8752175812696551,6.0382,6.057,557,8359593,-0.9123546780085815
New Jersey,2000,Both Sexes,All Ages,All Ages,All Races,7.5388,0.9313968414153861,6.1882,6.1749,643,8414350,-0.7441851205163627
New Jersey,2001,Both Sexes,All Ages,All Ages,All Races,8.1382,0.96086065885712,6.8057,6.7922,705,8492671,-0.6468964101980189
New Jersey,2002,Both Sexes,All Ages,All Ages,All Races,9.3301,1.0141045257052916,8.1766,8.1957,813,8552643,-0.453438929670101
New Jersey,2003,Both Sexes,All Ages,All Ages,All Races,8.2881,0.967926882571861,8.8881,8.8765,721,8601402,-0.6225661171103983
New Jersey,2004,Both Sexes,All Ages,All Ages,All Races,6.7748,0.8906892259929515,9.366,9.3831,590,8634561,-0.8681900832844885
New Jersey,2005,Both Sexes,All Ages,All Ages,All Races,9.4132,1.0175842097011918,10.0884,10.0699,823,8651974,-0.43995095531665696
New Jersey,2006,Both Sexes,All Ages,All Ages,All Races,9.6644,1.0279364262158948,11.5373,11.4883,847,8661679,-0.39917864295101124
New Jersey,2007,Both Sexes,All Ages,All Ages,All Races,8.3715,0.9718091095201444,11.9543,11.8775,727,8677885,-0.6090294497087471
New Jersey,2008,Both Sexes,All Ages,All Ages,All Races,7.9673,0.952661699274406,11.9864,11.8947,702,8711090,-0.6746352166601559
New Jersey,2009,Both Sexes,All Ages,All Ages,All Races,2.9967,0.6017015505032133,12.0624,11.9388,263,8755602,-1.4814141013921538
New Jersey,2010,Both Sexes,All Ages,All Ages,All Races,9.7672,1.0321027801179787,12.4144,12.2966,868,8791894,-0.38249315843194925
New Jersey,2011,Both Sexes,All Ages,All Ages,All Races,11.306,1.09011691075201,13.2674,13.1852,1012,8821155,-0.1327302831602321
New Jersey,2012,Both Sexes,All Ages,All Ages,All Races,13.7399,1.1684945371461324,13.2208,13.1422,1222,8864590,0.26231641694623614
New Jersey,2013,Both Sexes,All Ages,All Ages,All Races,14.4943,1.1901719605040266,13.9127,13.8005,1294,8899339,0.384763202171726
New Jersey,2014,Both Sexes,All Ages,All Ages,All Races,14.0172,1.1765889647648262,14.7574,14.6831,1253,8938175,0.3073250245059238
New Jersey,2015,Both Sexes,All Ages,All Ages,All Races,16.3351,1.2389263512893827,16.304,16.2923,1454,8958013,0.6835437459722051
New Jersey,2016,Both Sexes,All Ages,All Ages,All Races,23.2077,1.3839535286090567,19.6925,19.7851,2056,8944469,1.7990365563389876
New Mexico,1999,Both Sexes,All Ages,All Ages,All Races,15.0102,1.2043967571756304,6.0382,6.057,266,1808082,0.46849901407234895
New Mexico,2000,Both Sexes,All Ages,All Ages,All Races,15.1327,1.2077070578397842,6.1882,6.1749,271,1819046,0.4883820087570289
New Mexico,2001,Both Sexes,All Ages,All Ages,All Races,14.3563,1.186286587886101,6.8057,6.7922,258,1831690,0.36236439999633124
New Mexico,2002,Both Sexes,All Ages,All Ages,All Races,16.1031,1.233074835004694,8.1766,8.1957,287,1855309,0.6458877886918319
New Mexico,2003,Both Sexes,All Ages,All Ages,All Races,19.7372,1.3167501162458233,8.8881,8.8765,358,1877574,1.2357391436599554
New Mexico,2004,Both Sexes,All Ages,All Ages,All Races,16.942,1.2538708523396829,9.366,9.3831,314,1903808,0.7820497824957333
New Mexico,2005,Both Sexes,All Ages,All Ages,All Races,20.0844,1.3239612467833353,10.0884,10.0699,373,1932274,1.292093231451962
New Mexico,2006,Both Sexes,All Ages,All Ages,All Races,21.756,1.357095925095734,11.5373,11.4883,418,1962137,1.5634108960634794
New Mexico,2007,Both Sexes,All Ages,All Ages,All Races,23.3884,1.3871833093762955,11.9543,11.8775,462,1990070,1.8283660023758994
New Mexico,2008,Both Sexes,All Ages,All Ages,All Races,26.6852,1.4422476652358027,11.9864,11.8947,518,2010662,2.363470140142859
New Mexico,2009,Both Sexes,All Ages,All Ages,All Races,22.0362,1.3624108404134916,12.0624,11.9388,438,2036802,1.6088902030891719
New Mexico,2010,Both Sexes,All Ages,All Ages,All Races,23.8186,1.394777279603359,12.4144,12.2966,478,2059179,1.898191833505281
New Mexico,2011,Both Sexes,All Ages,All Ages,All Races,26.308,1.4362898941796398,13.2674,13.1852,529,2082224,2.302246747530114
New Mexico,2012,Both Sexes,All Ages,All Ages,All Races,24.6608,1.4092701917961057,13.2208,13.1422,492,2085538,2.0348894508394637
New Mexico,2013,Both Sexes,All Ages,All Ages,All Races,22.6256,1.373382846742371,13.9127,13.8005,458,2085287,1.7045558118006026
New Mexico,2014,Both Sexes,All Ages,All Ages,All Races,27.2892,1.4516206660678745,14.7574,14.6831,547,2085572,2.461505477200383
New Mexico,2015,Both Sexes,All Ages,All Ages,All Races,25.3107,1.4201324027072626,16.304,16.2923,501,2085109,2.1403748242727167
New Mexico,2016,Both Sexes,All Ages,All Ages,All Races,25.1877,1.418097357105204,19.6925,19.7851,500,2081015,2.1204106745076907
New York,1999,Both Sexes,All Ages,All Ages,All Races,5.0382,0.7809074938241897,6.0382,6.057,959,18882726,-1.1500579083409381
New York,2000,Both Sexes,All Ages,All Ages,All Races,3.9861,0.697760984358826,6.1882,6.1749,767,18976457,-1.320824428404217
New York,2001,Both Sexes,All Ages,All Ages,All Races,5.5798,0.8182126929731574,6.8057,6.7922,1079,19082838,-1.0621507253105493
New York,2002,Both Sexes,All Ages,All Ages,All Races,4.785,0.7623033632877684,8.1766,8.1957,923,19137800,-1.1911548410279662
New York,2003,Both Sexes,All Ages,All Ages,All Races,4.9695,0.7759379565339374,8.8881,8.8765,964,19175939,-1.1612086163804278
New York,2004,Both Sexes,All Ages,All Ages,All Races,4.2568,0.7207214541824589,9.366,9.3831,831,19171567,-1.2768870679050919
New York,2005,Both Sexes,All Ages,All Ages,All Races,4.7922,0.7628435492866008,10.0884,10.0699,944,19132610,-1.189986207870989
New York,2006,Both Sexes,All Ages,All Ages,All Races,8.5737,0.9810798143736406,11.5373,11.4883,1680,19104631,-0.5762103352169732
New York,2007,Both Sexes,All Ages,All Ages,All Races,8.6449,0.9842977291625542,11.9543,11.8775,1708,19132335,-0.5646538517757553
New York,2008,Both Sexes,All Ages,All Ages,All Races,8.5369,0.9794072288254931,11.9864,11.8947,1691,19212436,-0.5821833491304119
New York,2009,Both Sexes,All Ages,All Ages,All Races,7.9913,0.9538224883972584,12.0624,11.9388,1592,19307066,-0.6707397728035656
New York,2010,Both Sexes,All Ages,All Ages,All Races,7.7953,0.9442506574515285,12.4144,12.2966,1557,19378102,-0.7025525642990533
New York,2011,Both Sexes,All Ages,All Ages,All Races,9.6739,1.0283231297349822,13.2674,13.1852,1948,19465197,-0.3976366964244444
New York,2012,Both Sexes,All Ages,All Ages,All Races,10.4167,1.0575405891200167,13.2208,13.1422,2106,19570261,-0.27707270906297315
New York,2013,Both Sexes,All Ages,All Ages,All Races,11.3102,1.090265108836336,13.9127,13.8005,2309,19651127,-0.13204858048532864
New York,2014,Both Sexes,All Ages,All Ages,All Races,11.3047,1.090071029665572,14.7574,14.6831,2300,19746227,-0.13294128636913055
New York,2015,Both Sexes,All Ages,All Ages,All Races,13.5823,1.163826028682233,16.304,16.2923,2754,19795791,0.23673633562129284
New York,2016,Both Sexes,All Ages,All Ages,All Races,18.0425,1.2797239642654223,19.6925,19.7851,3638,19745289,0.9606721143364697
North Carolina,1999,Both Sexes,All Ages,All Ages,All Races,4.5836,0.7469142985808922,6.0382,6.057,366,7949362,-1.2238441073911868
North Carolina,2000,Both Sexes,All Ages,All Ages,All Races,6.015,0.8460276753643787,6.1882,6.1749,491,8049313,-0.9915133433777111
North Carolina,2001,Both Sexes,All Ages,All Ages,All Races,6.6398,0.883081989461384,6.8057,6.7922,551,8210122,-0.8901019549778092
North Carolina,2002,Both Sexes,All Ages,All Ages,All Races,7.7261,0.9408201856390366,8.1766,8.1957,647,8326201,-0.7137844274188889
North Carolina,2003,Both Sexes,All Ages,All Ages,All Races,9.0165,1.000715995361275,8.8881,8.8765,762,8422501,-0.5043393960628814
North Carolina,2004,Both Sexes,All Ages,All Ages,All Races,9.924,1.0383816914676958,9.366,9.3831,854,8553152,-0.35704292523555925
North Carolina,2005,Both Sexes,All Ages,All Ages,All Races,11.4133,1.0938872513837752,10.0884,10.0699,1000,8705407,-0.11531440291805937
North Carolina,2006,Both Sexes,All Ages,All Ages,All Races,11.8478,1.1088287673825792,11.5373,11.4883,1059,8917270,-0.04479063809770508
North Carolina,2007,Both Sexes,All Ages,All Ages,All Races,11.8643,1.1093861594225176,11.9543,11.8775,1084,9118037,-0.04211252044629912
North Carolina,2008,Both Sexes,All Ages,All Ages,All Races,12.7821,1.1393153967389245,11.9864,11.8947,1196,9309449,0.10685574503614316
North Carolina,2009,Both Sexes,All Ages,All Ages,All Races,12.5987,1.1334973929428696,12.0624,11.9388,1191,9449566,0.07708806156536518
North Carolina,2010,Both Sexes,All Ages,All Ages,All Races,11.4018,1.0934847233343676,12.4144,12.2966,1093,9535483,-0.11718096976600889
North Carolina,2011,Both Sexes,All Ages,All Ages,All Races,13.049,1.1476454125017423,13.2674,13.1852,1264,9656401,0.15017632692464153
North Carolina,2012,Both Sexes,All Ages,All Ages,All Races,13.325,1.1560946306394275,13.2208,13.1422,1298,9752073,0.19497393127543045
North Carolina,2013,Both Sexes,All Ages,All Ages,All Races,12.8868,1.1426021807662554,13.9127,13.8005,1259,9848060,0.12384961886051842
North Carolina,2014,Both Sexes,All Ages,All Ages,All Races,13.8046,1.1703966778422008,14.7574,14.6831,1358,9943964,0.272817884342961
North Carolina,2015,Both Sexes,All Ages,All Ages,All Races,15.7928,1.2251231156237465,16.304,16.2923,1567,10042802,0.5955229458293324
North Carolina,2016,Both Sexes,All Ages,All Ages,All Races,19.6947,1.3158591350475337,19.6925,19.7851,1956,10146788,1.2288409618305767
North Dakota,1999,Both Sexes,All Ages,All Ages,All Races,1.8205,0.4503261040614125,6.0382,6.057,12,644259,-1.6723233123972192
North Dakota,2000,Both Sexes,All Ages,All Ages,All Races,2.1657,0.5004697562250694,6.1882,6.1749,14,642200,-1.6162938449265944
North Dakota,2001,Both Sexes,All Ages,All Ages,All Races,2.3243,0.5217002095962752,6.8057,6.7922,14,639062,-1.59055145344096
North Dakota,2002,Both Sexes,All Ages,All Ages,All Races,2.6141,0.5580001650614795,8.1766,8.1957,17,638168,-1.5435139688726316
North Dakota,2003,Both Sexes,All Ages,All Ages,All Races,3.5289,0.6559927313856163,8.8881,8.8765,22,638817,-1.3950326338722632
North Dakota,2004,Both Sexes,All Ages,All Ages,All Races,2.5764,0.5534460862082552,9.366,9.3831,17,644705,-1.5496330619306924
North Dakota,2005,Both Sexes,All Ages,All Ages,All Races,1.8266,0.4512643546218773,10.0884,10.0699,12,646089,-1.6713332204170024
North Dakota,2006,Both Sexes,All Ages,All Ages,All Races,2.1165,0.49366713122801736,11.5373,11.4883,14,649422,-1.6242795048326046
North Dakota,2007,Both Sexes,All Ages,All Ages,All Races,4.7623,0.7605958650087712,11.9543,11.8775,32,652822,-1.194839281675658
North Dakota,2008,Both Sexes,All Ages,All Ages,All Races,7.3703,0.9227410238247666,11.9864,11.8947,46,657569,-0.7715343825928406
North Dakota,2009,Both Sexes,All Ages,All Ages,All Races,4.4054,0.7328278373022872,12.0624,11.9388,27,664968,-1.25276777802637
North Dakota,2010,Both Sexes,All Ages,All Ages,All Races,3.4089,0.6443302485335789,12.4144,12.2966,23,672591,-1.414509853155215
North Dakota,2011,Both Sexes,All Ages,All Ages,All Races,2.0354,0.482215929792211,13.2674,13.1852,16,683932,-1.6374428588646663
North Dakota,2012,Both Sexes,All Ages,All Ages,All Races,3.1184,0.6147285252242926,13.2208,13.1422,21,699628,-1.4616609548360273
North Dakota,2013,Both Sexes,All Ages,All Ages,All Races,2.8154,0.581540075367257,13.9127,13.8005,20,723393,-1.5108409335254802
North Dakota,2014,Both Sexes,All Ages,All Ages,All Races,6.2628,0.8611040849031946,14.7574,14.6831,43,739482,-0.9512928855584157
North Dakota,2015,Both Sexes,All Ages,All Ages,All Races,8.5971,0.982140020095207,16.304,16.2923,61,756927,-0.5724122774567978
North Dakota,2016,Both Sexes,All Ages,All Ages,All Races,10.6102,1.0648397010605593,19.6925,19.7851,77,757952,-0.2456656929692135
Ohio,1999,Both Sexes,All Ages,All Ages,All Races,4.1504,0.7118409593415383,6.0382,6.057,467,11335457,-1.2941568690026424
Ohio,2000,Both Sexes,All Ages,All Ages,All Races,4.9882,0.7772962969224949,6.1882,6.1749,563,11353140,-1.1581734163755013
Ohio,2001,Both Sexes,All Ages,All Ages,All Races,6.4705,0.873349670085006,6.8057,6.7922,737,11387404,-0.9175810651828402
Ohio,2002,Both Sexes,All Ages,All Ages,All Races,8.2032,0.963938860030751,8.1766,8.1957,931,11407889,-0.6363462497530865
Ohio,2003,Both Sexes,All Ages,All Ages,All Races,6.7936,0.8917381122276947,8.8881,8.8765,775,11434788,-0.8651386522634928
Ohio,2004,Both Sexes,All Ages,All Ages,All Races,9.9421,1.0391006794827353,9.366,9.3831,1136,11452251,-0.3541051113270473
Ohio,2005,Both Sexes,All Ages,All Ages,All Races,10.8982,1.0754812648214525,10.0884,10.0699,1243,11463320,-0.19892036669012966
Ohio,2006,Both Sexes,All Ages,All Ages,All Races,13.2315,1.153250677132118,11.5373,11.4883,1515,11481213,0.17979793125079743
Ohio,2007,Both Sexes,All Ages,All Ages,All Races,13.8858,1.1727721796780293,11.9543,11.8775,1592,11500468,0.2859974693910915
Ohio,2008,Both Sexes,All Ages,All Ages,All Races,15.1383,1.2078577844440461,11.9864,11.8947,1733,11515391,0.4892909456568999
Ohio,2009,Both Sexes,All Ages,All Ages,All Races,10.8867,1.075061301993686,12.0624,11.9388,1236,11528896,-0.20078693353807917
Ohio,2010,Both Sexes,All Ages,All Ages,All Races,16.0885,1.2327039427492184,12.4144,12.2966,1835,11536504,0.6435180603457392
Ohio,2011,Both Sexes,All Ages,All Ages,All Races,17.7178,1.2722548025213516,13.2674,13.1852,2025,11544951,0.9079700051600162
Ohio,2012,Both Sexes,All Ages,All Ages,All Races,18.897,1.2987875999442355,13.2208,13.1422,2125,11544225,1.0993661466471547
Ohio,2013,Both Sexes,All Ages,All Ages,All Races,20.7926,1.3383090475152708,13.9127,13.8005,2347,11570808,1.4070412872535154
Ohio,2014,Both Sexes,All Ages,All Ages,All Races,24.6364,1.408857039181241,14.7574,14.6831,2744,11594163,2.030929082918597
Ohio,2015,Both Sexes,All Ages,All Ages,All Races,29.9118,1.490124294850003,16.304,16.2923,3310,11613423,2.887180104629292
Ohio,2016,Both Sexes,All Ages,All Ages,All Races,39.1225,1.6033879857237143,19.6925,19.7851,4329,11614373,4.38217030170832
Oklahoma,1999,Both Sexes,All Ages,All Ages,All Races,5.3625,0.8036277953448151,6.0382,6.057,178,3437148,-1.097420723228761
Oklahoma,2000,Both Sexes,All Ages,All Ages,All Races,7.1024,0.9086136796652234,6.1882,6.1749,237,3450654,-0.8150172746420303
Oklahoma,2001,Both Sexes,All Ages,All Ages,All Races,7.9609,0.9523516308010235,6.8057,6.7922,269,3467100,-0.67567400168858
Oklahoma,2002,Both Sexes,All Ages,All Ages,All Races,7.069,0.9068197154665454,8.1766,8.1957,240,3489080,-0.8204384340091186
Oklahoma,2003,Both Sexes,All Ages,All Ages,All Races,11.7806,1.1065512427560675,8.8881,8.8765,400,3504892,-0.05569788089615799
Oklahoma,2004,Both Sexes,All Ages,All Ages,All Races,13.9302,1.1740656254286161,9.366,9.3831,476,3525233,0.2932040405257835
Oklahoma,2005,Both Sexes,All Ages,All Ages,All Races,13.84,1.1714339009430084,10.0884,10.0699,478,3548597,0.2785636640314316
Oklahoma,2006,Both Sexes,All Ages,All Ages,All Races,16.2335,1.2363734884940272,11.5373,11.4883,563,3594090,0.6670530336459726
Oklahoma,2007,Both Sexes,All Ages,All Ages,All Races,18.8316,1.297357754202248,11.9543,11.8775,666,3634349,1.0887510621379466
Oklahoma,2008,Both Sexes,All Ages,All Ages,All Races,15.631,1.2209183635565526,11.9864,11.8947,564,3668976,0.5692611618294859
Oklahoma,2009,Both Sexes,All Ages,All Ages,All Races,20.6336,1.3351287954465647,12.0624,11.9388,756,3717572,1.3812339717036046
Oklahoma,2010,Both Sexes,All Ages,All Ages,All Races,19.4399,1.3104787667290927,12.4144,12.2966,717,3751351,1.1874843328864426
Oklahoma,2011,Both Sexes,All Ages,All Ages,All Races,18.923,1.2993547349585064,13.2674,13.1852,703,3791508,1.1035862108251275
Oklahoma,2012,Both Sexes,All Ages,All Ages,All Races,20.5919,1.3342908601762502,13.2208,13.1422,771,3814820,1.3744656380027787
Oklahoma,2013,Both Sexes,All Ages,All Ages,All Races,20.6365,1.3351870090397575,13.9127,13.8005,790,3850568,1.3817046711696093
Oklahoma,2014,Both Sexes,All Ages,All Ages,All Races,20.3466,1.3293287122029274,14.7574,14.6831,777,3878051,1.3346509555852113
Oklahoma,2015,Both Sexes,All Ages,All Ages,All Races,19.0047,1.3011320428771505,16.304,16.2923,725,3911338,1.116846950953604
Oklahoma,2016,Both Sexes,All Ages,All Ages,All Races,21.5304,1.3527689021654943,19.6925,19.7851,813,3923561,1.5267937238115303
Oregon,1999,Both Sexes,All Ages,All Ages,All Races,6.1303,0.853107802727554,6.0382,6.057,210,3393941,-0.9727989818500083
Oregon,2000,Both Sexes,All Ages,All Ages,All Races,6.0151,0.8460338662608358,6.1882,6.1749,208,3421399,-0.991497112361642
Oregon,2001,Both Sexes,All Ages,All Ages,All Races,6.8739,0.8961898948682353,6.8057,6.7922,241,3467937,-0.8521051463599842
Oregon,2002,Both Sexes,All Ages,All Ages,All Races,8.9269,0.9968136469760264,8.1766,8.1957,318,3513424,-0.5188823864608187
Oregon,2003,Both Sexes,All Ages,All Ages,All Races,9.7885,1.0329610659055255,8.8881,8.8765,355,3547376,-0.3790359520092253
Oregon,2004,Both Sexes,All Ages,All Ages,All Races,10.0234,1.0423155667024688,9.366,9.3831,365,3569463,-0.3409092952628474
Oregon,2005,Both Sexes,All Ages,All Ages,All Races,10.4134,1.057415038044878,10.0884,10.0699,386,3613202,-0.2776083325932545
Oregon,2006,Both Sexes,All Ages,All Ages,All Races,12.8634,1.1418697540965224,11.5373,11.4883,485,3670883,0.12005156110034304
Oregon,2007,Both Sexes,All Ages,All Ages,All Races,13.1582,1.1510080429188725,11.9543,11.8775,502,3722417,0.1679005964721278
Oregon,2008,Both Sexes,All Ages,All Ages,All Races,11.8249,1.1080539874589022,11.9864,11.8947,452,3768748,-0.048507540777535024
Oregon,2009,Both Sexes,All Ages,All Ages,All Races,12.8968,1.142914807280211,12.0624,11.9388,501,3808600,0.12547272046743133
Oregon,2010,Both Sexes,All Ages,All Ages,All Races,12.9117,1.1433802037165244,12.4144,12.2966,503,3831074,0.127891141861731
Oregon,2011,Both Sexes,All Ages,All Ages,All Races,13.5494,1.1628450839018571,13.2674,13.1852,532,3871859,0.23139633133455031
Oregon,2012,Both Sexes,All Ages,All Ages,All Races,12.4656,1.1292257094655886,13.2208,13.1422,490,3899353,0.0554845791773581
Oregon,2013,Both Sexes,All Ages,All Ages,All Races,11.3211,1.0906494823904522,13.9127,13.8005,455,3930065,-0.13027939973379396
Oregon,2014,Both Sexes,All Ages,All Ages,All Races,12.8483,1.1413964632247409,14.7574,14.6831,522,3970239,0.11760067767390489
Oregon,2015,Both Sexes,All Ages,All Ages,All Races,12.0475,1.115527305527498,16.304,16.2923,505,4028977,-0.012377299007659616
Oregon,2016,Both Sexes,All Ages,All Ages,All Races,11.9386,1.111887286752468,19.6925,19.7851,506,4093465,-0.030052875506938328
Pennsylvania,1999,Both Sexes,All Ages,All Ages,All Races,8.1463,0.9612454422018695,6.0382,6.057,990,12263805,-0.6455816978964196
Pennsylvania,2000,Both Sexes,All Ages,All Ages,All Races,9.4647,1.019726782582771,6.1882,6.1749,1147,12281054,-0.43159198204105675
Pennsylvania,2001,Both Sexes,All Ages,All Ages,All Races,7.8976,0.9492728777328252,6.8057,6.7922,958,12298970,-0.6859482348603371
Pennsylvania,2002,Both Sexes,All Ages,All Ages,All Races,9.1004,1.0043385732235233,8.1766,8.1957,1097,12331031,-0.4907215735808843
Pennsylvania,2003,Both Sexes,All Ages,All Ages,All Races,11.3719,1.0924364010156138,8.8881,8.8765,1381,12374658,-0.12203404357067762
Pennsylvania,2004,Both Sexes,All Ages,All Ages,All Races,12.7277,1.1375977796998373,9.366,9.3831,1544,12410722,0.0980260722945385
Pennsylvania,2005,Both Sexes,All Ages,All Ages,All Races,13.182,1.1517374810385184,10.0884,10.0699,1613,12449990,0.17176357829657982
Pennsylvania,2006,Both Sexes,All Ages,All Ages,All Races,13.496,1.161248180332738,11.5373,11.4883,1638,12510809,0.22272896875363682
Pennsylvania,2007,Both Sexes,All Ages,All Ages,All Races,13.8552,1.1718785032155277,11.9543,11.8775,1733,12563937,0.28103077847393887
Pennsylvania,2008,Both Sexes,All Ages,All Ages,All Races,14.9061,1.2015637084896575,11.9864,11.8947,1850,12612285,0.4516025263443885
Pennsylvania,2009,Both Sexes,All Ages,All Ages,All Races,15.2458,1.2107411023865056,12.0624,11.9388,1909,12666858,0.5067392879312108
Pennsylvania,2010,Both Sexes,All Ages,All Ages,All Races,15.3278,1.2129276720467972,12.4144,12.2966,1916,12702379,0.5200487211078946
Pennsylvania,2011,Both Sexes,All Ages,All Ages,All Races,18.3208,1.286025104915522,13.2674,13.1852,2289,12742886,1.0058430320568483
Pennsylvania,2012,Both Sexes,All Ages,All Ages,All Races,18.9533,1.3000147322668947,13.2208,13.1422,2365,12763536,1.1085042086940728
Pennsylvania,2013,Both Sexes,All Ages,All Ages,All Races,19.3932,1.3094853784657634,13.9127,13.8005,2426,12773801,1.1799044483821604
Pennsylvania,2014,Both Sexes,All Ages,All Ages,All Races,21.9021,1.359875306645439,14.7574,14.6831,2732,12787209,1.5871244105404732
Pennsylvania,2015,Both Sexes,All Ages,All Ages,All Races,26.3273,1.4365967245200746,16.304,16.2923,3264,12802503,2.3053793336314556
Pennsylvania,2016,Both Sexes,All Ages,All Ages,All Races,37.8509,1.5894010838964283,19.6925,19.7851,4627,12784227,4.175776701373309
Rhode Island,1999,Both Sexes,All Ages,All Ages,All Races,5.4919,0.8123718214156425,6.0382,6.057,58,1040402,-1.0764177884353114
Rhode Island,2000,Both Sexes,All Ages,All Ages,All Races,6.9957,0.9028564909502363,6.1882,6.1749,74,1048319,-0.8323357687877883
Rhode Island,2001,Both Sexes,All Ages,All Ages,All Races,10.2027,1.0493227060437764,6.8057,6.7922,110,1057142,-0.3118070834509038
Rhode Island,2002,Both Sexes,All Ages,All Ages,All Races,9.3455,1.0147514850446226,8.1766,8.1957,99,1065995,-0.4509393531954556
Rhode Island,2003,Both Sexes,All Ages,All Ages,All Races,13.7311,1.1682351776704218,8.8881,8.8765,146,1071342,0.2608880875321529
Rhode Island,2004,Both Sexes,All Ages,All Ages,All Races,9.8112,1.0338739015808998,9.366,9.3831,106,1074579,-0.37535151136153383
Rhode Island,2005,Both Sexes,All Ages,All Ages,All Races,14.3019,1.1847453594636421,10.0884,10.0699,156,1067916,0.35353472725472657
Rhode Island,2006,Both Sexes,All Ages,All Ages,All Races,16.4045,1.240661551299707,11.5373,11.4883,175,1063096,0.6948080711241786
Rhode Island,2007,Both Sexes,All Ages,All Ages,All Races,12.424,1.127881943484625,11.9543,11.8775,135,1057315,0.04873247649260138
Rhode Island,2008,Both Sexes,All Ages,All Ages,All Races,17.3481,1.2635910984388985,11.9864,11.8947,185,1055003,0.8479639387524556
Rhode Island,2009,Both Sexes,All Ages,All Ages,All Races,14.7751,1.1979721209627987,12.0624,11.9388,161,1053646,0.4303398952938329
Rhode Island,2010,Both Sexes,All Ages,All Ages,All Races,15.5066,1.2176576272723711,12.4144,12.2966,167,1052567,0.5490697778394927
Rhode Island,2011,Both Sexes,All Ages,All Ages,All Races,17.667,1.2710745274759008,13.2674,13.1852,190,1051302,0.8997246489969002
Rhode Island,2012,Both Sexes,All Ages,All Ages,All Races,18.2384,1.2841689502347764,13.2208,13.1422,196,1050292,0.9924686748158881
Rhode Island,2013,Both Sexes,All Ages,All Ages,All Races,22.3749,1.3687497615962736,13.9127,13.8005,241,1051511,1.6638646545153029
Rhode Island,2014,Both Sexes,All Ages,All Ages,All Races,23.3501,1.3865007490972245,14.7574,14.6831,247,1055173,1.822149523221424
Rhode Island,2015,Both Sexes,All Ages,All Ages,All Races,28.1842,1.4651477928886854,16.304,16.2923,310,1056298,2.6067730710190644
