,year,state,hydro_gms,oxy_gms,fent_gms,log_oxy,log_hydro,log_fent,gsp,unempl_rate,min_wage,medicaid_rate,log_gsp,log_unempl_rate,log_min_wage,log_medicaid_rate,snap_rate,poverty_rate,gov_dem,death_rate,log_death_rate,cluster_k3,cluster_k4,cluster_num,cluster_lab,risk_num
142,2006,FL,1475657.366349393,530125.389224759,1088105.308362614,1.643060824386662,2.5553034694837766,3.918533316166138,744660.6,3.2,6.4,0.1228862348688472,1.438849136939643,-1.573397616780948,0.0295643113869168,-0.694180942619665,-0.6283646059101358,-0.3332408179959976,0,14.4039,0.5200288215794263,1,3,1,High Risk (Prescription-Driven),2
143,2007,FL,899280.3444825817,80264.8255223263,37238.228805503146,0.5354414562373468,2.258699905765578,2.241493990250933,768568.1,4.0,6.67,0.1114338853742317,1.4688528591171457,-0.9486322842909196,0.2251928659088102,-0.914167046031392,-0.8708596137812725,-0.0338805397286146,0,15.4163,0.6623265792729498,1,3,1,High Risk (Prescription-Driven),2
144,2008,FL,456937.4356171595,104526.54212290767,1525398.829018349,0.6904017588508645,1.8532296855652857,4.086403503186808,750972.8,6.3,6.79,0.1187834388217822,1.4468634733744858,0.4074295018375773,0.3099381884772852,-0.7727318206706405,-0.6175077204208328,0.145735627231815,0,16.2201,0.7691886046966976,1,3,1,High Risk (Prescription-Driven),2
145,2009,FL,6886741.320195401,146672.016069418,4924.519543119491,0.8891608478536531,3.47787481151148,1.236247275477119,725658.1,10.4,7.21,0.1422599391271285,1.4143058441769651,2.004658460943744,0.5965963743854414,-0.3270937180748555,-0.0371426831588459,0.5947760446328896,0,16.678,0.8278558916127788,1,1,3,Acute High Risk (Fentanyl-Driven),3
146,2010,FL,3272329.457182629,182708.16938117292,14054070.665978327,1.0180603527904242,3.032250582212065,5.189903598484195,738242.3,11.1,7.25,0.1493607743838766,1.43063012898747,2.218196477222279,0.6231281474495632,-0.1941063671929507,0.7057975754212045,1.0138804342072258,0,16.374,0.7890789199896054,1,3,1,High Risk (Prescription-Driven),2
147,2011,FL,49264391.03735572,44196670.96937496,642157.0229404839,4.238354225219511,4.656233567083619,3.6564748951222814,746535.3,10.0,7.25,0.1606592097710221,1.4412364353066491,1.8766688639635365,0.6231281474495632,0.0158109559639927,1.2217628568073444,0.6845841281131047,0,15.3918,0.6589878031112284,1,3,1,High Risk (Prescription-Driven),2
148,2012,FL,3301048.469224853,72560.28997627505,2468462.722461736,0.4762327617291768,3.0374836154325244,4.325593272894909,768722.9,8.5,7.67,0.1699556043163834,1.4690440751414968,1.351340564940446,0.89419312769488,0.1870049778756345,1.4966388179151708,0.8043282394200579,0,13.2659,0.3484581828485066,1,3,1,High Risk (Prescription-Driven),2
149,2013,FL,132468.64479456638,12197534.149619663,19360.038311956305,3.4829839657102397,1.1116991017481574,1.9164550923235808,800886.0,7.2,7.79,0.1683241478999311,1.5079608343365496,0.824026492654216,0.9692307567918697,0.157060184207404,1.6787820499668402,0.6845841281131047,0,12.5629,0.235490174688492,1,1,3,Acute High Risk (Fentanyl-Driven),3
150,2014,FL,11967364.338842766,234214688.00024807,1461.0798785255154,5.216784885143679,3.808807176834517,0.6326967501285368,840386.4,6.3,7.93,0.1954124454150782,1.5536711420929643,0.4074295018375773,1.0554905898466906,0.6489228875325251,1.5839138882734038,1.2234326289943938,0,13.1958,0.3374463330636727,1,1,3,Acute High Risk (Fentanyl-Driven),3
151,2015,FL,47538.51156917647,317891397.9963719,1781.3001588457448,5.396015426238286,0.4979712396132409,0.7311102140717474,897754.7,5.5,8.05,0.2019020001047056,1.6163692166711965,-0.0084951317650376,1.1283579885132018,0.7651033771564029,1.655691712841533,1.0737524898607025,0,16.2362,0.7712777059354365,1,1,3,Acute High Risk (Fentanyl-Driven),3
152,2016,FL,33452.6573871937,48273143.23980703,1953911.843638606,4.290119340642915,0.2875246884752788,4.209430988470444,941561.2,4.8,8.05,0.1934638198106995,1.661604141256459,-0.4167947595694085,1.1283579885132018,0.6139140981670282,1.3597098617707517,0.1157995994050768,0,23.7451,1.5796649659268622,1,3,1,High Risk (Prescription-Driven),2
153,2000,GA,5808.752093244779,5333.70349771751,53.73169552185789,-1.055258820830985,-0.7608889345509652,-0.9997886955046578,306019.9,3.6,3.25,0.1077560896930622,0.5945102534582927,-1.2474159184115603,-2.997729692015167,-0.9852942540303752,-0.85123511596493,-0.1536246510355679,1,4.3622,-1.8389611604592595,2,2,2,Low Risk,0
154,2001,GA,5946.601531472103,6663.805154041321,52.50925207692743,-0.924647525291284,-0.746845113462468,-1.01101344916143,317271.2,4.0,5.15,0.1112981700691819,0.6287923631602849,-0.9486322842909196,-0.9804848813290687,-0.916787544813126,-0.8409338918537327,0.0858635715783386,1,6.014,-1.238657209056904,2,2,2,Low Risk,0
155,2002,GA,6636.895210957451,6772.6627231244565,69.01437850483107,-0.9151417075155914,-0.681083937165285,-0.877417025562472,326670.1,5.0,5.15,0.1278499377545762,0.6565108947598255,-0.2953143882876203,-0.9804848813290687,-0.5995301754470703,-0.6762474375874017,-0.4230489014762127,1,6.5154,-1.0843055303916431,2,2,2,Low Risk,0
156,2003,GA,7320.354321389833,6891.519661900732,85.18260846572568,-0.904935617609187,-0.6223934354828237,-0.7741719496462898,340627.0,4.8,5.15,0.1463867913795448,0.6962338677077669,-0.4167947595694085,-0.9804848813290687,-0.2497040690009901,-0.4293696717111232,-0.2134967066890443,0,6.9438,-0.9603756951183088,2,2,2,Low Risk,0
157,2004,GA,7956.824196636156,6981.752463037897,100.5595460137307,-0.8973042888461822,-0.5724706046943951,-0.6925882896938582,364229.0,4.8,5.15,0.1499882772213639,0.759843010414479,-0.4167947595694085,-0.9804848813290687,-0.1823937743138496,-0.1655658631738839,0.145735627231815,0,7.4828,-0.8136185553873155,2,2,2,Low Risk,0
158,2005,GA,8562.576840801432,7060.933985307063,115.29923743451938,-0.8906884104886985,-0.5285353515233899,-0.6252443597626356,386999.9,5.3,5.15,0.1535646401570616,0.8174201107803284,-0.1204832385248308,-0.9804848813290687,-0.1157612927026979,-0.0690907680975959,0.5349039889794132,0,8.1931,-0.6338571607882046,2,2,2,Low Risk,0
159,2006,GA,7871920.916934743,306595.64165734936,1721.3518058526097,1.3217756952171882,3.557947540805409,0.7141083756294774,402501.1,4.7,5.15,0.1438499235403781,0.85470881803397,-0.4791150740519675,-0.9804848813290687,-0.2972441475529791,-0.0650818553839915,-0.0039445119018764,0,8.9427,-0.4586275636140646,1,1,3,Acute High Risk (Fentanyl-Driven),3
160,2007,GA,106627.07581778652,278190.9412063165,2201.521864909324,1.2647324358275212,0.9817380983871944,0.8363084455583502,414779.6,4.5,5.15,0.1301789906040521,0.8832397305739179,-0.6071046710321762,-0.9804848813290687,-0.5552619367444791,-0.10510151775504,0.2954157663655065,0,9.6862,-0.2974163390229256,1,1,3,Acute High Risk (Fentanyl-Driven),3
161,2008,GA,157079.7749506638,210641.78201770424,3054.641795004,1.1015338409937434,1.2137522681959738,0.998995174043159,411851.7,6.2,5.15,0.1318761393533801,0.8765137573253523,0.3580035077156787,-0.9804848813290687,-0.5230617009520782,0.024262263311703,0.8642002950735344,0,9.7082,-0.2928188051085487,1,1,3,Acute High Risk (Fentanyl-Driven),3
162,2009,GA,12276093.643460976,236756.6001740311,2485.5384778991165,1.1701072468694416,3.824060929422972,0.8965798115427052,406066.3,9.9,5.15,0.1451641570814043,0.8630817851764159,1.8439441820786355,-0.9804848813290687,-0.2726026908780662,0.6068553987379247,1.7323451020489449,0,10.3199,-0.168632035922291,1,1,3,Acute High Risk (Fentanyl-Driven),3
163,2010,GA,6759418.8444385,250777.7488521519,3074.077405252748,1.2038645296292416,3.4666990502263406,1.0021458908812806,414664.0,10.5,5.15,0.1502046822855428,0.8829750756945169,2.0359540988369704,-0.9804848813290687,-0.1783559687856741,1.27627604725586,1.82215318552916,0,10.7099,-0.0929107151714069,1,1,3,Acute High Risk (Fentanyl-Driven),3
164,2011,GA,94308922.24965522,222900.5936648297,1830.027317297745,1.1347234173874143,5.045130969927842,0.744513499111592,427826.9,10.2,5.15,0.1541735922446176,0.9126459708933278,1.9412350749543577,-0.9804848813290687,-0.1044362764020484,1.670657502002447,1.7323451020489449,0,10.6608,-0.1023038948417403,1,1,3,Acute High Risk (Fentanyl-Driven),3
165,2012,GA,2648970.056778922,140372.94795351126,1652.560859649776,0.8634056918494033,2.9056885510189288,0.6938538832593601,443566.1,9.2,5.15,0.1591880162764368,0.9469483941291184,1.6061005548483966,-0.9804848813290687,-0.011406825075144,1.928120181138804,1.6425370185687307,0,10.5933,-0.1152818920330286,1,1,3,Acute High Risk (Fentanyl-Driven),3
166,2013,GA,306599.57368645363,96441.08670939376,2215.749971212761,0.6431650476486165,1.6142747818239451,0.839508217663462,459578.7,8.2,5.15,0.1595190122736784,0.9806196252681978,1.2363576165841514,-0.9804848813290687,-0.0052802309022035,1.9762615926073348,1.103688517687441,0,10.8204,-0.0719145381699541,1,1,3,Acute High Risk (Fentanyl-Driven),3
167,2014,GA,408483.5708661261,495999.2281217632,6784.108090963455,1.6040201071364304,1.7860984919078675,1.3954127010273278,485282.5,7.1,5.15,0.1728324180577908,1.032290467596796,0.7800587292322029,-0.9804848813290687,0.2397062641316863,1.6435319671297384,1.2533686568211324,0,11.8978,0.1230868069138256,1,1,3,Acute High Risk (Fentanyl-Driven),3
168,2015,GA,326043.3004069057,336454.9871984971,2784.230030406408,1.3763034098856324,1.651098384838274,0.9529504747520648,515753.0,6.0,5.15,0.1788074349652751,1.0901098425542826,0.2570580222114647,-0.9804848813290687,0.3487527083632113,1.5664171164400562,1.6425370185687307,0,12.6797,0.2546591619630215,1,1,3,Acute High Risk (Fentanyl-Driven),3
169,2016,GA,217435.2310044231,195932.93011555297,2684.659702005476,1.0590624033208351,1.4084754498530048,0.9348603692563074,541292.2,5.4,5.15,0.18030953543476,1.1359987177692432,-0.0640517138008446,-0.9804848813290687,0.3760796993151395,1.3748398772340178,0.8342642672467961,0,13.3349,0.3592445195084173,1,1,3,Acute High Risk (Fentanyl-Driven),3
170,2000,HI,2697.7021750057984,4698.96916066121,51.25637929340994,-1.1295847105931045,-1.2200904780475852,-1.0227869030250214,41519.9,4.2,5.25,0.1255934188092646,-1.3020092248133437,-0.8080916140178566,-0.8924361731184612,-0.642507040283935,-0.2013861566362436,-1.1115775414911933,1,5.1481,-1.5332163399886771,2,2,2,Low Risk,0
171,2001,HI,3308.4935086969435,7770.529418866053,50.653861338327566,-0.8345098028846257,-1.0979044331049677,-1.0285497577662923,42982.8,4.5,5.25,0.1231936427972475,-1.269132606358336,-0.6071046710321762,-0.8924361731184612,-0.6883069673050025,-0.3994528543797948,-0.3631768458227358,1,6.185,-1.1848102021905291,2,2,2,Low Risk,0
172,2002,HI,3825.109328475904,8224.398663131155,58.99361332932133,-0.8012069186604801,-1.011034888527074,-0.9541733680434484,45449.9,4.2,5.75,0.1279431564528607,-1.216143484040894,-0.8080916140178566,-0.472313425449825,-0.5977566149023376,-0.455875396495367,-0.393112873649474,1,6.1251,-1.203525162448974,2,2,2,Low Risk,0
173,2003,HI,4337.810932946703,8683.086174843385,67.26550048994768,-0.7693675677240683,-0.9357245708866322,-0.8899873025553614,48922.8,4.1,6.25,0.1380037948965515,-1.1462329174714398,-0.8776729801473151,-0.0822259753511339,-0.4072013711066073,-0.579705422320652,-0.99183343018424,0,7.1104,-0.9139771740988945,2,2,2,Low Risk,0
174,2004,HI,4799.805703499378,9055.406106775526,74.74251493244576,-0.7447363714303064,-0.8751278177485488,-0.8383393123553393,53761.1,3.4,6.25,0.1426196774576014,-1.0566936264337787,-1.4067011532849951,-0.0822259753511339,-0.320336535674797,-0.6423128382959026,-1.2612576806248847,0,7.9546,-0.6926188154006999,2,2,2,Low Risk,0
175,2005,HI,5259.027994266393,9438.552859880145,82.16726011406877,-0.7204243236738154,-0.8204185582338112,-0.7918697663189027,58658.7,2.9,6.25,0.1471190017397304,-0.9739150936662114,-1.8389507707574515,-0.0822259753511339,-0.2360022479890054,-0.7543612994935698,-1.2013856249714086,0,9.4443,-0.3486018787243361,2,2,2,Low Risk,0
176,2006,HI,10454.383677598758,21381.56995808987,167.97797138145162,-0.240671161350526,-0.4089994147705029,-0.4395921199603625,62349.9,2.6,6.75,0.1465904067323748,-0.9159737064967336,-2.125770027280034,0.2818356730694096,-0.2458929454034228,-0.870246401049213,-1.0217694580109788,0,6.4367,-1.1078386102748063,0,0,0,Moderate Risk,1
177,2007,HI,11184.555961063714,23234.49541074194,190.51440021517476,-0.1919106586462019,-0.368571245087283,-0.37737972598302,65223.8,2.8,7.25,0.1441313394265301,-0.8731891388074117,-1.9320294523080863,0.6231281474495632,-0.2919653088048448,-0.848513598342275,-1.5306819310655295,0,10.0354,-0.2255340232936569,0,0,0,Moderate Risk,1
178,2008,HI,12360.349877208824,25999.450586518145,216.18382268188347,-0.1259425427755386,-0.308712352484145,-0.3148759060635843,66857.7,4.3,7.25,0.1483756726589516,-0.8496977315462576,-0.7398356881704345,0.6231281474495632,-0.2125065924695569,-0.7519323290125695,-0.8122172632238104,0,8.9609,-0.4545392698648399,0,0,0,Moderate Risk,1
179,2009,HI,13055.70350375773,30254.98041196978,188.39079786547583,-0.0370054338346365,-0.2759374220202701,-0.3829206470074183,65711.3,7.2,7.25,0.1629451473472155,-0.8661190660184704,0.824026492654216,0.6231281474495632,0.0580335169569363,-0.4717263259077122,-0.0338805397286146,0,9.6033,-0.3148261270243878,0,0,0,Moderate Risk,1
180,2010,HI,12671.889888984644,32593.632383573047,207.4689737286086,0.00667910421539,-0.2938059853868898,-0.3352269283865034,68260.2,6.9,7.25,0.1812827767322134,-0.8299867101980442,0.6904708689626411,0.6231281474495632,0.3937668499448307,-0.1120063147109867,-0.1536246510355679,0,10.881,-0.0604830758351282,0,0,0,Moderate Risk,1
181,2011,HI,12640.165000960424,33546.79020336046,208.0352285479448,0.0235907508028554,-0.2953070817569048,-0.3338789824027096,70630.1,6.8,7.25,0.1892449154625183,-0.7975823105483109,0.6448227642382622,0.6231281474495632,0.5379214772611338,0.2086494733266542,-0.1536246510355679,1,12.3987,0.2082609622714416,0,0,0,Moderate Risk,1
182,2012,HI,11083.834483624085,33382.36837638434,162.87784483086776,0.0207080264856943,-0.3739883492255227,-0.4548214204374205,73676.7,6.0,7.25,0.1976442568274825,-0.7574866721043705,0.2570580222114647,0.6231281474495632,0.6889493195006436,0.4535787203228461,0.3552878220189834,1,10.9729,-0.043258026090065,0,0,0,Moderate Risk,1
183,2013,HI,10547.449250768488,31568.99554731164,148.69538155213402,-0.012061445057233,-0.4036922409678485,-0.499802539188577,75807.8,4.9,7.25,0.1988896802611481,-0.7304133683569499,-0.3555398019437017,0.6231281474495632,0.7112529589555217,0.6242163302039534,-0.452984929302951,1,11.0087,-0.0365837001229863,0,0,0,Moderate Risk,1
184,2014,HI,11117.149168271248,28129.239645024696,141.1472435069715,-0.0797482426106125,-0.3721911564655762,-0.5255129573246758,77819.3,4.4,7.25,0.203007625104451,-0.7055487758620363,-0.6728556490239151,0.6231281474495632,0.7848344803249632,0.6880624531607762,-0.5427930127831655,1,10.8528,-0.0657953961464929,0,0,0,Moderate Risk,1
185,2015,HI,11055.883956266369,27499.02773931303,129.08632488196795,-0.0930425325701984,-0.3755003390908027,-0.5695729338401896,82644.0,3.6,7.75,0.2103460351660839,-0.6484364194007184,-1.2474159184115603,0.9443326449316896,0.9153387114261008,0.5881297920703076,-0.5128569849564274,1,11.3281,0.022097446911423,0,0,0,Moderate Risk,1
186,2016,HI,9785.209340231646,27156.307300222605,112.82001029360396,-0.1004006778076132,-0.448611056971925,-0.6359521865813612,85899.9,3.0,8.5,0.2293754583873591,-0.611749024710612,-1.7482287665437384,1.3932623278507124,1.250100922250048,0.3875439247014836,-0.99183343018424,1,12.7513,0.2663292622304265,0,0,0,Moderate Risk,1
187,2000,ID,6243.673456454755,3384.1816511109755,73.87517166388578,-1.3221204593586735,-0.7176552008779424,-0.8440625397652838,38130.6,4.7,6.15,0.0879855013352008,-1.38285975884213,-0.4791150740519675,-0.1580452714193373,-1.3717433980581502,-1.3667456023028255,-0.0338805397286146,0,5.1309,-1.539479131446934,2,2,2,Low Risk,0
188,2001,ID,6822.347916076371,4807.850529030382,72.41950904647256,-1.1161472547184517,-0.6645816002353091,-0.8538185055320778,37493.8,5.1,6.15,0.1048590792765246,-1.3988498105427776,-0.2360844817254901,-0.1580452714193373,-1.041487829567494,-1.3573846840993713,-0.3332408179959976,0,7.8232,-0.725665468144353,2,2,2,Low Risk,0
189,2002,ID,7936.917512451768,5300.561523218928,83.22577612782123,-1.0589152885655717,-0.5739705945543916,-0.785585030926151,38820.0,5.6,5.15,0.113549074436052,-1.3658472025015005,0.046213224971122,-0.9804848813290687,-0.8733666028289477,-1.201545768425549,-0.393112873649474,0,9.1332,-0.4162012585404289,2,2,2,Low Risk,0
190,2003,ID,9000.868429931494,5767.481186463055,93.52931684490018,-1.0093906038407778,-0.4986427237085165,-0.7282353646270545,40417.7,5.6,5.15,0.1196188883510099,-1.327554038475295,0.046213224971122,-0.9804848813290687,-0.7567132287648387,-1.0334193195983437,-0.7224091797435958,0,7.9078,-0.7043329242524432,2,2,2,Low Risk,0
191,2004,ID,9990.491463584618,6194.712142962864,103.08829847923772,-0.9674692692502896,-0.436178487569087,-0.6803667700388526,43865.9,4.9,5.15,0.1243237184599533,-1.2498235297523443,-0.3555398019437017,-0.9804848813290687,-0.6667272003334022,-0.9030697423880256,-0.8122172632238104,0,7.4015,-0.835147020170992,2,2,2,Low Risk,0
192,2005,ID,10879.093934427032,6567.769024975477,111.63452106472226,-0.9331635365261248,-0.3851532949716267,-0.6411550416350446,47958.1,4.0,5.15,0.1228280101187404,-1.165141957386633,-0.9486322842909196,-0.9804848813290687,-0.6952936869412887,-0.9084610985553192,-0.8122172632238104,0,8.0535,-0.668064095561975,2,2,2,Low Risk,0
193,2006,ID,12298.35293397103,8084.485606699536,131.494821688345,-0.8112730478752408,-0.3117235254972596,-0.5604566911789272,50985.5,3.5,5.15,0.1225674403150063,-1.1070228583313906,-1.3261735450272143,-0.9804848813290687,-0.7002741932738749,-0.983742411372331,-0.9319613745307636,0,9.3376,-0.3715572966457639,2,2,2,Low Risk,0
194,2007,ID,12287.406342474513,9179.731318318922,137.78605314147518,-0.7367365484854076,-0.3122567743804051,-0.5374043242732032,53864.9,3.1,5.15,0.1221668920108563,-1.0548622307163371,-1.6597470423414966,-0.9804848813290687,-0.7079324901900732,-1.0766471435644964,-0.8122172632238104,0,8.645,-0.5265840712953467,2,2,2,Low Risk,0
195,2008,ID,12855.828786843556,10263.49812264293,144.37088559094585,-0.6712662719416079,-0.2851760999045982,-0.5143694745855901,55584.4,5.1,5.85,0.1155971374941342,-1.0250271672985454,-0.2360844817254901,-0.3920340144936973,-0.8339347541784854,-0.9111104868957712,-0.1236886232088297,0,9.8008,-0.2735703592748527,2,2,2,Low Risk,0
196,2009,ID,13493.615200801318,11045.155743754303,148.5893793567969,-0.6282051067289496,-0.2561809314936346,-0.50015454629941,53763.9,8.8,6.55,0.1214463867671873,-1.0566441782347673,1.4627483287138496,0.139111162669855,-0.7217150982528313,-0.4150540846882963,0.3253517941922447,0,11.5925,0.0695349117954018,0,0,0,Moderate Risk,1
197,2010,ID,15705.049670312235,12075.0456767512,171.38411571318122,-0.5759028783750865,-0.1652977222014034,-0.42967505088988,55215.3,9.0,7.25,0.1261203275386345,-1.0313528762229325,1.535141250704794,0.6231281474495632,-0.632464016998608,0.3815753683334221,0.4151598776724599,0,11.8102,0.1078519031645137,0,0,0,Moderate Risk,1
198,2011,ID,17065.353526758674,13339.586180131291,173.78524796291447,-0.5174717087528415,-0.1155529775519825,-0.4228011577714859,56516.4,8.3,7.25,0.1420295345063797,-1.0092394465970898,1.275096672389036,0.6231281474495632,-0.3314226653346281,0.8437140732010722,0.9240723507270108,0,12.86,0.2839306597767591,0,0,0,Moderate Risk,1
199,2012,ID,17613.60756150002,14879.81474826261,187.02261063552183,-0.4533641156081319,-0.0966166018701071,-0.3865235392424404,57780.1,7.2,7.25,0.1472421903011551,-0.9882437094302756,0.824026492654216,0.6231281474495632,-0.2336978852559422,0.882086402534736,0.5349039889794132,0,11.9173,0.1264640560652434,0,0,0,Moderate Risk,1
200,2013,ID,17336.4541941776,15378.02437515526,179.45414039677794,-0.4340419474063888,-0.1061144764432669,-0.4069399908826908,61155.2,6.1,7.25,0.1499845457377889,-0.9343429157550462,0.3078862185667247,0.6231281474495632,-0.1824634050645135,0.7670614990138165,0.0858635715783386,0,13.3532,0.362096533038841,0,0,0,Moderate Risk,1
201,2014,ID,16911.203461053166,16211.544804149986,179.00226690548095,-0.4030736758244396,-0.1209868786483487,-0.4081858975359758,63799.4,4.8,7.25,0.1697345124062602,-0.8941536646527433,-0.4167947595694085,0.6231281474495632,0.1829493625106726,0.5216505009755237,-0.0638165675553528,0,13.7097,0.4169424863137385,0,0,0,Moderate Risk,1
202,2015,ID,15674.914501284587,16212.489138644594,177.52056261449124,-0.4030395012486672,-0.1664478963707198,-0.4122933103961949,66082.0,4.1,7.25,0.1818481350454465,-0.860777928197628,-0.8776729801473151,0.6231281474495632,0.4040346701860806,0.2863374795731414,-0.093752595382091,0,14.1941,0.4893723993736054,0,0,0,Moderate Risk,1
203,2016,ID,14602.048563105447,15250.016172750507,162.1351163762967,-0.4389460987785778,-0.2089055777917713,-0.4570787086073014,69075.5,3.8,7.25,0.1824991975653538,-0.8187136260096571,-1.0949108705404391,0.6231281474495632,0.4158529338921155,0.0843874528566819,-0.452984929302951,0,15.2208,0.6355446034891603,0,0,0,Moderate Risk,1
204,2000,IL,3521.2256446482097,1560.5178974358687,56.89760278624557,-1.7761052815284062,-1.0605954432638711,-0.9718450930242486,486766.2,4.3,5.15,0.1147696253892803,1.0351889288081355,-0.7398356881704345,-0.9804848813290687,-0.8498583203839407,-1.0031276156432127,-0.5727290406099043,0,6.9964,-0.9456221709201156,2,2,2,Low Risk,0
205,2001,IL,3892.495422768808,2266.990886375365,56.58254490450973,-1.5571150960950622,-1.0005791137710995,-0.974556565862115,501155.5,5.3,5.15,0.1180220595918867,1.0628492330811847,-0.1204832385248308,-0.9804848813290687,-0.7873406383012888,-0.8937889857226663,-0.752345207570334,0,7.1423,-0.9052017535063084,2,2,2,Low Risk,0
206,2002,IL,4586.584120497325,2520.124815217783,68.3116980994696,-1.4950323282290598,-0.9023350712038336,-0.8824294781818861,513611.5,6.5,5.15,0.1314499731588761,1.0861592826542006,0.5042820939651985,-0.9804848813290687,-0.531142868567642,-0.7899260452964836,0.0559275437516004,0,7.9132,-0.7029781593969862,2,2,2,Low Risk,0
207,2003,IL,5279.371282555934,2773.2336222203144,80.01397896751561,-1.4388998684864938,-0.8181068416034792,-0.8049051336650508,530142.9,6.8,5.15,0.1431319003829721,1.1162378244492783,0.6448227642382622,-0.9804848813290687,-0.3107188132607944,-0.6742314885926015,-0.0039445119018764,1,6.7553,-1.0140615273223368,2,2,2,Low Risk,0
208,2004,IL,5967.23378173697,3024.320732391283,91.63548858267738,-1.3880637395534428,-0.7447711910462097,-0.73829199275539,561037.0,6.2,5.5,0.1515806520101673,1.1700158006017551,0.3580035077156787,-0.6783341608245457,-0.1527001216958659,-0.4747803475408899,-0.1236886232088297,1,8.2932,-0.6096473974254158,2,2,2,Low Risk,0
209,2005,IL,6658.609507146883,3277.605307511088,103.3064251168308,-1.3408897498760572,-0.6791280402699295,-0.6793265066664567,589149.4,5.7,6.5,0.159979422522124,1.2164379687086344,0.1000988684074617,0.102839258044356,0.0032388580170866,-0.3216654312843594,-0.3332408179959976,1,8.4224,-0.5787822840163018,2,2,2,Low Risk,0
210,2006,IL,191053.83246198783,16517.364484121845,352.8461751028535,-0.3921091183451056,1.3310131982382851,-0.072317599924296,623471.2,4.5,6.5,0.1507961709765654,1.2701993460166316,-0.6071046710321762,0.102839258044356,-0.1673235199361687,-0.209824039467696,-0.6026650684366425,1,10.8554,-0.0653050791066145,0,0,0,Moderate Risk,1
211,2007,IL,221711.1724964008,19717.64576972097,647.1772709886588,-0.2882033054250874,1.4201382850306363,0.228472288729134,648243.6,5.0,7.5,0.1596306230705333,1.3071943085409987,-0.2953143882876203,0.7860925346167091,-0.0032147571261064,-0.1813594648614529,-0.7822812353970722,1,9.3839,-0.3615673598034077,0,0,0,Moderate Risk,1
212,2008,IL,224309.10741851255,19430.8280093347,860.862777659908,-0.2968003246754376,1.4271149295178625,0.3700621488580558,648732.0,6.3,7.75,0.1679674132924056,1.3079093861453617,0.4074295018375773,0.9443326449316896,0.1505068781162631,-0.0977237321336854,-0.093752595382091,1,10.597,-0.1145685503865638,0,0,0,Moderate Risk,1
213,2009,IL,259502.16724314797,55492.03776789168,1398.3214337639365,0.3188859990606877,1.5143953769293783,0.6108953585022291,645146.7,10.2,8.0,0.1904347328679141,1.302647489007435,1.9412350749543577,1.0981146892071756,0.5593802116756883,0.176236639787875,0.1756716550585532,1,10.7813,-0.079321431460636,0,0,0,Moderate Risk,1
214,2010,IL,261186.17511003104,100917.06016919052,3048.441003982836,0.6697829379002367,1.5182691669374546,0.99798574255348,661714.8,10.4,8.0,0.2019915419201257,1.3267230116555375,2.004658460943744,1.0981146892071756,0.7667020253891008,0.4845305786370414,0.445095905499198,1,9.9923,-0.2342820659142733,1,1,3,Acute High Risk (Fentanyl-Driven),3
215,2011,IL,267049.11663133366,122802.06820457766,3494.7757479239867,0.7849430010638189,1.531563737276912,1.0658642638220712,687951.0,9.7,8.25,0.2090026511849197,1.363641060011056,1.7775843640953488,1.2476829921989736,0.8915076167503679,0.7342147404811478,0.4750319333259362,1,10.9406,-0.0492969820290146,1,1,3,Acute High Risk (Fentanyl-Driven),3
216,2012,IL,273484.87699549005,119278.16491774916,209399.3802639186,0.7678600517304399,1.5458252546818525,3.099627136642429,720881.5,9.0,8.25,0.2171135904416142,1.4080353827404528,1.535141250704794,1.2476829921989736,1.034991594827012,0.861277042763017,-0.0039445119018764,1,12.5277,0.2296808385933121,1,3,1,High Risk (Prescription-Driven),2
217,2013,IL,202625.03779397937,221668.37623668576,2722.6697943424824,1.131470908663826,1.3662283338986487,0.9418440406962844,734808.5,9.0,8.25,0.2024562918292635,1.4262035578783565,1.535141250704794,1.2476829921989736,0.7749975949037985,1.1514006025132728,0.2056076828852919,1,12.104,0.1585433646875963,1,1,3,Acute High Risk (Fentanyl-Driven),3
218,2014,IL,217289.0229816144,153134.46073245394,1905.656572371097,0.9144591465457098,1.408072616595239,0.7646260750843678,766120.8,7.1,8.25,0.2277760560698818,1.4658247143302925,0.7800587292322029,1.2476829921989736,1.2221646732854878,1.1116520999486486,0.3253517941922447,1,13.13,0.3270603715395057,1,1,3,Acute High Risk (Fentanyl-Driven),3
219,2015,IL,549132.7691885716,218037.50144968767,1832.1156655661296,1.1217808142581445,1.9632999202394164,0.7450799362547327,795326.1,6.0,8.25,0.2338434049596571,1.501346478271138,0.2570580222114647,1.2476829921989736,1.3279489640816071,1.1651815562326775,-0.5128569849564274,0,14.0925,0.474373926766485,1,1,3,Acute High Risk (Fentanyl-Driven),3
220,2016,IL,137455.2468163428,175160.69026066808,1810.5750657616868,0.993308307179039,1.1338290065075254,0.7392060797986588,803943.7,5.8,8.25,0.2254227146824775,1.511578895302587,0.1531861765922794,1.2476829921989736,1.1809933738134624,0.9542295111805827,-0.1536246510355679,0,18.8737,1.0895785301103706,1,1,3,Acute High Risk (Fentanyl-Driven),3
