state,year,sex,age_group,age_group_detail,race,death_rate,death_rate_log,us_crude_rate,us_age_adjusted_rate,deaths,population,hydro_gms,oxy_gms,fent_gms,state_name,state_abbr,poverty_rate,unempl_rate,gsp,min_wage,snap_rate,medicaid_rate,gov_dem
IL,2006,Both Sexes,All Ages,All Ages,All Races,10.8554,1.0739162116134156,11.5373,11.4883,1369,12643955,191053.83246198783,16517.364484121845,352.8461751028535,Illinois,IL,10.6,4.5,623471.2,6.5,0.0968915976053378,0.1507961709765654,1
IL,2007,Both Sexes,All Ages,All Ages,All Races,9.3839,1.016360497093302,11.9543,11.8775,1192,12695866,221711.1724964008,19717.64576972097,647.1772709886588,Illinois,IL,10.0,5.0,648243.6,7.5,0.0981736889787589,0.1596306230705333,1
IL,2008,Both Sexes,All Ages,All Ages,All Races,10.597,1.064345657162171,11.9864,11.8947,1353,12747038,224309.10741851258,19430.8280093347,860.862777659908,Illinois,IL,12.3,6.3,648732.0,7.75,0.1019407802816623,0.1679674132924056,1
IL,2009,Both Sexes,All Ages,All Ages,All Races,10.7813,1.0711932150415806,12.0624,11.9388,1381,12796778,259502.16724314794,55492.03776789168,1398.3214337639365,Illinois,IL,13.2,10.2,645146.7,8.0,0.1142804071462363,0.1904347328679141,1
IL,2010,Both Sexes,All Ages,All Ages,All Races,9.9923,1.0410885725690644,12.4144,12.2966,1288,12830632,261186.17511003106,100917.06016919053,3048.441003982836,Illinois,IL,14.1,10.4,661714.8,8.0,0.1281664744753379,0.2019915419201257,1
IL,2011,Both Sexes,All Ages,All Ages,All Races,10.9406,1.077026150088343,13.2674,13.1852,1408,12869257,267049.11663133366,122802.06820457766,3494.7757479239867,Illinois,IL,14.2,9.7,687951.0,8.25,0.1394126608107555,0.2090026511849197,1
IL,2012,Both Sexes,All Ages,All Ages,All Races,12.5277,1.1312239634698418,13.2208,13.1422,1628,12875255,273484.87699549005,119278.16491774916,209399.3802639186,Illinois,IL,12.6,9.0,720881.5,8.25,0.1451357564092711,0.2171135904416142,1
IL,2013,Both Sexes,All Ages,All Ages,All Races,12.104,1.1174038844163432,13.9127,13.8005,1579,12882135,202625.03779397937,221668.37623668578,2722.6697943424824,Illinois,IL,13.3,9.0,734808.5,8.25,0.1582033999039482,0.2024562918292635,1
IL,2014,Both Sexes,All Ages,All Ages,All Races,13.13,1.1501421618485586,14.7574,14.6831,1705,12880580,217289.02298161437,153134.46073245394,1905.6565723710967,Illinois,IL,13.7,7.1,766120.8,8.25,0.1564130618100378,0.2277760560698818,1
IL,2015,Both Sexes,All Ages,All Ages,All Races,14.0925,1.1787611845255106,16.304,16.2923,1835,12859995,549132.7691885716,218037.50144968767,1832.1156655661298,Illinois,IL,10.9,6.0,795326.1,8.25,0.1588241167818772,0.2338434049596571,0
IL,2016,Both Sexes,All Ages,All Ages,All Races,18.8737,1.2982787297163507,19.6925,19.7851,2411,12801539,137455.2468163428,175160.69026066808,1810.5750657616868,Illinois,IL,12.1,5.8,803943.7,8.25,0.1493224888493273,0.2254227146824775,0
IN,2000,Both Sexes,All Ages,All Ages,All Races,3.5408,0.65713237377738,6.1882,6.1749,214,6080485,6876.157576245974,4921.808868864901,87.18695959286143,Indiana,IN,8.5,3.1,203356.8,5.15,0.0492975387180217,0.0990054607241853,1
IN,2001,Both Sexes,All Ages,All Ages,All Races,4.6642,0.7531385796680987,6.8057,6.7922,283,6127760,7149.256335104507,6489.493713853023,86.51432170972754,Indiana,IN,8.5,4.2,204705.6,5.15,0.0565542710550021,0.1089951303575858,1
IN,2002,Both Sexes,All Ages,All Ages,All Races,4.8099,0.7641686573779483,8.1766,8.1957,293,6155967,8246.711727012182,6908.6626439030615,106.2005774234982,Indiana,IN,9.1,5.2,212438.6,5.15,0.0667456469471002,0.1174739890580959,1
IN,2003,Both Sexes,All Ages,All Ages,All Races,7.1074,0.908881600611612,8.8881,8.8765,434,6196638,9315.380937211437,7309.276175242123,125.45439962766906,Indiana,IN,9.9,5.3,223500.2,5.15,0.0758769513403881,0.1197862453801561,1
IN,2004,Both Sexes,All Ages,All Ages,All Races,8.7959,0.9910443430441566,9.366,9.3831,542,6233007,10377.270834125486,7709.982958466115,144.55683268124037,Indiana,IN,11.6,5.4,236921.3,5.15,0.0844414261046073,0.1255442196679708,1
IN,2005,Both Sexes,All Ages,All Ages,All Races,9.8413,1.0350813623661177,10.0884,10.0699,610,6278616,11410.024119965292,8094.111345557683,163.197112229829,Indiana,IN,12.6,5.5,243862.2,5.15,0.0885999398593575,0.1297211041414222,0
IN,2006,Both Sexes,All Ages,All Ages,All Races,11.7648,1.1060140146297457,11.5373,11.4883,736,6332669,39493.62920434959,14520.43688053587,220.30395866513788,Indiana,IN,10.6,5.0,255462.9,5.15,0.0907509929857379,0.1313011938568082,0
IN,2007,Both Sexes,All Ages,All Ages,All Races,12.369,1.1260989232886045,11.9543,11.8775,781,6379599,43136.370667876385,12541.715820030522,249.40968301198868,Indiana,IN,11.8,4.6,269071.3,5.15,0.092036505742759,0.1327371830110325,0
IN,2008,Both Sexes,All Ages,All Ages,All Races,13.2099,1.1525910216571669,11.9864,11.8947,830,6424806,46261.653205505754,12839.958412464483,398.72783074829033,Indiana,IN,14.3,5.9,273140.1,5.85,0.0970325018374095,0.1386251973989564,0
IN,2009,Both Sexes,All Ages,All Ages,All Races,14.0319,1.1770138779497972,12.0624,11.9388,896,6459325,52440.59827810377,14129.961174813685,469.88453385782566,Indiana,IN,16.1,10.3,261500.2,6.55,0.1094069426758988,0.1526716800904119,0
IN,2010,Both Sexes,All Ages,All Ages,All Races,14.3781,1.186902680687213,12.4144,12.2966,927,6483802,53761.71139857866,20578.637933052814,8925.695243632132,Indiana,IN,16.3,10.4,280497.0,7.25,0.1253233991204283,0.160866487777701,0
IN,2011,Both Sexes,All Ages,All Ages,All Races,15.3205,1.2127334598047677,13.2674,13.1852,975,6516922,73460.92494557337,18788.282793992377,665.5880318908374,Indiana,IN,15.6,9.1,288942.9,7.25,0.1346668041631985,0.1542482438500993,0
IN,2012,Both Sexes,All Ages,All Ages,All Races,15.981,1.2299632619794294,13.2208,13.1422,1011,6537334,67675.33986233536,19886.79824523911,975.8163742401873,Indiana,IN,15.2,8.3,297816.1,7.25,0.1389944602867398,0.1632838016655085,0
IN,2013,Both Sexes,All Ages,All Ages,All Races,16.5961,1.2454164214410373,13.9127,13.8005,1064,6570902,63356.44536455074,18067.072750038307,329.13413368548186,Indiana,IN,11.6,7.7,308725.4,7.25,0.1409729602587295,0.1660768250949615,0
IN,2014,Both Sexes,All Ages,All Ages,All Races,18.1805,1.282859924232487,14.7574,14.6831,1172,6596855,40747.16888816499,17578.276049989214,266.5574197937502,Indiana,IN,14.6,6.0,325008.3,7.25,0.1353878068030364,0.1663426172234958,0
IN,2015,Both Sexes,All Ages,All Ages,All Races,19.4945,1.3116373273907602,16.304,16.2923,1245,6619680,18746.628149275115,21397.873837159208,272.5598592605685,Indiana,IN,13.5,4.8,329527.7,7.25,0.1258606694154822,0.1742051279412846,0
IN,2016,Both Sexes,All Ages,All Ages,All Races,23.9642,1.3973176532610505,19.6925,19.7851,1526,6633053,36282.7326233354,111559.49639682361,432.58262963948886,Indiana,IN,11.8,4.4,337217.2,7.25,0.1117841449532611,0.1931238001755723,0
IA,2000,Both Sexes,All Ages,All Ages,All Races,2.5473,0.5498979189019072,6.1882,6.1749,73,2926324,2834.772567904306,2676.0802973286623,56.339284371792054,Iowa,IA,8.3,2.6,93189.8,5.15,0.0421028265997329,0.0782371997636107,1
IA,2001,Both Sexes,All Ages,All Ages,All Races,3.0075,0.6028735310261825,6.8057,6.7922,87,2931997,3270.320194734169,3699.4812750490532,56.230275815425465,Iowa,IA,7.4,3.3,94973.4,5.15,0.0431426089453706,0.086340470334724,1
IA,2002,Both Sexes,All Ages,All Ages,All Races,3.1256,0.6154871183986584,8.1766,8.1957,91,2934234,3920.3434354587944,4305.342126769712,71.5819699451373,Iowa,IA,9.2,4.0,99123.2,5.15,0.0479610692262443,0.0923695928818219,1
IA,2003,Both Sexes,All Ages,All Ages,All Races,3.3916,0.6426227764092741,8.8881,8.8765,96,2941999,4560.790469337346,4901.053501377805,86.7469703422741,Iowa,IA,8.9,4.5,105020.4,5.15,0.0522828185869539,0.0989001015975872,1
IA,2004,Both Sexes,All Ages,All Ages,All Races,4.2333,0.7187756314738706,9.366,9.3831,122,2953635,5191.053396916004,5486.428671789167,101.6986696054184,Iowa,IA,10.8,4.5,116834.4,5.15,0.0606638938122009,0.1045684385511412,1
IA,2005,Both Sexes,All Ages,All Ages,All Races,4.8471,0.7669405214201148,10.0884,10.0699,141,2964454,5817.97288809339,6068.881824443894,116.56514150666531,Iowa,IA,11.3,4.3,122256.2,5.15,0.0697248127311133,0.1038970414113357,1
IA,2006,Both Sexes,All Ages,All Ages,All Races,6.5509,0.877998718746933,11.5373,11.4883,187,2982644,7834.933914636108,7067.516089905869,692.2030217035289,Iowa,IA,10.3,3.7,127052.6,5.15,0.0756768156038736,0.1215575844787376,1
IA,2007,Both Sexes,All Ages,All Ages,All Races,6.8812,0.8965923486698323,11.9543,11.8775,203,2999212,9029.95793245946,7610.90690299452,2027.2456734882028,Iowa,IA,8.9,3.7,137179.9,5.15,0.0794705409287506,0.1222057660478819,1
IA,2008,Both Sexes,All Ages,All Ages,All Races,7.1815,0.9128329347228378,11.9864,11.8947,209,3016734,10245.482268470405,7951.3115326162,1123.7064702795474,Iowa,IA,9.5,4.2,137116.2,7.25,0.0855802997546353,0.128193934234838,1
IA,2009,Both Sexes,All Ages,All Ages,All Races,7.1267,0.9099142279145924,12.0624,11.9388,207,3032870,10918.186030772635,7790.397972889538,3736.245952247739,Iowa,IA,10.7,6.4,136819.9,7.25,0.0973025550056547,0.1419233267499101,1
IA,2010,Both Sexes,All Ages,All Ages,All Races,8.5698,0.9809028615172816,12.4144,12.2966,253,3046355,11715.76120847741,8348.025426543525,4093.3291445898135,Iowa,IA,10.3,6.0,142016.7,7.25,0.1115478350370155,0.1511588153057695,1
IA,2011,Both Sexes,All Ages,All Ages,All Races,8.4393,0.9749397890640326,13.2674,13.1852,250,3062309,12775.559824375201,9074.393243884891,2323.6754870495756,Iowa,IA,10.4,5.5,148102.2,7.25,0.1219227116663014,0.1618309278565688,0
IA,2012,Both Sexes,All Ages,All Ages,All Races,8.6605,0.984999604844209,13.2208,13.1422,259,3074186,14439.054974678433,9392.137047979952,2088.7380329748426,Iowa,IA,10.3,5.0,157838.6,7.25,0.132647690812336,0.1695308157168445,0
IA,2013,Both Sexes,All Ages,All Ages,All Races,9.2929,1.0125377534365607,13.9127,13.8005,275,3090416,12862.204760388377,8576.096896389774,6363.759343475119,Iowa,IA,10.8,4.7,161583.0,7.25,0.1359019800859813,0.1732759520943602,0
IA,2014,Both Sexes,All Ages,All Ages,All Races,8.7958,0.9910399095903786,14.7574,14.6831,264,3107126,16931.095441908954,8583.399365190533,1493.9452129440517,Iowa,IA,10.3,4.2,172121.9,7.25,0.1312396481579751,0.1768649396176049,0
IA,2015,Both Sexes,All Ages,All Ages,All Races,10.2763,1.052166621528354,16.304,16.2923,309,3123899,16155.175018481583,8576.758011602582,1854.902689102625,Iowa,IA,10.4,3.8,179459.2,7.25,0.1253536572080385,0.182678727058341,0
IA,2016,Both Sexes,All Ages,All Ages,All Races,10.6239,1.0653518650859906,19.6925,19.7851,314,3134693,18838.339068851077,15423.986331106524,3680.8692352750973,Iowa,IA,9.8,3.6,179939.8,7.25,0.12157773703595,0.1889667497080352,0
KS,2000,Both Sexes,All Ages,All Ages,All Races,3.958,0.6953065224318027,6.1882,6.1749,103,2688418,4224.548786684214,3610.1179206507322,59.539476376069494,Kansas,KS,8.0,3.6,85820.7,2.65,0.0432534513181033,0.0723623175869748,0
KS,2001,Both Sexes,All Ages,All Ages,All Races,5.2579,0.7964286189259966,6.8057,6.7922,138,2702162,5273.211968786476,4893.437921190513,59.23664088237493,Kansas,KS,10.1,4.2,88594.7,2.65,0.0459946516900171,0.0764432332332406,0
KS,2002,Both Sexes,All Ages,All Ages,All Races,6.4487,0.872080483205862,8.1766,8.1957,170,2713535,6598.339896113373,6044.633936912552,79.41753100660209,Kansas,KS,10.1,5.1,91049.7,2.65,0.0517417317263274,0.0793039337985321,0
KS,2003,Both Sexes,All Ages,All Ages,All Races,7.0865,0.9077605908843176,8.8881,8.8765,188,2723004,7917.938974749945,7191.245220352228,99.49948659642071,Kansas,KS,10.8,5.5,94630.2,2.65,0.0590175409217173,0.090460388600237,1
KS,2004,Both Sexes,All Ages,All Ages,All Races,8.4787,0.976748778103798,9.366,9.3831,224,2734373,9221.979865219559,8324.121562786058,119.35926444563343,Kansas,KS,11.4,5.5,98013.9,2.65,0.0619988567763066,0.0948019893408836,1
KS,2005,Both Sexes,All Ages,All Ages,All Races,9.0751,1.0032493654069596,10.0884,10.0699,241,2745299,10516.918557869289,9449.140876822525,139.0770185688335,Kansas,KS,12.5,5.0,103966.3,2.65,0.06475870205759,0.0973216396465375,1
KS,2006,Both Sexes,All Ages,All Ages,All Races,9.4872,1.020659550455771,11.5373,11.4883,257,2762931,13620.640886339832,11389.207336288455,177.1784248702917,Kansas,KS,12.8,4.4,112634.0,2.65,0.0662597075352225,0.0993477578701748,1
KS,2007,Both Sexes,All Ages,All Ages,All Races,9.9794,1.040578607526734,11.9543,11.8775,270,2783785,18070.669555194887,13038.067832353217,195.12581932746244,Kansas,KS,11.7,4.2,122349.1,2.65,0.0655248160328473,0.0942335704804789,1
KS,2008,Both Sexes,All Ages,All Ages,All Races,8.001,0.9542907617011268,11.9864,11.8947,219,2808076,17493.632043174435,13765.022915890882,203.78677376185686,Kansas,KS,12.7,4.6,127824.5,2.65,0.0667962690468491,0.0957474085459225,1
KS,2009,Both Sexes,All Ages,All Ages,All Races,11.0609,1.081379716630826,12.0624,11.9388,304,2832704,14495.6348621874,14314.355868010669,203.78218794949984,Kansas,KS,13.7,6.9,124779.5,2.65,0.0774048400397641,0.1010335001468561,1
KS,2010,Both Sexes,All Ages,All Ages,All Races,9.559,1.023622789879007,12.4144,12.2966,269,2853118,15244.40461432871,15314.705486806224,213.78473056971356,Kansas,KS,14.3,7.1,127970.4,7.25,0.0943639156249234,0.110564028283634,1
KS,2011,Both Sexes,All Ages,All Ages,All Races,10.1164,1.0459641655493153,13.2674,13.1852,280,2871238,16398.368260043542,16804.006668588674,215.07606646892387,Kansas,KS,14.3,6.5,135528.5,7.25,0.104084552448832,0.1178224084900975,0
KS,2012,Both Sexes,All Ages,All Ages,All Races,11.4807,1.0962389441294051,13.2208,13.1422,318,2885905,16882.017381663463,17247.481083150902,232.34451569538842,Kansas,KS,14.0,5.7,140764.1,7.25,0.1056125734033398,0.1219496218187842,0
KS,2013,Both Sexes,All Ages,All Ages,All Races,11.9586,1.1125580844730625,13.9127,13.8005,331,2893957,16348.993846971602,16842.7391350358,207.8826553757364,Kansas,KS,13.2,5.3,143065.8,7.25,0.1095607868694032,0.12411810817873,0
KS,2014,Both Sexes,All Ages,All Ages,All Races,11.733,1.1049307390777403,14.7574,14.6831,332,2904021,15321.072745293026,17684.705796821512,216.57478007803664,Kansas,KS,12.1,4.5,148942.7,7.25,0.1011751523457364,0.1274642946413949,0
KS,2015,Both Sexes,All Ages,All Ages,All Races,11.8357,1.1084195580754508,16.304,16.2923,329,2911641,13453.75322594798,18542.336269970612,224.69958291046186,Kansas,KS,14.2,4.2,154015.6,7.25,0.0941812068431504,0.128425777695581,0
KS,2016,Both Sexes,All Ages,All Ages,All Races,11.089,1.0823903775817156,19.6925,19.7851,313,2907289,12505.966638942948,18284.991250943207,195.5905342518752,Kansas,KS,11.2,4.0,159232.8,7.25,0.0872025433173333,0.1376607609339422,0
KY,2000,Both Sexes,All Ages,All Ages,All Races,5.9132,0.8396791212741515,6.1882,6.1749,241,4041769,9720.04411929529,8091.219958389506,67.46328154825277,Kentucky,KY,12.6,4.2,114099.1,5.15,0.0996485323242334,0.1411612831842561,1
KY,2001,Both Sexes,All Ages,All Ages,All Races,8.4386,0.9749075814416304,6.8057,6.7922,345,4068132,11172.041123542698,8500.539805493037,67.02609453183918,Kentucky,KY,12.6,5.2,117335.8,5.15,0.1014421360958788,0.1494211593920748,1
KY,2002,Both Sexes,All Ages,All Ages,All Races,10.4519,1.058877547030507,8.1766,8.1957,426,4089875,12719.819615513921,8926.482594211315,85.88783275772487,Kentucky,KY,14.2,5.7,122215.8,5.15,0.1100527522234787,0.1517870350560836,1
KY,2003,Both Sexes,All Ages,All Ages,All Races,13.5906,1.164073151477503,8.8881,8.8765,560,4117170,14232.01045864028,9335.314791470842,104.40909653961339,Kentucky,KY,14.4,6.1,127174.2,5.15,0.122092845328223,0.1597206333476635,1
KY,2004,Both Sexes,All Ages,All Ages,All Races,12.7705,1.138949709559658,9.366,9.3831,526,4146101,15718.078442855105,9734.91914451674,122.63799169388298,Kentucky,KY,17.7,5.4,134190.8,5.15,0.1313870549704409,0.1632562737859015,0
KY,2005,Both Sexes,All Ages,All Ages,All Races,15.3455,1.2133982099527727,10.0884,10.0699,638,4182742,17151.876687589145,10110.31471699665,140.35505895415017,Kentucky,KY,14.8,5.9,142708.0,5.15,0.1363404675688818,0.1645360866149526,0
KY,2006,Both Sexes,All Ages,All Ages,All Races,17.3826,1.2644069371804332,11.5373,11.4883,728,4219239,38169.28485406489,20867.103659379358,273.71774434614866,Kentucky,KY,16.8,5.7,151185.8,5.15,0.139622808757693,0.16662364943062,0
KY,2007,Both Sexes,All Ages,All Ages,All Races,16.6969,1.2478971968247938,11.9543,11.8775,708,4256672,44136.50311129692,29796.00217983281,289.87848261275474,Kentucky,KY,15.5,5.4,154542.4,5.15,0.1414302065087467,0.1662390242893979,0
KY,2008,Both Sexes,All Ages,All Ages,All Races,17.9429,1.277446466620087,11.9864,11.8947,764,4289878,98211.39086378038,27972.045940152795,4103.911164477218,Kentucky,KY,17.1,6.4,158209.2,5.85,0.1476018665332673,0.16804021000131,1
KY,2009,Both Sexes,All Ages,All Ages,All Races,17.9621,1.277886432575274,12.0624,11.9388,769,4317074,77675.93252586656,34077.06869971256,4982.845308250982,Kentucky,KY,17.0,10.3,156038.5,6.55,0.1625538501308988,0.1774530619581689,1
KY,2010,Both Sexes,All Ages,All Ages,All Races,23.5709,1.390421064411509,12.4144,12.2966,1007,4339367,62991.43639743551,310261.8221620411,6766.893532415213,Kentucky,KY,17.7,10.2,164820.3,7.25,0.1789516121798977,0.1825641572878406,1
KY,2011,Both Sexes,All Ages,All Ages,All Races,25.0026,1.4150167752476803,13.2674,13.1852,1058,4369356,82693.96335480883,513551.92591558874,5520.831147005874,Kentucky,KY,16.0,9.4,170004.7,7.25,0.1884452475284457,0.1855622919108128,1
KY,2012,Both Sexes,All Ages,All Ages,All Races,24.9647,1.4143833090571196,13.2208,13.1422,1078,4380415,62930.88592275065,540024.0881307467,4522.773170604658,Kentucky,KY,17.9,8.2,176323.1,7.25,0.1936116454789476,0.1847467117277114,1
KY,2013,Both Sexes,All Ages,All Ages,All Races,23.6849,1.392431372206303,13.9127,13.8005,1019,4395295,57829.99286313997,174646.8482609238,4669.987078541031,Kentucky,KY,20.0,8.0,182470.7,7.25,0.1980717652149689,0.1821026326896134,1
KY,2014,Both Sexes,All Ages,All Ages,All Races,24.7459,1.4107080780704937,14.7574,14.6831,1077,4413457,57651.90362551519,126629.28041920663,3236.649950778811,Kentucky,KY,20.0,6.5,186419.0,7.25,0.1875873430034643,0.2511736158604587,1
KY,2015,Both Sexes,All Ages,All Ages,All Races,29.9067,1.4900526366291555,16.304,16.2923,1273,4425092,50561.96367889567,152733.68509925005,3576.544834417251,Kentucky,KY,19.5,5.3,192819.3,7.25,0.1737202897846712,0.2900630279061613,1
KY,2016,Both Sexes,All Ages,All Ages,All Races,33.5499,1.5384467947055562,19.6925,19.7851,1419,4436974,46663.69837274719,157559.52769527034,4222.6772430446745,Kentucky,KY,15.2,5.1,195840.2,7.25,0.1501209278934482,0.2965754896937529,0
LA,2000,Both Sexes,All Ages,All Ages,All Races,5.6417,0.8222792549891003,6.1882,6.1749,248,4468976,8494.592721017074,5160.896590180838,56.64295355356574,Louisiana,LA,17.2,5.3,132709.5,5.15,0.1117763538194743,0.1477759378874904,0
LA,2001,Both Sexes,All Ages,All Ages,All Races,5.97,0.8432327780980095,6.8057,6.7922,265,4477875,9569.807330486,6667.681880356196,56.53038550651816,Louisiana,LA,16.2,5.7,137847.7,5.15,0.1157656254361722,0.1643572006811266,0
LA,2002,Both Sexes,All Ages,All Ages,All Races,8.2523,0.9662497060519204,8.1766,8.1957,365,4497267,11583.236997047317,7474.187990172698,72.64133972921776,Louisiana,LA,17.5,6.1,139566.7,5.15,0.1308479127434506,0.1840600080004144,0
LA,2003,Both Sexes,All Ages,All Ages,All Races,12.1353,1.1184399961823646,8.8881,8.8765,536,4521042,13566.21283323623,8265.747586507712,88.52804287153272,Louisiana,LA,17.0,6.4,154449.3,5.15,0.1449444619182923,0.1997904465386519,0
LA,2004,Both Sexes,All Ages,All Ages,All Races,12.1211,1.1179702453982296,9.366,9.3831,539,4552238,15503.127582520949,9034.273910986201,104.07858727948759,Louisiana,LA,16.7,5.9,169836.2,5.15,0.1550226503974528,0.2103484044551273,1
LA,2005,Both Sexes,All Ages,All Ages,All Races,14.7302,1.1967342444506357,10.0884,10.0699,661,4576628,17439.57232267949,9806.901063403011,119.59503809354835,Louisiana,LA,18.3,7.2,197783.5,5.15,0.1765264732025412,0.2193647812319463,1
LA,2006,Both Sexes,All Ages,All Ages,All Races,16.5314,1.243816598808974,11.5373,11.4883,705,4302665,36038.33922497017,22123.234016713875,302.593325433981,Louisiana,LA,17.0,4.5,205888.0,5.15,0.1928762755176152,0.2349653063856935,1
LA,2007,Both Sexes,All Ages,All Ages,All Races,18.8327,1.2973818425603036,11.9543,11.8775,808,4375581,33724.57036653377,24462.384182681042,304.64499145068964,Louisiana,LA,16.1,4.3,206602.3,5.15,0.1486332900705072,0.224204739896256,1
LA,2008,Both Sexes,All Ages,All Ages,All Races,14.8777,1.2007875919416948,11.9864,11.8947,647,4435586,37346.25006262541,25552.032458958885,356.6539161103854,Louisiana,LA,18.2,4.9,215289.0,5.85,0.1782702443375013,0.2364413631028684,0
LA,2009,Both Sexes,All Ages,All Ages,All Races,13.1386,1.1504064078784004,12.0624,11.9388,584,4491648,36020.256223634846,29340.12423524976,302.79464531134226,Louisiana,LA,14.3,6.8,207119.8,6.55,0.161129723433359,0.2455570872873386,0
LA,2010,Both Sexes,All Ages,All Ages,All Races,13.1747,1.1515138760500727,12.4144,12.2966,591,4533372,36957.04876252686,30905.89561656623,332.51321048890316,Louisiana,LA,21.6,8.0,226161.8,7.25,0.1817388457161265,0.2583896427618949,0
LA,2011,Both Sexes,All Ages,All Ages,All Races,13.4834,1.1608705251144238,13.2674,13.1852,601,4574836,40999.165103925254,35592.05687992197,302.4165887847346,Louisiana,LA,21.1,7.8,229215.1,7.25,0.1933110777216227,0.2624544187952465,0
LA,2012,Both Sexes,All Ages,All Ages,All Races,12.3286,1.124784534694765,13.2208,13.1422,566,4601893,41691.39356023595,34239.357511242655,316.3737508161098,Louisiana,LA,21.1,7.1,233481.2,7.25,0.2062082207846516,0.2704954518306132,0
LA,2013,Both Sexes,All Ages,All Ages,All Races,17.7718,1.2735059184704012,13.9127,13.8005,809,4625470,40128.39222775722,39218.662642917414,299.94193127195723,Louisiana,LA,19.2,6.7,228688.3,7.25,0.2032855828715023,0.2695873545553956,0
LA,2014,Both Sexes,All Ages,All Ages,All Races,16.8583,1.2518401143644564,14.7574,14.6831,777,4649676,39296.63183461454,34847.92787491131,324.91848195252743,Louisiana,LA,23.1,6.4,237717.1,7.25,0.1889185064727424,0.2723683159371001,0
LA,2015,Both Sexes,All Ages,All Ages,All Races,19.0385,1.3018652089065663,16.304,16.2923,861,4670724,28402.221739402023,37684.32036363592,302.42623323538277,Louisiana,LA,18.6,6.3,231751.8,7.25,0.1843099992753977,0.3032760597415271,0
LA,2016,Both Sexes,All Ages,All Ages,All Races,21.8107,1.3581386128291568,19.6925,19.7851,996,4681666,29892.54275469596,37115.60629373069,273.4709353832589,Louisiana,LA,20.2,6.1,223409.5,7.25,0.1981918007924098,0.3124210823330237,1
ME,2000,Both Sexes,All Ages,All Ages,All Races,4.7782,0.7617925699403599,6.1882,6.1749,61,1274923,3297.843869786646,10024.213226994885,106.50054944494687,Maine,ME,10.1,3.4,36840.9,5.15,0.0795554205244496,0.1300780222258416,0
ME,2001,Both Sexes,All Ages,All Ages,All Races,6.4893,0.8744412275333634,6.8057,6.7922,85,1285692,3639.6539762244765,11056.255308425347,105.6084972139517,Maine,ME,10.3,3.8,38499.2,5.15,0.0811881850396517,0.1774180752466376,0
ME,2002,Both Sexes,All Ages,All Ages,All Races,10.9383,1.076942488168282,8.1766,8.1957,139,1295960,4433.171934318961,12424.804392110867,112.602819531467,Maine,ME,13.4,4.3,40185.5,5.75,0.0857642211179357,0.2372681255594308,0
ME,2003,Both Sexes,All Ages,All Ages,All Races,10.2809,1.052343749420508,8.8881,8.8765,133,1306513,5213.077099118034,13768.833528636915,119.46111519747605,Maine,ME,11.6,5.0,41842.2,6.25,0.1014777503170653,0.1842622308388818,1
ME,2004,Both Sexes,All Ages,All Ages,All Races,10.9506,1.0773897103174357,9.366,9.3831,140,1313688,5995.862411775094,15130.13021356669,126.53404004603834,Maine,ME,11.6,4.6,44525.7,6.35,0.1080385905938091,0.1964324862524435,1
ME,2005,Both Sexes,All Ages,All Ages,All Races,12.4256,1.1279337037471144,10.0884,10.0699,163,1318787,6780.800841985855,16502.57471449142,133.7403234942413,Maine,ME,12.6,4.9,45869.8,6.5,0.1159474577774879,0.2044712300015089,1
ME,2006,Both Sexes,All Ages,All Ages,All Races,12.0255,1.11479440322478,11.5373,11.4883,159,1323619,8128.7754063820485,20982.715946438817,157.70691487943282,Maine,ME,10.2,4.6,47929.5,6.75,0.1211028249065629,0.2080727157890601,1
ME,2007,Both Sexes,All Ages,All Ages,All Races,12.3619,1.1258682171848795,11.9543,11.8775,159,1327040,8708.75536157124,23718.535293360033,164.06164907531044,Maine,ME,10.9,4.7,49163.3,6.75,0.1225298408488063,0.2303088075717386,1
ME,2008,Both Sexes,All Ages,All Ages,All Races,12.3241,1.124637883497165,11.9864,11.8947,162,1330509,9013.809957944515,25246.67324465983,174.6374836736918,Maine,ME,12.0,5.5,49978.5,7.0,0.1300547384497211,0.2250296690965638,1
ME,2009,Both Sexes,All Ages,All Ages,All Races,12.745,1.1381447441794872,12.0624,11.9388,173,1329590,9224.062582228733,26762.519173097793,177.71032315375416,Maine,ME,11.4,8.1,50567.9,7.25,0.1513609458554893,0.2360058363856527,1
ME,2010,Both Sexes,All Ages,All Ages,All Races,10.4221,1.0577459580751265,12.4144,12.2966,135,1328361,9594.292341704928,29256.77081543391,201.88643701328175,Maine,ME,12.5,8.1,51724.3,7.5,0.1730385521858893,0.2519589433493845,1
ME,2011,Both Sexes,All Ages,All Ages,All Races,11.7773,1.1064390917735345,13.2674,13.1852,156,1328188,10037.317710451232,29980.368179273115,199.50956356329075,Maine,ME,13.4,7.9,51867.1,7.5,0.186664147125163,0.2622684606605214,0
ME,2012,Both Sexes,All Ages,All Ages,All Races,11.4743,1.096016184382251,13.2208,13.1422,150,1329192,9999.963736354342,29122.773453242644,199.28364687667394,Maine,ME,12.8,7.5,52866.6,7.5,0.1904454900058671,0.252149346741692,0
ME,2013,Both Sexes,All Ages,All Ages,All Races,13.2438,1.153625867030707,13.9127,13.8005,174,1328302,9155.829794456682,27140.401830854884,187.0096415385959,Maine,ME,12.3,6.6,53670.7,7.5,0.1875879606237608,0.2076040147318278,0
