state,year,sex,age_group,age_group_detail,race,death_rate,death_rate_log,us_crude_rate,us_age_adjusted_rate,deaths,population,hydro_gms,oxy_gms,fent_gms,state_name,state_abbr,poverty_rate,unempl_rate,gsp,min_wage,snap_rate,medicaid_rate,gov_dem
MO,2015,Both Sexes,All Ages,All Ages,All Races,17.8941,1.2763262095982155,16.304,16.2923,1066,6083672,278174.85767951276,401340.65822388337,20892.50556241214,Missouri,MO,9.8,5.0,293938.3,7.65,0.1391031559528648,0.1490479158171012,1
MO,2016,Both Sexes,All Ages,All Ages,All Races,23.6436,1.3917041509734012,19.6925,19.7851,1371,6093000,308271.74988940096,420969.124969057,6233.565610851485,Missouri,MO,13.0,4.6,297752.6,7.65,0.1331808806606063,0.1605556637071463,1
MT,2000,Both Sexes,All Ages,All Ages,All Races,4.5396,0.7434784065940501,6.1882,6.1749,41,902195,55307.415802570395,5905.931644489273,64.61685112420264,Montana,MT,14.1,5.0,21878.4,5.15,0.0657974956100702,0.0775227850356228,0
MT,2001,Both Sexes,All Ages,All Ages,All Races,6.2322,0.8592704276574848,6.8057,6.7922,56,906961,5179.255778363127,8123.224703157027,64.27729527510004,Montana,MT,13.3,4.5,22793.3,5.15,0.0683127499418387,0.0829980561457438,0
MT,2002,Both Sexes,All Ages,All Ages,All Races,8.6633,0.9851254625489916,8.1766,8.1957,78,911667,6196.9778987283735,9528.706753672119,84.84567281693863,Montana,MT,13.5,4.4,23868.0,5.15,0.069484800919634,0.0867487799821645,0
MT,2003,Both Sexes,All Ages,All Ages,All Races,10.5536,1.0627173276506172,8.8881,8.8765,93,919630,7178.73220751824,10881.079347128736,104.83020345138806,Montana,MT,15.1,4.7,25647.4,5.15,0.0775529288953165,0.0893728999706403,0
MT,2004,Both Sexes,All Ages,All Ages,All Races,10.9153,1.0761049813618182,9.366,9.3831,98,930009,8122.4748900279465,12178.512788585916,124.14826093080818,Montana,MT,14.1,4.8,27894.9,5.15,0.0833088712044722,0.0918421219579595,0
MT,2005,Both Sexes,All Ages,All Ages,All Races,10.1205,1.0461243144366132,10.0884,10.0699,96,940102,9048.137329779109,13451.3978270443,143.0834100980532,Montana,MT,13.8,4.4,30528.0,5.15,0.0860225805284958,0.091747491229675,1
MT,2006,Both Sexes,All Ages,All Ages,All Races,10.2454,1.0509749079444517,11.5373,11.4883,97,952692,10195.79414988758,15393.349322940994,166.5512890361208,Montana,MT,13.5,3.5,32967.0,5.15,0.0856173873612878,0.0882940131752969,1
MT,2007,Both Sexes,All Ages,All Ages,All Races,12.7584,1.138567931604895,11.9543,11.8775,125,964706,9833.06954981186,16999.84473687631,183.11217495454574,Montana,MT,13.0,3.6,36090.7,6.15,0.0828946850128432,0.0846382213855827,1
MT,2008,Both Sexes,All Ages,All Ages,All Races,14.0723,1.178179529759307,11.9864,11.8947,134,976415,10459.577285084826,18542.39712817818,193.1385220418572,Montana,MT,12.9,5.1,36814.5,6.25,0.0823492060240778,0.083443003231208,1
MT,2009,Both Sexes,All Ages,All Ages,All Races,14.6404,1.194247855857547,12.0624,11.9388,142,983982,11149.342781015812,18760.64890653436,195.55814809620503,Montana,MT,13.5,6.8,36031.8,6.9,0.0939580195572683,0.0874822913427278,1
MT,2010,Both Sexes,All Ages,All Ages,All Races,12.8808,1.1424144967797407,12.4144,12.2966,118,989415,12764.400206940769,19241.919150913116,201.61588738790093,Montana,MT,14.0,7.3,38103.2,7.25,0.1146364630154325,0.1086315997726852,1
MT,2011,Both Sexes,All Ages,All Ages,All Races,14.3899,1.1872357978958523,13.2674,13.1852,141,998199,13747.882377759443,19338.521072691718,197.31389580544558,Montana,MT,16.5,6.9,40616.4,7.35,0.124577365649403,0.1138836637535144,1
MT,2012,Both Sexes,All Ages,All Ages,All Races,11.9145,1.1110775966150694,13.2208,13.1422,118,1005141,13964.215941014447,20361.437781570847,200.1005888069435,Montana,MT,13.4,6.0,42041.6,7.65,0.1253992812191479,0.1154940858731419,1
MT,2013,Both Sexes,All Ages,All Ages,All Races,14.4557,1.189088679360689,13.9127,13.8005,137,1015165,13298.931775216344,19997.188940403383,185.21472915831416,Montana,MT,14.5,5.4,43136.8,7.8,0.126810228706679,0.1191828084718455,1
MT,2014,Both Sexes,All Ages,All Ages,All Races,12.3826,1.1265404972851296,14.7574,14.6831,125,1023579,12672.593397776627,19903.08034246531,179.20179152170962,Montana,MT,12.0,4.7,44608.4,7.9,0.1222328889515192,0.1456272770775901,1
MT,2015,Both Sexes,All Ages,All Ages,All Races,13.8332,1.1712348524731002,16.304,16.2923,138,1032949,11864.549971589111,19661.23678305734,172.12851084613084,Montana,MT,11.9,4.2,46269.3,8.05,0.1155598146485843,0.1270753778597249,1
MT,2016,Both Sexes,All Ages,All Ages,All Races,11.6662,1.10264634127938,19.6925,19.7851,119,1042520,11048.392368527511,17728.305542588343,156.65177229213828,Montana,MT,11.7,4.1,45680.3,8.05,0.1120478374112151,0.2002105952871618,1
NE,2000,Both Sexes,All Ages,All Ages,All Races,2.7515,0.5742049507861838,6.1882,6.1749,46,1711263,3396.1080208010108,3555.2939554001928,74.6308428336264,Nebraska,NE,8.6,2.8,56541.1,5.15,0.0480878972120759,0.1098703481112368,0
NE,2001,Both Sexes,All Ages,All Ages,All Races,3.9472,0.6943594679022121,6.8057,6.7922,66,1719836,3933.005240034515,4554.574971101895,74.25882467863217,Nebraska,NE,9.4,3.1,59598.4,5.15,0.0468951690742605,0.1173588644498661,0
NE,2002,Both Sexes,All Ages,All Ages,All Races,3.9426,0.6939554648362611,8.1766,8.1957,66,1728292,4450.533966482516,5317.132897681642,86.66822504530485,Nebraska,NE,10.6,3.6,61622.3,5.15,0.0511829019633256,0.1252728126960027,0
NE,2003,Both Sexes,All Ages,All Ages,All Races,3.2198,0.6252918677970498,8.8881,8.8765,55,1738643,4957.613782702947,6065.646886681165,98.84892988382319,Nebraska,NE,9.8,3.9,66402.1,5.15,0.0570807232997228,0.1127108900447072,0
NE,2004,Both Sexes,All Ages,All Ages,All Races,3.5566,0.6586409058224257,9.366,9.3831,59,1749370,5457.518278008654,6803.838381817453,110.86162447052368,Nebraska,NE,9.4,3.9,70320.2,5.15,0.0651091535810034,0.1166042632490553,0
NE,2005,Both Sexes,All Ages,All Ages,All Races,5.023,0.7798128631705804,10.0884,10.0699,86,1761497,5946.5993981255715,7527.044894200785,122.63035361399992,Nebraska,NE,9.5,3.8,74120.0,5.15,0.0666563723923458,0.1152956831604027,0
NE,2006,Both Sexes,All Ages,All Ages,All Races,5.376,0.8045483083880559,11.5373,11.4883,91,1772693,24049.824481863863,457879.7579668345,665.815559962103,Nebraska,NE,10.2,3.1,78283.1,5.15,0.0675147924654748,0.1161069626833298,0
NE,2007,Both Sexes,All Ages,All Ages,All Races,4.7707,0.7612284973322034,11.9543,11.8775,80,1783440,18007.17145155688,288425.3929046637,1082.8140477697596,Nebraska,NE,9.9,3.0,83299.6,5.15,0.0676411878168034,0.1157241062216839,0
NE,2008,Both Sexes,All Ages,All Ages,All Races,5.4608,0.8102862972635453,11.9864,11.8947,94,1796378,19461.776806561258,327451.13762829243,559.6246218198507,Nebraska,NE,10.6,3.3,85661.3,5.85,0.0672514359449959,0.1157657241404648,0
NE,2009,Both Sexes,All Ages,All Ages,All Races,5.9086,0.8393900482604322,12.0624,11.9388,106,1812683,19251.28455040633,438330.95706993254,664.4774583135054,Nebraska,NE,9.9,4.6,87107.4,6.55,0.0737155917499088,0.1207734612174329,0
NE,2010,Both Sexes,All Ages,All Ages,All Races,6.674,0.8850217948622976,12.4144,12.2966,117,1826341,17207.194251503744,411547.39559320646,339.47539917123913,Nebraska,NE,10.2,4.6,91785.5,7.25,0.0889933108942019,0.1238342710907975,0
NE,2011,Both Sexes,All Ages,All Ages,All Races,7.125,0.909823369650912,13.2674,13.1852,129,1842641,17823.067689921587,501472.0046032868,296.91957703806656,Nebraska,NE,10.2,4.4,99954.2,7.25,0.094641522226665,0.1269150614558161,0
NE,2012,Both Sexes,All Ages,All Ages,All Races,7.9099,0.9498728297729124,13.2208,13.1422,146,1855525,15580.847838680698,26790.866945218146,280.49804787895613,Nebraska,NE,12.2,4.0,102605.3,7.25,0.095005062151197,0.1311231892464427,0
NE,2013,Both Sexes,All Ages,All Ages,All Races,6.471,0.8733787364091411,13.9127,13.8005,117,1868516,16979.337021633208,35508.95421310773,570.9396035313586,Nebraska,NE,11.0,3.8,106516.8,7.25,0.0963451937753011,0.1138167534186574,0
NE,2014,Both Sexes,All Ages,All Ages,All Races,7.1853,0.9130346013969448,14.7574,14.6831,125,1881503,16654.06496682854,19854.66767367137,268.6584657052367,Nebraska,NE,11.8,3.3,111386.8,7.25,0.0923365406974114,0.1233397594131071,0
NE,2015,Both Sexes,All Ages,All Ages,All Races,6.9455,0.9001212319912789,16.304,16.2923,126,1896190,18027.612274097322,20687.734758115457,275.6602665555667,Nebraska,NE,10.3,3.0,115663.9,8.0,0.0920501950269579,0.1246951134075019,0
NE,2016,Both Sexes,All Ages,All Ages,All Races,6.4436,0.8717830272125913,19.6925,19.7851,120,1907116,15073.01108418911,16943.99257609685,224.2054498847999,Nebraska,NE,9.6,3.1,116879.2,9.0,0.0922803964702227,0.1237909421415437,0
NV,2000,Both Sexes,All Ages,All Ages,All Races,13.6831,1.166817756585661,6.1882,6.1749,273,1998257,9352.93258074412,7231.6543867980945,70.15964412985917,Nevada,NV,8.8,4.2,76654.2,5.15,0.0301697939458305,0.0498157019647394,0
NV,2001,Both Sexes,All Ages,All Ages,All Races,12.2689,1.1228349210760895,6.8057,6.7922,261,2098399,11441.33074787016,11051.368209763728,66.81141193833966,Nevada,NV,7.1,5.2,80380.2,5.15,0.0332753685071332,0.0517380155061072,0
NV,2002,Both Sexes,All Ages,All Ages,All Races,14.75,1.1972805581256194,8.1766,8.1957,323,2173791,13441.113244097525,12779.719968479028,81.27920301445722,Nevada,NV,8.9,5.6,84786.0,5.15,0.0446386060113414,0.0654984770845035,0
NV,2003,Both Sexes,All Ages,All Ages,All Races,15.1916,1.2092897664085611,8.8881,8.8765,342,2248850,15309.097983413747,14394.335104609021,94.79111545901239,Nevada,NV,10.9,5.1,90367.5,5.15,0.0495150854881383,0.0754558996820597,0
NV,2004,Both Sexes,All Ages,All Ages,All Races,16.031,1.2312401489450753,9.366,9.3831,380,2346222,16894.20651583695,15753.39449975322,106.40851547722252,Nevada,NV,10.9,4.3,103445.9,5.15,0.0512632649425331,0.0796851278353028,0
NV,2005,Both Sexes,All Ages,All Ages,All Races,18.6618,1.2936232741412537,10.0884,10.0699,457,2432143,18439.39809460217,17084.20146348303,117.65138809683476,Nevada,NV,10.6,4.1,117056.1,5.15,0.0500410543294534,0.0721639311504298,0
NV,2006,Both Sexes,All Ages,All Ages,All Races,17.971,1.2780902240376046,11.5373,11.4883,461,2522658,25871.43562897361,20774.70460345572,150.34651564758283,Nevada,NV,9.5,4.0,127008.3,6.15,0.0467443466375545,0.0691750526627073,0
NV,2007,Both Sexes,All Ages,All Ages,All Races,18.8504,1.2977692625370425,11.9543,11.8775,499,2601072,27023.763406686092,24155.459276710408,154.0858520516541,Nevada,NV,9.7,4.5,131492.6,6.15,0.0469898564899395,0.0672857191188863,0
NV,2008,Both Sexes,All Ages,All Ages,All Races,19.1846,1.3050201473795242,11.9864,11.8947,519,2653630,26955.38038668247,26878.775082067586,169.74039074701446,Nevada,NV,10.8,6.7,129095.5,6.33,0.0544514495238597,0.0714481672275336,0
NV,2009,Both Sexes,All Ages,All Ages,All Races,20.0629,1.3235181658661312,12.0624,11.9388,550,2684665,29116.04109031436,29003.85321046492,161.9425938907834,Nevada,NV,13.0,11.3,120987.7,6.85,0.0745180497380492,0.0809322578422261,0
NV,2010,Both Sexes,All Ages,All Ages,All Races,20.7343,1.3371456573617826,12.4144,12.2966,578,2700551,31996.118687880327,34409.86879390191,172.9660763362736,Nevada,NV,16.4,13.5,123652.3,7.55,0.1029101855569391,0.0980596912749939,0
NV,2011,Both Sexes,All Ages,All Ages,All Races,22.839,1.3772880336357036,13.2674,13.1852,639,2723322,33040.93200340962,37937.84047600174,177.3963158607759,Nevada,NV,15.5,13.0,126675.6,8.25,0.1227394543504145,0.1084523708588764,0
NV,2012,Both Sexes,All Ages,All Ages,All Races,20.962,1.3416718872085176,13.2208,13.1422,602,2758931,29824.167907204675,38232.04974811596,169.74382067887888,Nevada,NV,15.8,11.2,127789.1,8.25,0.1293368321236619,0.1113175820956007,0
NV,2013,Both Sexes,All Ages,All Ages,All Races,21.1188,1.3447615617142628,13.9127,13.8005,614,2790136,25559.551594454788,30781.694798482546,179.19813790947825,Nevada,NV,17.4,9.6,130686.6,8.25,0.1300277620795613,0.1129334971199256,0
NV,2014,Both Sexes,All Ages,All Ages,All Races,18.4096,1.2880165853840986,14.7574,14.6831,545,2839099,21120.640012562577,28498.43327808604,182.10828864016366,Nevada,NV,17.0,7.9,134518.4,8.25,0.1361506912906885,0.1826738661029774,0
NV,2015,Both Sexes,All Ages,All Ages,All Races,20.3662,1.3297272893246694,16.304,16.2923,619,2890845,22435.060818426893,28103.959566748166,150.94262517014923,Nevada,NV,13.0,6.7,143554.0,8.25,0.1466418248522204,0.1838319545689671,0
NV,2016,Both Sexes,All Ages,All Ages,All Races,21.6704,1.355459182952287,19.6925,19.7851,665,2940058,14792.519743369414,27092.96624571903,152.65612367062147,Nevada,NV,10.1,5.7,150287.3,8.25,0.1507360766502728,0.2027157596939637,0
NH,2000,Both Sexes,All Ages,All Ages,All Races,3.4259,0.6460015971333054,6.1882,6.1749,45,1235786,2408.2850914316878,9926.499410092038,65.25077966573501,New Hampshire,NH,4.5,2.7,45222.8,5.15,0.0292495576191927,0.0661603281602604,1
NH,2001,Both Sexes,All Ages,All Ages,All Races,6.0784,0.8499351009525666,6.8057,6.7922,79,1255517,2442.522084527728,11211.631543021718,64.22533506117401,New Hampshire,NH,6.5,3.4,46625.8,5.15,0.0283182147274788,0.0661966345338215,1
NH,2002,Both Sexes,All Ages,All Ages,All Races,8.6655,0.9852243251648096,8.1766,8.1957,111,1269089,2760.811101506671,12037.372871406182,80.09564341035184,New Hampshire,NH,5.8,4.5,48691.9,5.15,0.0323484010971649,0.0691890009290128,1
NH,2003,Both Sexes,All Ages,All Ages,All Races,9.5299,1.0224242468118483,8.8881,8.8765,127,1279840,3079.1364545568194,12873.953775471935,95.84088636079508,New Hampshire,NH,5.8,4.3,51378.2,5.15,0.0349910926365795,0.0784824665583198,0
NH,2004,Both Sexes,All Ages,All Ages,All Races,9.5546,1.0234417789904764,9.366,9.3831,124,1290121,3393.394107994521,13701.58651785375,111.36436039720304,New Hampshire,NH,5.4,3.8,54125.9,5.15,0.0375538418489428,0.0813675616473183,0
NH,2005,Both Sexes,All Ages,All Ages,All Races,10.6508,1.0663557471351666,10.0884,10.0699,142,1298492,3708.129122089316,14537.485021085997,126.82865970679833,New Hampshire,NH,5.6,3.6,56346.8,5.15,0.040285192361601,0.0835161094561999,1
NH,2006,Both Sexes,All Ages,All Ages,All Races,11.2345,1.0875862252874744,11.5373,11.4883,149,1308389,4525.662041248665,19621.910066804827,175.16591761257547,New Hampshire,NH,5.4,3.4,59395.5,5.15,0.0430590596527485,0.0853637564974942,1
NH,2007,Both Sexes,All Ages,All Ages,All Races,13.8113,1.170593178578521,11.9543,11.8775,186,1312540,5797.090515677083,28056.500569646792,226.40902816653207,New Hampshire,NH,5.8,3.5,60711.2,5.15,0.0450279610526155,0.0849924573727276,1
NH,2008,Both Sexes,All Ages,All Ages,All Races,9.3666,1.015636341407636,11.9864,11.8947,126,1315906,6189.748430618372,32443.76538690378,253.6853972128708,New Hampshire,NH,7.0,3.9,60865.3,6.5,0.0483188008869934,0.0891522646754403,1
NH,2009,Both Sexes,All Ages,All Ages,All Races,12.4778,1.1296190074934045,12.0624,11.9388,168,1316102,6694.225866439607,37524.30274942648,265.6207638028815,New Hampshire,NH,7.8,6.2,61908.9,7.25,0.0599816731529927,0.0974324178521117,1
NH,2010,Both Sexes,All Ages,All Ages,All Races,11.8137,1.107674551880772,12.4144,12.2966,160,1316470,6303.4226220709925,38294.67924998428,272.97936846977143,New Hampshire,NH,6.6,5.8,64170.7,7.25,0.0792664126091123,0.1028948283744518,1
NH,2011,Both Sexes,All Ages,All Ages,All Races,15.3496,1.213507131924881,13.2674,13.1852,210,1318194,6447.9770523265925,37785.32088289546,259.2495821366961,New Hampshire,NH,7.6,5.4,65449.6,7.25,0.0859012484453136,0.1052952502723068,1
NH,2012,Both Sexes,All Ages,All Ages,All Races,13.3933,1.1581603775004468,13.2208,13.1422,173,1320718,6490.5538368130065,38109.3178813425,254.42213095573774,New Hampshire,NH,8.1,5.5,67635.7,7.25,0.0882734923336696,0.1055464601368944,1
NH,2013,Both Sexes,All Ages,All Ages,All Races,15.0864,1.2064588635479812,13.9127,13.8005,203,1323459,6004.884863561243,37718.29515841473,248.1740377359631,New Hampshire,NH,9.0,5.1,69495.5,7.25,0.0884312436398612,0.1046266381832956,1
NH,2014,Both Sexes,All Ages,All Ages,All Races,26.2125,1.4347684420491509,14.7574,14.6831,334,1326813,5837.483918667891,37067.41986518869,238.87347017808838,New Hampshire,NH,7.2,4.3,72304.4,7.25,0.0837752682922073,0.1043281501131368,1
NH,2015,Both Sexes,All Ages,All Ages,All Races,34.3196,1.5480157764803768,16.304,16.2923,422,1330608,5279.069559032938,37139.90803278705,223.2368607549331,New Hampshire,NH,7.3,3.4,75832.0,7.25,0.0795422855539342,0.1358416582482134,1
NH,2016,Both Sexes,All Ages,All Ages,All Races,38.9902,1.6019535761435038,19.6925,19.7851,481,1334795,4085.9279265640794,28676.73690887732,185.91887120471682,New Hampshire,NH,6.4,2.9,78509.0,7.25,0.0733543071741412,0.1413439697476061,1
NJ,2000,Both Sexes,All Ages,All Ages,All Races,7.5388,0.931396841415386,6.1882,6.1749,643,8414350,2435.435654566306,6372.92850903516,70.84195451817432,New Jersey,NJ,7.3,3.7,361845.3,5.15,0.040883939629121,0.0817384626826422,0
NJ,2001,Both Sexes,All Ages,All Ages,All Races,8.1382,0.96086065885712,6.8057,6.7922,705,8492671,2468.6831739979098,7794.038765895911,70.18863676692527,New Jersey,NJ,8.1,4.3,373600.0,5.15,0.037394478132969,0.0917373344616787,0
NJ,2002,Both Sexes,All Ages,All Ages,All Races,9.3301,1.0141045257052916,8.1766,8.1957,813,8552643,2652.238319780213,9481.883290346621,90.32830553081662,New Jersey,NJ,7.9,5.8,388278.1,5.15,0.0373918331444443,0.0958176320466082,1
NJ,2003,Both Sexes,All Ages,All Ages,All Races,8.2881,0.967926882571861,8.8881,8.8765,721,8601402,2836.9306538631727,11160.752456401877,110.33114136509373,New Jersey,NJ,8.6,5.8,404967.3,5.15,0.0394176437748171,0.0940637351910769,1
NJ,2004,Both Sexes,All Ages,All Ages,All Races,6.7748,0.8906892259929515,9.366,9.3831,590,8634561,3024.99623316113,12843.85786955469,130.34354033748792,New Jersey,NJ,8.0,4.8,422633.4,5.15,0.0426999125954405,0.0952332145201128,1
NJ,2005,Both Sexes,All Ages,All Ages,All Races,9.4132,1.0175842097011918,10.0884,10.0699,823,8651974,3217.467828729027,14540.500237286891,150.47618034913188,New Jersey,NJ,6.8,4.5,440493.8,6.15,0.0453556610318061,0.0958072689538826,1
NJ,2006,Both Sexes,All Ages,All Ages,All Races,9.6644,1.0279364262158948,11.5373,11.4883,847,8661679,204017.53045212242,225502.12569014824,31151.104510689755,New Jersey,NJ,8.8,4.7,464317.7,7.15,0.0468346841299475,0.1018532319195851,1
NJ,2007,Both Sexes,All Ages,All Ages,All Races,8.3715,0.9718091095201444,11.9543,11.8775,727,8677885,38055.1562191999,324205.1656809288,25041.078904922153,New Jersey,NJ,8.7,4.3,480445.0,7.15,0.0477654405422519,0.1040493161640192,1
NJ,2008,Both Sexes,All Ages,All Ages,All Races,7.9673,0.952661699274406,11.9864,11.8947,702,8711090,41991.99845398594,365721.51944725524,13136.473656200682,New Jersey,NJ,9.2,5.3,494855.4,7.15,0.0502646626311977,0.1075057197204942,1
NJ,2009,Both Sexes,All Ages,All Ages,All Races,2.9967,0.6017015505032133,12.0624,11.9388,263,8755602,67427.91006936289,319021.0621393482,9053.5008297977,New Jersey,NJ,9.3,9.1,486209.5,7.15,0.0570895068094689,0.1146798358353885,1
NJ,2010,Both Sexes,All Ages,All Ages,All Races,9.7672,1.0321027801179787,12.4144,12.2966,868,8791894,91389.64361871193,429554.6718881731,6781.13359080064,New Jersey,NJ,10.7,9.5,494977.8,7.25,0.0706887683610991,0.1230424051695981,0
NJ,2011,Both Sexes,All Ages,All Ages,All Races,11.306,1.09011691075201,13.2674,13.1852,1012,8821155,131770.55934684572,412237.3370279753,7828.718527832727,New Jersey,NJ,11.4,9.3,498959.3,7.25,0.0859907044729923,0.1336786768911196,0
NJ,2012,Both Sexes,All Ages,All Ages,All Races,13.7399,1.1684945371461324,13.2208,13.1422,1222,8864590,147155.39949292698,501623.72213455517,6982.002559671693,New Jersey,NJ,9.3,9.3,519569.0,7.25,0.0934018089999911,0.1371984123807708,0
NJ,2013,Both Sexes,All Ages,All Ages,All Races,14.4943,1.1901719605040266,13.9127,13.8005,1294,8899339,108088.2101459113,758069.3206598052,6350.83446715665,New Jersey,NJ,11.1,8.2,537346.4,7.25,0.0989351665557935,0.1394478835430438,0
NJ,2014,Both Sexes,All Ages,All Ages,All Races,14.0172,1.1765889647648262,14.7574,14.6831,1253,8938175,85032.22437854063,591856.7467958521,8041.795131387202,New Jersey,NJ,11.3,6.8,545465.3,8.25,0.0996594854208206,0.1730573268167217,0
NJ,2015,Both Sexes,All Ages,All Ages,All Races,16.3351,1.2389263512893829,16.304,16.2923,1454,8958013,159410.47584193203,830929.0279903708,8331.027396725534,New Jersey,NJ,11.2,5.8,569116.5,8.38,0.1021349656724457,0.1987160729047945,0
NJ,2016,Both Sexes,All Ages,All Ages,All Races,23.2077,1.3839535286090567,19.6925,19.7851,2056,8944469,240833.81693153078,602782.3014518671,5867.211791392144,New Jersey,NJ,9.4,5.0,581504.4,8.38,0.0992001084002652,0.1908729591953489,0
NM,2000,Both Sexes,All Ages,All Ages,All Races,15.1327,1.2077070578397842,6.1882,6.1749,271,1819046,3917.9031206467566,4981.0246689748365,58.34816711616969,New Mexico,NM,17.5,4.9,55239.7,4.25,0.0929840918425393,0.1711768698070068,0
NM,2001,Both Sexes,All Ages,All Ages,All Races,14.3563,1.186286587886101,6.8057,6.7922,258,1831690,4583.633147530422,6707.679792978069,57.94539469014954,New Mexico,NM,18.0,4.9,55970.3,4.25,0.0891226135426846,0.1821088721344769,0
NM,2002,Both Sexes,All Ages,All Ages,All Races,16.1031,1.233074835004694,8.1766,8.1957,287,1855309,5128.38144481593,7713.156406830344,70.64739620192647,New Mexico,NM,17.9,5.5,58033.8,4.25,0.0918752617488515,0.2052067876563957,0
NM,2003,Both Sexes,All Ages,All Ages,All Races,19.7372,1.3167501162458233,8.8881,8.8765,358,1877574,5663.515525886064,8699.623556781251,83.08993413841479,New Mexico,NM,18.1,5.9,62865.4,5.15,0.1037482410813102,0.2177309655970949,1
NM,2004,Both Sexes,All Ages,All Ages,All Races,16.942,1.2538708523396829,9.366,9.3831,314,1903808,6173.210087361751,9642.824013766094,95.04227842303425,New Mexico,NM,16.5,5.5,69696.5,5.15,0.1169844858305039,0.2247558577335529,1
NM,2005,Both Sexes,All Ages,All Ages,All Races,20.0844,1.3239612467833353,10.0884,10.0699,373,1932274,6661.345130141999,10548.185195267337,106.54648357324064,New Mexico,NM,17.9,5.1,73662.3,5.15,0.1245356507410439,0.2135872034711433,1
NM,2006,Both Sexes,All Ages,All Ages,All Races,21.756,1.357095925095734,11.5373,11.4883,418,1962137,8111.8236936270505,14747.389545979206,133.2060328585109,New Mexico,NM,16.9,4.2,77396.5,5.15,0.1246966954906818,0.2069687284832812,1
NM,2007,Both Sexes,All Ages,All Ages,All Races,23.3884,1.3871833093762955,11.9543,11.8775,462,1990070,8421.8055962335,15630.999077463104,124.82568937796158,New Mexico,NM,14.0,3.8,80543.4,5.15,0.1175425990040551,0.2088424025285542,1
NM,2008,Both Sexes,All Ages,All Ages,All Races,26.6852,1.4422476652358027,11.9864,11.8947,518,2010662,9350.299460590244,17766.084824674606,130.42066948233963,New Mexico,NM,19.3,4.5,83691.3,6.5,0.1193432809691534,0.2361545600404245,1
NM,2009,Both Sexes,All Ages,All Ages,All Races,22.0362,1.3624108404134916,12.0624,11.9388,438,2036802,10176.130949779605,20457.124307676593,134.35990874699652,New Mexico,NM,19.3,7.5,81990.3,7.5,0.1429068706727507,0.2470691800184799,1
NM,2010,Both Sexes,All Ages,All Ages,All Races,23.8186,1.394777279603359,12.4144,12.2966,478,2059179,10681.642812350747,23811.61538760399,134.77565304910354,New Mexico,NM,18.6,8.1,84037.9,7.5,0.1728326532826492,0.2675340703455277,1
NM,2011,Both Sexes,All Ages,All Ages,All Races,26.308,1.4362898941796398,13.2674,13.1852,529,2082224,11090.191854156852,25408.765345468742,134.90266623091463,New Mexico,NM,22.2,7.5,86683.3,7.5,0.199127592588142,0.2679175178446971,0
NM,2012,Both Sexes,All Ages,All Ages,All Races,24.6608,1.4092701917961057,13.2208,13.1422,492,2085538,10645.366602673315,24991.162388499415,132.69403440095553,New Mexico,NM,20.4,7.1,87644.8,7.5,0.2099601688106552,0.2719439239710076,0
NM,2013,Both Sexes,All Ages,All Ages,All Races,22.6256,1.373382846742371,13.9127,13.8005,458,2085287,9913.605416986582,21707.888863007585,121.87712755894033,New Mexico,NM,21.7,6.9,88533.0,7.5,0.2104704628411302,0.2426069638139956,0
NM,2014,Both Sexes,All Ages,All Ages,All Races,27.2892,1.4516206660678743,14.7574,14.6831,547,2085572,9348.15857693151,22762.69083897708,125.59627454170847,New Mexico,NM,20.0,6.7,92586.3,7.5,0.2060818312684727,0.3250035414018591,0
NM,2015,Both Sexes,All Ages,All Ages,All Races,25.3107,1.4201324027072626,16.304,16.2923,501,2085109,8590.445195503065,22850.598684365516,124.87727959785316,New Mexico,NM,19.7,6.5,91322.0,7.5,0.2168900438952735,0.3810661128583811,0
NM,2016,Both Sexes,All Ages,All Ages,All Races,25.1877,1.418097357105204,19.6925,19.7851,500,2081015,7821.104572374154,21373.22405440597,109.1698875816849,New Mexico,NM,17.8,6.6,91240.2,7.5,0.2253013200231398,0.4141635948996715,0
NY,2000,Both Sexes,All Ages,All Ages,All Races,3.9861,0.697760984358826,6.1882,6.1749,767,18976457,3075.874595558065,2814.747716077875,66.52353492540784,New York,NY,13.9,4.5,836201.5,5.15,0.0757070127114407,0.1449166341258555,0
NY,2001,Both Sexes,All Ages,All Ages,All Races,5.5798,0.8182126929731574,6.8057,6.7922,1079,19082838,3380.986413027245,3357.2105469846783,66.15268651340016,New York,NY,14.2,4.8,873780.7,5.15,0.0709298061430904,0.1505471041571489,0
NY,2002,Both Sexes,All Ages,All Ages,All Races,4.785,0.7623033632877684,8.1766,8.1957,923,19137800,4012.1352375926176,4310.629513319191,79.70941017253811,New York,NY,14.0,6.1,884104.3,5.15,0.070365663764905,0.175795389229692,0
NY,2003,Both Sexes,All Ages,All Ages,All Races,4.9695,0.7759379565339374,8.8881,8.8765,964,19175939,4643.739610352328,5263.201244017307,93.27024350671954,New York,NY,14.3,6.4,902544.3,5.15,0.0748300252728171,0.1941799564548051,0
NY,2004,Both Sexes,All Ages,All Ages,All Races,4.2568,0.7207214541824589,9.366,9.3831,831,19171567,5284.528554708126,6225.765817681987,107.01400933997728,New York,NY,15.0,5.8,952281.8,5.15,0.0833600612824189,0.2079759573122009,0
