state_name,state_abbr,year,poverty_rate,unempl_rate,gsp,min_wage,snap_rate,medicaid_rate,aca_exp,gov_dem
Kansas,KS,2009,13.7,6.9,124779.5,2.65,0.07740484003976413,0.10103350014685615,0.0,1
Kentucky,KY,2009,17.0,10.3,156038.5,6.55,0.16255385013089885,0.1774530619581689,0.0,1
Louisiana,LA,2009,14.3,6.8,207119.8,6.55,0.161129723433359,0.24555708728733863,0.0,0
Maine,ME,2009,11.4,8.1,50567.9,7.25,0.1513609458554893,0.23600583638565273,0.0,1
Maryland,MD,2009,9.6,7.0,302388.8,6.55,0.07926095056739614,0.14249227102946607,0.0,1
Massachusetts,MA,2009,10.8,8.1,391272.9,8.0,0.09629460969836656,0.21107773658853327,0.0,1
Michigan,MI,2009,14.0,13.7,365552.7,7.4,0.14646858267524884,0.17837284937339867,0.0,1
Minnesota,MN,2009,11.1,7.8,260513.1,6.15,0.06532072332762062,0.1304937530331631,0.0,0
Mississippi,MS,2009,23.1,9.5,93502.9,6.55,0.1709897410211121,0.20952191684799176,0.0,0
Missouri,MO,2009,15.5,9.3,251402.6,7.05,0.17333228430783104,0.149190718204462,0.0,1
Montana,MT,2009,13.5,6.8,36031.8,6.9,0.09395801955726832,0.08748229134272781,0.0,1
Nebraska,NE,2009,9.9,4.6,87107.4,6.55,0.07371559174990884,0.12077346121743295,0.0,0
Nevada,NV,2009,13.0,11.3,120987.7,6.85,0.07451804973804925,0.08093225784222613,0.0,0
New Hampshire,NH,2009,7.8,6.2,61908.9,7.25,0.0599816731529927,0.09743241785211176,0.0,1
New Jersey,NJ,2009,9.3,9.1,486209.5,7.15,0.057089506809468955,0.11467983583538859,0.0,1
New Mexico,NM,2009,19.3,7.5,81990.3,7.5,0.1429068706727507,0.24706918001847994,0.0,1
New York,NY,2009,15.8,8.3,1150993.9,7.15,0.120305280978477,0.2301193252252828,0.0,1
North Carolina,NC,2009,16.9,10.6,406832.9,6.55,0.12035409880199789,0.15871681302612203,0.0,1
North Dakota,ND,2009,10.9,4.1,32239.7,6.55,0.07980835168008085,0.09091565308405818,0.0,0
Ohio,OH,2009,13.3,10.3,478023.5,7.3,0.11773998134773703,0.16538001557130882,0.0,1
Oklahoma,OK,2009,12.9,6.4,145858.2,6.55,0.127208834153044,0.18086482252394842,0.0,1
Oregon,OR,2009,13.4,11.3,160574.9,8.4,0.1525560573439059,0.11538649372472824,0.0,1
Pennsylvania,PA,2009,11.1,8.0,576963.5,7.15,0.10561443098201621,0.1527017197161285,0.0,1
Rhode Island,RI,2009,13.0,11.0,47906.6,7.4,0.09709428024213065,0.17268513333700314,0.0,0
South Carolina,SC,2009,13.7,11.2,159911.4,6.55,0.1497880550917324,0.16708287289928783,0.0,0
South Dakota,SD,2009,14.1,4.9,36341.5,6.55,0.09166649113394551,0.1358499356311186,0.0,0
Tennessee,TN,2009,16.5,10.5,250379.4,6.55,0.17000503804381178,0.20705281731628147,0.0,1
Texas,TX,2009,17.3,7.6,1162971.8,6.55,0.12108640188896264,0.13974334322470086,0.0,0
Utah,UT,2009,9.7,7.3,113517.8,6.55,0.06803281607948239,0.08668362328115999,0.0,0
Vermont,VT,2009,9.4,6.6,25870.7,8.06,0.11543379901635199,0.24185801602709273,0.0,0
Virginia,VA,2009,10.7,6.7,409441.9,6.55,0.0822268710942315,0.10261222111656956,0.0,1
Washington,WA,2009,11.7,9.2,353705.5,8.55,0.11416999603745133,0.1483972975478093,0.0,1
West Virginia,WV,2009,15.8,7.7,63032.5,7.25,0.16558293082220507,0.18301849521722072,0.0,1
Wisconsin,WI,2009,10.8,8.6,245518.6,6.5,0.0966400576865004,0.17223223331988066,0.0,1
Wyoming,WY,2009,9.2,6.3,36085.6,5.15,0.04780200446190147,0.11203159412057852,0.0,1
Alabama,AL,2010,17.3,10.5,175470.1,7.25,0.1682385537621747,0.17910527293536618,0.0,0
Alaska,AK,2010,12.4,7.9,52947.7,7.75,0.10707932372427897,0.15858861761286436,0.0,0
Arizona,AZ,2010,18.6,10.4,248125.3,7.25,0.15891113895490866,0.19008448657223498,0.0,0
Arkansas,AR,2010,15.5,8.2,100970.8,6.25,0.1596864300860654,0.22148664391484632,0.0,1
California,CA,2010,16.3,12.2,1973511.9,8.0,0.0867789714878832,0.24281350270965565,0.0,0
Colorado,CO,2010,12.2,8.7,255660.7,7.24,0.0801765441620938,0.10811774656359209,0.0,1
Connecticut,CT,2010,8.3,9.1,238051.6,8.25,0.09389586361317354,0.17198921297281952,0.0,0
Delaware,DE,2010,12.1,8.4,57986.7,7.25,0.125071004331959,0.20367210505195127,0.0,1
District of Columbia,DC,2010,19.9,9.4,106097.8,8.25,0.1957830628558588,0.2703205083720792,0.0,.
Florida,FL,2010,16.0,11.1,738242.3,7.25,0.1381327048414699,0.14936077438387668,0.0,0
Georgia,GA,2010,18.7,10.5,414664.0,5.15,0.163827995833145,0.15020468228554282,0.0,0
Hawaii,HI,2010,12.1,6.9,68260.2,7.25,0.10129746921287454,0.1812827767322134,0.0,0
Idaho,ID,2010,14.0,9.0,55215.3,7.25,0.1235292020479441,0.1261203275386345,0.0,0
Illinois,IL,2010,14.1,10.4,661714.8,8.0,0.1281664744753379,0.20199154192012572,0.0,1
Indiana,IN,2010,16.3,10.4,280497.0,7.25,0.12532339912042834,0.16086648777770107,0.0,0
Iowa,IA,2010,10.3,6.0,142016.7,7.25,0.11154783503701556,0.15115881530576958,0.0,1
Kansas,KS,2010,14.3,7.1,127970.4,7.25,0.09436391562492347,0.11056402828363404,0.0,1
Kentucky,KY,2010,17.7,10.2,164820.3,7.25,0.17895161217989775,0.1825641572878406,0.0,1
Louisiana,LA,2010,21.6,8.0,226161.8,7.25,0.18173884571612656,0.25838964276189497,0.0,0
Maine,ME,2010,12.5,8.1,51724.3,7.5,0.1730385521858893,0.2519589433493845,0.0,1
Maryland,MD,2010,10.8,7.7,316316.9,7.25,0.09688761359523688,0.15672717881300374,0.0,1
Massachusetts,MA,2010,10.6,8.3,410187.5,8.0,0.11408558874874415,0.1320070779511223,0.0,1
Michigan,MI,2010,15.5,12.6,386629.8,7.4,0.1798396559456786,0.19031365192239744,0.0,1
Minnesota,MN,2010,10.5,7.4,272636.0,6.15,0.08103180897592617,0.13953210309202257,0.0,0
Mississippi,MS,2010,22.7,10.4,95265.4,7.25,0.19379387237641002,0.21189962256122438,0.0,0
Missouri,MO,2010,14.8,9.6,257897.4,7.25,0.15032570187929434,0.15585207674349488,0.0,1
Montana,MT,2010,14.0,7.3,38103.2,7.25,0.11463646301543257,0.10863159977268529,0.0,1
Nebraska,NE,2010,10.2,4.6,91785.5,7.25,0.08899331089420194,0.12383427109079759,0.0,0
Nevada,NV,2010,16.4,13.5,123652.3,7.55,0.1029101855569391,0.09805969127499393,0.0,0
New Hampshire,NH,2010,6.6,5.8,64170.7,7.25,0.07926641260911235,0.10289482837445188,0.0,1
New Jersey,NJ,2010,10.7,9.5,494977.8,7.25,0.0706887683610991,0.12304240516959818,0.0,0
New Mexico,NM,2010,18.6,8.1,84037.9,7.5,0.1728326532826492,0.26753407034552773,0.0,1
New York,NY,2010,16.0,8.6,1212485.1,7.25,0.14215738882481632,0.24402772017432275,0.0,1
North Carolina,NC,2010,17.4,10.9,415710.0,7.25,0.140636053327217,0.16449653933755942,0.0,1
North Dakota,ND,2010,12.2,3.8,35689.4,7.25,0.08876043959301334,0.09749746189131707,0.0,0
Ohio,OH,2010,15.3,10.3,496457.7,7.3,0.13929934963328913,0.17918032718693694,0.0,1
Oklahoma,OK,2010,16.3,6.8,153215.1,7.25,0.15492039243137665,0.19531886645120247,0.0,1
Oregon,OR,2010,14.2,10.6,163827.0,8.4,0.1837229064511161,0.13207353450470632,0.0,1
Pennsylvania,PA,2010,12.2,8.5,599025.1,7.25,0.12388979447981144,0.1607514184386004,0.0,1
Rhode Island,RI,2010,13.6,11.2,49472.4,7.4,0.13185142875576755,0.18873125045661168,0.0,0
South Carolina,SC,2010,17.0,11.2,163844.0,7.25,0.17195219051312988,0.17484930373287538,0.0,0
South Dakota,SD,2010,13.2,5.0,37709.2,7.25,0.11680957060205889,0.14200420012595477,0.0,0
Tennessee,TN,2010,16.7,9.7,255696.1,7.25,0.19259844246803973,0.20898694021425546,0.0,1
Texas,TX,2010,18.4,8.1,1237304.0,7.25,0.14070141353066287,0.14891079622902664,0.0,0
Utah,UT,2010,10.0,7.8,118098.3,7.25,0.08914428976425162,0.09005805431566385,0.0,0
Vermont,VT,2010,10.8,6.1,27113.3,8.06,0.13666858929601408,0.2598489484389155,0.0,0
Virginia,VA,2010,10.7,7.1,423563.9,7.25,0.09797937335386085,0.10992236872295434,0.0,0
Washington,WA,2010,11.5,10.0,365799.7,8.55,0.14178082496518524,0.16503945672662665,0.0,1
West Virginia,WV,2010,16.9,8.7,65304.7,7.25,0.1839870696280253,0.18871299762328372,0.0,1
Wisconsin,WI,2010,9.9,8.7,254615.2,7.25,0.1256859928213374,0.19238710300985418,0.0,1
Wyoming,WY,2010,9.6,6.4,37442.6,5.15,0.06164712384873345,0.11887253382274525,0.0,1
Alabama,AL,2011,15.4,9.6,181929.9,7.25,0.19177990564419892,0.1911116510306478,0.0,0
Alaska,AK,2011,11.7,7.6,56333.9,7.75,0.11915339108856048,0.16637493629938183,0.0,0
Arizona,AZ,2011,17.2,9.5,257881.1,7.35,0.16494297615363615,0.1620761410756008,0.0,0
Arkansas,AR,2011,18.7,8.3,105107.8,6.25,0.1654219943978696,0.22544001071865669,0.0,1
California,CA,2011,16.9,11.7,2049336.8,8.0,0.09758605639899008,0.24305261474002765,0.0,1
Colorado,CO,2011,13.2,8.4,264310.2,7.36,0.08847753259646154,0.11880866406254272,0.0,1
Connecticut,CT,2011,10.1,8.8,236816.3,8.25,0.10553153137586974,0.18082994011341916,0.0,1
Delaware,DE,2011,13.7,7.5,60821.8,7.25,0.14869938868016852,0.22065372759623575,0.0,1
District of Columbia,DC,2011,19.9,10.2,109998.8,8.25,0.2175621168118748,0.33513714101323006,0.0,.
Florida,FL,2011,14.9,10.0,746535.3,7.25,0.16137263185252984,0.1606592097710221,0.0,0
Georgia,GA,2011,18.4,10.2,427826.9,5.15,0.1815915868216772,0.15417359224461769,0.0,0
Hawaii,HI,2011,12.1,6.8,70630.1,7.25,0.11574033461197437,0.18924491546251837,0.0,1
Idaho,ID,2011,15.7,8.3,56516.4,7.25,0.14434469130190478,0.14202953450637978,0.0,0
Illinois,IL,2011,14.2,9.7,687951.0,8.25,0.13941266081075557,0.20900265118491973,0.0,1
Indiana,IN,2011,15.6,9.1,288942.9,7.25,0.13466680416319857,0.1542482438500993,0.0,0
Iowa,IA,2011,10.4,5.5,148102.2,7.25,0.1219227116663014,0.16183092785656888,0.0,0
Kansas,KS,2011,14.3,6.5,135528.5,7.25,0.104084552448832,0.1178224084900975,0.0,0
Kentucky,KY,2011,16.0,9.4,170004.7,7.25,0.1884452475284457,0.18556229191081283,0.0,1
Louisiana,LA,2011,21.1,7.8,229215.1,7.25,0.19331107772162273,0.26245441879524656,0.0,0
Maine,ME,2011,13.4,7.9,51867.1,7.5,0.186664147125163,0.2622684606605214,0.0,0
Maryland,MD,2011,9.3,7.2,327726.7,7.25,0.11435007489614978,0.16843456515108782,0.0,1
Massachusetts,MA,2011,10.6,7.3,426013.2,8.0,0.12302423663542138,0.18872523411288555,0.0,1
Michigan,MI,2011,15.0,10.4,401069.1,7.4,0.19514244093446012,0.1962277023058743,0.0,0
Minnesota,MN,2011,10.0,6.5,285408.1,6.15,0.09463252292353572,0.16035354834317003,0.0,1
Mississippi,MS,2011,17.4,10.0,96408.1,7.25,0.2090138384432834,0.21782161598345068,0.0,0
Missouri,MO,2011,15.4,8.5,259645.0,7.25,0.15691262047077711,0.16413458618782004,0.0,1
Montana,MT,2011,16.5,6.9,40616.4,7.35,0.124577365649403,0.11388366375351443,0.0,1
Nebraska,NE,2011,10.2,4.4,99954.2,7.25,0.09464152222666504,0.12691506145581613,0.0,0
Nevada,NV,2011,15.5,13.0,126675.6,8.25,0.12273945435041453,0.10845237085887648,0.0,0
New Hampshire,NH,2011,7.6,5.4,65449.6,7.25,0.08590124844531367,0.10529525027230681,0.0,1
New Jersey,NJ,2011,11.4,9.3,498959.3,7.25,0.08599070447299237,0.1336786768911196,0.0,0
New Mexico,NM,2011,22.2,7.5,86683.3,7.5,0.199127592588142,0.2679175178446971,0.0,0
New York,NY,2011,16.0,8.3,1237277.6,7.25,0.1538516806884945,0.25236361764029686,0.0,1
North Carolina,NC,2011,15.4,10.3,426569.3,7.25,0.1646444579559791,0.16732711425373945,0.0,1
North Dakota,ND,2011,9.9,3.5,41437.5,7.25,0.08887883541902294,0.09798095516071363,0.0,0
Ohio,OH,2011,15.1,8.8,523355.0,7.4,0.15411770789671383,0.18591733686812686,0.0,0
Oklahoma,OK,2011,13.9,5.9,165091.4,7.25,0.16226042853684913,0.19865910987258667,0.0,0
Oregon,OR,2011,14.4,9.5,170620.6,8.5,0.1995735576838645,0.15377827065657448,0.0,1
Pennsylvania,PA,2011,12.6,7.9,618555.4,7.25,0.13480589511145424,0.16839166424430294,0.0,0
Rhode Island,RI,2011,13.4,11.0,50169.8,7.4,0.15204399187964873,0.19303771939232134,0.0,0
South Carolina,SC,2011,19.0,10.6,170077.9,7.25,0.18073760368699104,0.1865937755913214,0.0,0
South Dakota,SD,2011,14.5,4.7,41690.2,7.25,0.12362748443075892,0.1427003359726268,0.0,0
Tennessee,TN,2011,16.3,9.0,267487.6,7.25,0.19936427332340412,0.20938616481107047,0.0,0
Texas,TX,2011,17.4,7.8,1331138.4,7.25,0.15508580429046992,0.15692100981418705,0.0,0
Utah,UT,2011,11.0,6.7,124689.9,7.25,0.10089987720225811,0.09719391525818794,0.0,0
Vermont,VT,2011,11.6,5.5,28134.6,8.15,0.1467795977666817,0.26347701694763886,0.0,1
Virginia,VA,2011,11.4,6.6,433009.6,7.25,0.10600735327246547,0.1124031079518908,0.0,0
Washington,WA,2011,12.5,9.3,379796.4,8.67,0.15449694263360222,0.1678884755238568,0.0,1
West Virginia,WV,2011,17.5,8.1,68446.8,7.25,0.18636794356087724,0.1910272094881164,0.0,1
Wisconsin,WI,2011,13.1,7.8,264166.4,7.25,0.14040886279535758,0.19603725526213575,0.0,0
Wyoming,WY,2011,10.7,5.8,39415.2,5.15,0.06351324433852343,0.11955071311601113,0.0,0
Alabama,AL,2012,16.2,8.0,186553.9,7.25,0.18902028855043249,0.1947531640995866,0.0,0
Alaska,AK,2012,10.0,7.1,57717.5,7.75,0.12498944708895834,0.16702877568817828,0.0,0
Arizona,AZ,2012,19.0,8.3,268068.2,7.65,0.17146881855286167,0.2069579791114478,0.0,0
Arkansas,AR,2012,20.1,7.6,107718.8,6.25,0.17008701074872534,0.2226353278476399,0.0,1
California,CA,2012,15.9,10.4,2144089.6,8.0,0.10446234356027068,0.25118109136520783,0.0,1
Colorado,CO,2012,11.9,7.9,273593.9,7.64,0.09467804507026956,0.12515639903887169,0.0,1
Connecticut,CT,2012,10.3,8.3,244114.4,8.25,0.11224402315507351,0.19547692657795265,0.0,1
Delaware,DE,2012,13.5,7.2,61866.7,7.25,0.16199790784097975,0.22987852649590954,0.0,1
District of Columbia,DC,2012,18.4,9.0,112610.0,8.25,0.22230587172637986,0.3413463658642609,0.0,.
Florida,FL,2012,15.3,8.5,768722.9,7.67,0.17375349836370135,0.16995560431638349,0.0,0
Georgia,GA,2012,18.1,9.2,443566.1,5.15,0.19318813040136626,0.15918801627643683,0.0,0
Hawaii,HI,2012,13.8,6.0,73676.7,7.25,0.12677235174261042,0.19764425682748257,0.0,1
Idaho,ID,2012,14.4,7.2,57780.1,7.25,0.14607304428442122,0.14724219030115512,0.0,0
Illinois,IL,2012,12.6,9.0,720881.5,8.25,0.14513575640927118,0.21711359044161424,0.0,1
Indiana,IN,2012,15.2,8.3,297816.1,7.25,0.13899446028673984,0.16328380166550852,0.0,0
Iowa,IA,2012,10.3,5.0,157838.6,7.25,0.13264769081233604,0.16953081571684453,0.0,0
Kansas,KS,2012,14.0,5.7,140764.1,7.25,0.10561257340333981,0.12194962181878426,0.0,0
Kentucky,KY,2012,17.9,8.2,176323.1,7.25,0.1936116454789476,0.1847467117277114,0.0,1
Louisiana,LA,2012,21.1,7.1,233481.2,7.25,0.2062082207846516,0.2704954518306132,0.0,0
Maine,ME,2012,12.8,7.5,52866.6,7.5,0.19044549000586716,0.25214934674169204,0.0,0
Maryland,MD,2012,9.9,7.0,334555.5,7.25,0.12168848992830293,0.17609162709920448,0.0,1
Massachusetts,MA,2012,11.3,6.7,444478.2,8.0,0.1293062589627353,0.2004199306469078,0.0,1
Michigan,MI,2012,13.7,9.1,418742.3,7.4,0.18473855339090212,0.183971438227893,0.0,0
Minnesota,MN,2012,10.0,5.6,296272.5,6.15,0.10022403073813903,0.1658635323193301,0.0,1
Mississippi,MS,2012,22.0,9.0,99616.3,7.25,0.22115044962558014,0.21906779774624172,0.0,0
Missouri,MO,2012,15.2,6.9,268861.9,7.25,0.15734243669085898,0.16285296031931654,0.0,1
Montana,MT,2012,13.4,6.0,42041.6,7.65,0.12539928121914795,0.1154940858731419,0.0,1
Nebraska,NE,2012,12.2,4.0,102605.3,7.25,0.09500506215119708,0.1311231892464427,0.0,0
Nevada,NV,2012,15.8,11.2,127789.1,8.25,0.12933683212366198,0.11131758209560072,0.0,0
New Hampshire,NH,2012,8.1,5.5,67635.7,7.25,0.08827349233366963,0.10554646013689443,0.0,1
New Jersey,NJ,2012,9.3,9.3,519569.0,7.25,0.09340180899999119,0.13719841238077085,0.0,0
New Mexico,NM,2012,20.4,7.1,87644.8,7.5,0.20996016881065524,0.27194392397100764,0.0,0
New York,NY,2012,17.2,8.5,1323400.8,7.25,0.15720237605178417,0.2598825766114142,0.0,1
North Carolina,NC,2012,17.2,9.3,439539.7,7.25,0.1711464458910407,0.17165281498205648,0.0,1
North Dakota,ND,2012,11.4,3.1,51624.6,7.25,0.08385388732643445,0.0955280842470364,0.0,0
Ohio,OH,2012,15.4,7.4,540882.4,7.7,0.15654383241623482,0.20155385917803764,0.0,0
Oklahoma,OK,2012,18.0,5.2,173238.8,7.25,0.16103090731834546,0.20818217383721752,0.0,0
Oregon,OR,2012,13.5,8.8,174427.6,8.8,0.2090846689446861,0.1597781072638863,0.0,1
Pennsylvania,PA,2012,13.9,7.8,640663.1,7.25,0.1409251876578567,0.16762114989459642,0.0,0
Rhode Island,RI,2012,13.6,10.4,51607.4,7.4,0.16389371157979976,0.17896097270962744,0.0,0
South Carolina,SC,2012,16.7,9.2,175328.5,7.25,0.1843831485404742,0.1960285363362597,0.0,0
South Dakota,SD,2012,12.8,4.3,43550.7,7.25,0.12458021716336798,0.14213991453586158,0.0,0
Tennessee,TN,2012,18.6,7.8,283482.0,7.25,0.20403332218761436,0.20705703746789925,0.0,0
Texas,TX,2012,17.0,6.7,1410447.8,7.25,0.1548215648492297,0.15652540681181273,0.0,0
Utah,UT,2012,11.0,5.4,128764.2,7.25,0.09703947080212029,0.09894318132036624,0.0,0
Vermont,VT,2012,11.2,5.0,28893.6,8.46,0.1542580406970244,0.2694916066380233,0.0,1
Virginia,VA,2012,10.6,6.1,445120.7,7.25,0.11165164747320734,0.11685615778953902,0.0,0
Washington,WA,2012,11.6,8.1,400623.3,9.04,0.16066120753225505,0.16727799012274508,0.0,1
West Virginia,WV,2012,16.7,7.5,69335.6,7.25,0.18678320315024408,0.19068734947804694,0.0,1
Wisconsin,WI,2012,11.4,7.0,274540.5,7.25,0.14603464592409737,0.1949183211071406,0.0,0
Wyoming,WY,2012,9.6,5.3,38437.7,5.15,0.0595985054788697,0.11677497158622605,0.0,0
Alabama,AL,2013,16.7,7.2,192166.5,7.25,0.18950456870184992,0.19779274923132759,0.0,0
Alaska,AK,2013,10.9,7.0,56625.3,7.75,0.12395577246604113,0.1486972708081208,0.0,0
Arizona,AZ,2013,20.2,7.7,275007.5,7.8,0.16751768191963412,0.2004066479675743,0.0,0
Arkansas,AR,2013,17.1,7.2,112764.6,6.25,0.1705146031965939,0.22467054132594444,0.0,1
California,CA,2013,14.9,8.9,2261510.6,8.0,0.10870217463117003,0.2719986653698472,0.0,1
Colorado,CO,2013,10.6,6.9,288383.5,7.78,0.09639979933707025,0.13837448413229367,0.0,1
Connecticut,CT,2013,11.3,7.8,244127.5,8.25,0.11831385588402936,0.20499098569310853,0.0,1
Delaware,DE,2013,14.0,6.7,61007.5,7.25,0.1658090400789973,0.22845981272791843,0.0,1
District of Columbia,DC,2013,21.3,8.5,115021.1,8.25,0.22270695993273704,0.31310474790994514,0.0,.
Florida,FL,2013,14.9,7.2,800886.0,7.79,0.18195752985796665,0.16832414789993114,0.0,0
Georgia,GA,2013,16.3,8.2,459578.7,5.15,0.1953564989507624,0.1595190122736784,0.0,0
Hawaii,HI,2013,11.1,4.9,75807.8,7.25,0.1344581510435344,0.19888968026114812,0.0,1
Idaho,ID,2013,12.9,6.1,61155.2,7.25,0.14089213297368555,0.14998454573778897,0.0,0
Illinois,IL,2013,13.3,9.0,734808.5,8.25,0.15820339990394822,0.20245629182926358,0.0,1
Indiana,IN,2013,11.6,7.7,308725.4,7.25,0.14097296025872952,0.16607682509496152,0.0,0
Iowa,IA,2013,10.8,4.7,161583.0,7.25,0.13590198008598134,0.17327595209436025,0.0,0
Kansas,KS,2013,13.2,5.3,143065.8,7.25,0.10956078686940328,0.12411810817873008,0.0,0
Kentucky,KY,2013,20.0,8.0,182470.7,7.25,0.19807176521496897,0.18210263268961344,0.0,1
Louisiana,LA,2013,19.2,6.7,228688.3,7.25,0.2032855828715023,0.2695873545553956,0.0,0
Maine,ME,2013,12.3,6.6,53670.7,7.5,0.18758796062376085,0.20760401473182788,0.0,0
Maryland,MD,2013,10.3,6.6,340706.2,7.25,0.13016989330745538,0.1580230105814639,0.0,1
Massachusetts,MA,2013,11.9,6.7,455653.3,8.0,0.13221764012265178,0.20344851984451795,0.0,1
Michigan,MI,2013,14.5,8.8,433755.8,7.4,0.17912176170538577,0.19149344829273288,0.0,0
Minnesota,MN,2013,12.0,5.0,308784.5,6.15,0.10213918504163405,0.16739087747454087,0.0,1
Mississippi,MS,2013,22.5,8.5,101474.2,7.25,0.2237166234205984,0.21685368709119082,0.0,0
Missouri,MO,2013,13.7,6.7,277394.2,7.35,0.15394582152940506,0.15915334525797029,0.0,1
Montana,MT,2013,14.5,5.4,43136.8,7.8,0.12681022870667907,0.11918280847184552,0.0,1
Nebraska,NE,2013,11.0,3.8,106516.8,7.25,0.09634519377530118,0.11381675341865748,0.0,0
Nevada,NV,2013,17.4,9.6,130686.6,8.25,0.13002776207956138,0.11293349711992565,0.0,0
New Hampshire,NH,2013,9.0,5.1,69495.5,7.25,0.08843124363986124,0.10462663818329562,0.0,1
New Jersey,NJ,2013,11.1,8.2,537346.4,7.25,0.09893516655579356,0.13944788354304383,0.0,0
New Mexico,NM,2013,21.7,6.9,88533.0,7.5,0.2104704628411302,0.2426069638139956,0.0,0
New York,NY,2013,14.5,7.7,1361962.9,7.25,0.16155690909404988,0.2696460185604211,0.0,1
North Carolina,NC,2013,18.6,8.0,455266.8,7.25,0.17308160736360112,0.1525194304044889,0.0,0
North Dakota,ND,2013,9.9,2.9,53733.4,7.25,0.07828256942867115,0.09030020663789617,0.0,0
Ohio,OH,2013,13.7,7.5,560936.8,7.85,0.15761636348543331,0.20546462182089448,0.0,0
Oklahoma,OK,2013,14.0,5.3,181858.2,7.25,0.16137980312020042,0.2112971145646206,0.0,0
Oregon,OR,2013,15.1,7.9,179389.5,8.95,0.20843378028832868,0.15960742063415176,0.0,1
Pennsylvania,PA,2013,12.4,7.4,663334.5,7.25,0.13969529462695368,0.1689049630844088,0.0,0
Rhode Island,RI,2013,13.5,9.3,52797.5,7.75,0.17053193072380224,0.16927610297218887,0.0,0
South Carolina,SC,2013,15.9,7.6,182837.0,7.25,0.18384782581316855,0.16395610485130394,0.0,0
South Dakota,SD,2013,10.3,3.8,44956.5,7.25,0.12353034170073939,0.14027633334757977,0.0,0
Tennessee,TN,2013,18.1,7.8,293265.3,7.25,0.2066552439046924,0.20467884342365814,0.0,0
Texas,TX,2013,16.8,6.3,1500554.3,7.25,0.1526378580675889,0.13761946349028367,0.0,0
Utah,UT,2013,8.3,4.6,134529.5,7.25,0.08683825457958891,0.09955273947074171,0.0,0
Vermont,VT,2013,8.7,4.4,28966.0,8.6,0.16055516520017246,0.27168681432746206,0.0,1
Virginia,VA,2013,10.4,5.7,455166.9,7.25,0.1140188415723035,0.10316964936496863,0.0,0
Washington,WA,2013,12.0,7.0,419671.3,9.19,0.15988559950947626,0.16791836857776116,0.0,1
West Virginia,WV,2013,17.3,6.8,70998.6,7.25,0.18916487857581313,0.1905390433428951,0.0,1
Wisconsin,WI,2013,11.0,6.7,281832.6,7.25,0.14934046326546335,0.1667319184333161,0.0,0
Wyoming,WY,2013,11.8,4.7,38943.0,5.15,0.0653577200311962,0.11402764368981072,0.0,0
Alabama,AL,2014,17.8,6.8,195037.7,7.25,0.18630946885651387,0.21375422647656378,0.0,0
Alaska,AK,2014,11.9,6.9,55750.6,7.75,0.11882115979861005,0.15967773261096616,0.0,0
Arizona,AZ,2014,21.2,6.8,284851.4,7.9,0.15516284067560193,0.23773429654316905,1.0,0
Arkansas,AR,2014,18.4,6.0,116151.8,6.25,0.16579036406379744,0.29324672978831245,1.0,1
California,CA,2014,15.8,7.5,2399077.7,9.0,0.11269365897407703,0.20017878604570327,1.0,1
Colorado,CO,2014,12.3,5.0,305690.9,8.0,0.09442232959714218,0.19578434126757607,1.0,1
Connecticut,CT,2014,8.6,6.6,248778.9,8.7,0.12200753145618168,0.1810083894279187,1.0,1
Delaware,DE,2014,11.0,5.7,67549.8,7.75,0.16110894843574228,0.2053122456398856,1.0,1
District of Columbia,DC,2014,19.0,7.8,119722.8,9.5,0.21546273145631772,0.35654237779468784,1.0,.
Florida,FL,2014,16.7,6.3,840386.4,7.93,0.1776845114341186,0.1954124454150782,0.0,0
Georgia,GA,2014,16.8,7.1,485282.5,5.15,0.18036980800569927,0.1728324180577908,0.0,0
Hawaii,HI,2014,10.8,4.4,77819.3,7.25,0.1373338856927138,0.20300762510445106,1.0,1
Idaho,ID,2014,12.4,4.8,63799.4,7.25,0.1298384169817891,0.16973451240626028,0.0,0
Illinois,IL,2014,13.7,7.1,766120.8,8.25,0.15641306181003786,0.22777605606988183,1.0,1
Indiana,IN,2014,14.6,6.0,325008.3,7.25,0.1353878068030364,0.16634261722349583,0.0,0
Iowa,IA,2014,10.3,4.2,172121.9,7.25,0.13123964815797515,0.17686493961760497,1.0,0
Kansas,KS,2014,12.1,4.5,148942.7,7.25,0.10117515234573647,0.12746429464139494,0.0,0
Kentucky,KY,2014,20.0,6.5,186419.0,7.25,0.18758734300346439,0.2511736158604587,0.0,1
Louisiana,LA,2014,23.1,6.4,237717.1,7.25,0.18891850647274244,0.2723683159371001,0.0,0
Maine,ME,2014,14.6,5.6,55826.7,7.5,0.17326850620775597,0.22129434285873192,0.0,0
Maryland,MD,2014,9.8,5.8,353248.7,7.25,0.1322074173746656,0.19475606581053811,1.0,1
Massachusetts,MA,2014,13.6,5.7,473052.0,8.0,0.12767463855596284,0.2659253931478385,1.0,1
Michigan,MI,2014,14.8,7.2,448572.1,8.15,0.16912857074952203,0.21441063347596057,1.0,0
Minnesota,MN,2014,8.3,4.2,322690.2,8.0,0.09791511001766806,0.1889110394474195,1.0,1
Mississippi,MS,2014,22.1,7.5,103519.8,7.25,0.2196549168892628,0.2304498827608254,0.0,0
Missouri,MO,2014,10.4,6.1,284237.2,7.5,0.1417416393971007,0.12918508992929892,0.0,1
