state_name,state,state_fips,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation,Fraction of the Year ACA Expansion
SD,42,46,2001,757972,400031,12747,3.1,19.14867,9.732909,1.222572,23406.1,8.0,4.3,20948100.0,7847,6365.0,2713.0,44594.0,17160.0,380.0,430.0,478.0,130,238,341,434,618.0,771.0,899.0,1547.5833333333333,531,15.0,546.0,642.0,62,8.4,0,19.0,51.0,0.2714285714285714,11.0,24.0,0.3142857142857143,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,12698.0,1921.0,100.0,10677.0,83903,20505.0,32076.9244111111,10881.5954555556,104716.888422222,12937.8494444444,1735.17674444444,18272.3241111111,0.0
TN,43,47,2001,5750789,2730988,130355,4.6,21.80886,13.74651,4.261482,185855.0,60.0,4.1,158356800.0,71620,154905.0,59369.0,521510.0,226224.0,142.0,185.0,226.0,130,238,341,434,380.0,526.0,660.0,28564.0,531,0.0,531.0,632.0,802,14.1,0,61.0,38.0,0.6161616161616161,18.0,15.0,0.5454545454545454,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,162920.0,21487.0,1677.0,139756.0,1456628,149490.0,274123.244033333,53967.0899555556,621187.102966667,136442.884044444,18151.7915333333,194880.858177778,0.0
TX,44,48,2001,21319622,10011046,521686,5.0,27.47383,16.067,3.961566,772909.2,934.0,14.3,625492900.0,213607,349279.0,130893.0,1360642.0,500129.0,174.0,201.0,241.0,130,238,341,434,412.0,542.0,675.0,46096.5,531,0.0,531.0,632.0,3129,14.9,0,78.0,71.0,0.5234899328859061,15.0,15.0,0.5,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,418235.0,113587.0,5868.0,298780.0,2027517,750122.0,1443246.61221111,220606.229555556,2494054.17714444,774122.666311111,78286.7452555556,1011085.82043333,0.0
UT,45,49,2001,2283715,1112607,51470,4.4,29.89852,16.49582,4.622624,73392.0,47.0,6.1,56933200.0,168953,19184.0,7487.0,79716.0,32647.0,362.0,451.0,528.0,130,238,341,434,600.0,787.0,934.0,2473.5833333333335,531,0.0,531.0,632.0,238,10.5,0,21.0,54.0,0.28,9.0,20.0,0.3103448275862069,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,20545.0,2096.0,255.0,18194.0,138487,58928.0,76180.8315555556,33376.2565444444,273112.309711111,24611.5566111111,4421.62674444444,35205.5615555556,0.0
VT,46,50,2001,612223,325889,11176,3.3,17.55219,10.03315,2.781511,19271.8,2.0,1.5,18821900.0,4108,14604.0,5524.0,38874.0,19090.0,604.0,708.0,792.0,130,238,341,434,791.0,967.0,1119.0,896.0833333333334,531,59.0,590.0,673.0,59,9.7,1,77.0,67.0,0.5347222222222222,16.0,13.0,0.5517241379310345,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.32,,,1.0,5.15,6.25,12554.0,1464.0,116.0,10974.0,124548,15966.0,15568.4391888889,5155.15667777778,52723.6006111111,8050.23835555556,1554.44253333333,14575.9319333333,0.0
VA,47,51,2001,7198362,3551375,118762,3.2,13.08924,7.982082,1.018316,284396.6,67.0,3.6,244410700.0,103073,65051.0,29271.0,332312.0,149595.0,294.0,354.0,410.0,130,238,341,434,532.0,695.0,844.0,12426.5,531,0.0,531.0,632.0,564,8.0,0,47.0,52.0,0.47474747474747475,18.0,22.0,0.45,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,132808.0,23834.0,1439.0,107535.0,525606,130094.0,226650.971544444,60937.1934777778,669890.447077778,114812.899577778,17557.3986,175983.579044444,0.0
WA,48,53,2001,5985722,2847875,191492,6.3,22.2764,13.01137,3.535883,239763.4,112.0,7.0,199204100.0,1376709,141397.0,54160.0,308589.0,141387.0,440.0,546.0,642.0,130,238,341,434,676.0,853.0,1014.0,16801.0,531,26.0,557.0,650.0,634,10.7,1,49.0,49.0,0.5,25.0,24.0,0.5102040816326531,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,6.72,104700.0,14303.0,975.0,89422.0,789415,150138.0,193279.194355556,56220.4046555555,473725.038966667,86517.4053888889,13154.5864222222,119746.3742,0.0
WV,49,54,2001,1801481,768661,40467,5.0,17.23496,9.649385,2.278218,43982.8,21.0,5.1,42783800.0,862522,39039.0,14732.0,221361.0,94794.0,276.0,453.0,387.0,130,238,341,434,514.0,788.0,821.0,4361.416666666667,531,0.0,531.0,632.0,291,16.4,1,75.0,25.0,0.75,28.0,6.0,0.8235294117647058,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,72953.0,5232.0,595.0,67126.0,260399,50064.0,88127.4707333333,21959.8397333333,196137.959966667,51598.9721222222,9499.28643333333,83063.2865888889,0.0
WI,50,55,2001,5406835,2875585,136118,4.5,16.79344,9.435004,2.833116,187974.0,43.0,3.2,167133300.0,25530,40030.0,17680.0,215786.0,86588.0,628.0,628.0,628.0,130,238,341,434,808.0,911.0,1004.0,11661.083333333334,531,84.0,615.0,691.0,423,7.9,0,44.0,55.0,0.4444444444444444,18.0,15.0,0.5454545454545454,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.04,0.14,0.43,1.0,5.15,5.15,85333.0,9310.0,957.0,75066.0,531438,100128.0,145914.5485,46742.3379555556,545827.400222222,38246.7288222222,5889.18094444445,59488.4334222222,0.0
WY,51,56,2001,494657,259089,10270,3.8,19.21444,8.319274,3.338334,18691.2,8.0,6.6,15414200.0,95597,987.0,524.0,22539.0,9129.0,320.0,340.0,340.0,130,238,341,434,558.0,681.0,774.0,364.0,531,10.0,541.0,639.0,42,8.7,0,17.0,43.0,0.2833333333333333,10.0,20.0,0.3333333333333333,0.0765,0.34,0.4,0.4,364,2428,4008,4008,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,5790.0,525.0,52.0,5213.0,41026,11103.0,15474.4102888889,6024.6319,49806.3047,5794.94821111111,1060.92067777778,8777.53805555555,0.0
AL,1,1,2002,4480089,1981919,124242,5.9,21.67676,11.74605,2.349322,128117.4,80.0,6.9,115191800.0,71790,42754.0,18037.0,443547.0,173295.0,137.0,164.0,194.0,135,248,356,452,385.0,520.0,646.0,9106.083333333334,545,0.0,545.0,663.0,640,14.5,1,69.0,36.0,0.66,24.0,11.0,0.6857142857142857,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,163740.0,22729.0,1073.0,139938.0,737091,118616.0,278204.4407,50287.5614,545746.8537,125335.2422,12334.4863,159949.6584,0.0
AK,2,2,2002,642337,302580,23821,7.3,24.00327,13.88186,4.254108,29633.4,11.0,5.5,22246500.0,16836,17623.0,6034.0,46165.0,16138.0,821.0,923.0,1025.0,167,307,440,559,1120.0,1325.0,1515.0,1120.8333333333333,545,362.0,907.0,1040.0,56,8.8,1,14.0,26.0,0.35,6.0,14.0,0.3,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,7.15,9658.0,1568.0,114.0,7976.0,92345,25094.0,22466.7877,6985.8424,52807.2636,7365.3923,1221.664,10937.4326,0.0
AZ,3,4,2002,5396255,2516006,163415,6.1,23.09518,14.64864,2.714208,179475.6,149.0,9.7,146505200.0,290093,94279.0,40097.0,378722.0,143826.0,275.0,347.0,418.0,135,248,356,452,523.0,703.0,870.0,17470.666666666668,545,0.0,545.0,663.0,735,13.5,0,22.0,38.0,0.36666666666666664,15.0,15.0,0.5,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,88054.0,13248.0,933.0,73873.0,803956,151186.0,269944.8636,51110.1186,489636.8213,116339.737,13345.8893,151244.5164,0.0
AR,4,5,2002,2705927,1201422,69575,5.5,30.53581,17.29477,4.486604,73986.5,47.0,6.7,65661600.00000001,38560,27731.0,12004.0,283909.0,113238.0,162.0,204.0,247.0,135,248,356,452,410.0,560.0,699.0,5082.416666666667,545,0.0,545.0,663.0,532,19.8,0,74.0,23.0,0.76,27.0,8.0,0.7714285714285715,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,85107.0,12108.0,926.0,72073.0,492159,84153.0,165125.7587,28773.3522,315262.8551,95151.084,9897.7291,127027.3283,0.0
CA,5,6,2002,34871843,16108685,1148412,6.7,22.48236,13.61722,3.79214,1439341.7,812.0,8.1,1193118000.0,2282444,1160882.0,462328.0,1710306.0,647661.0,505.0,679.0,746.0,135,248,356,452,748.0,978.0,1121.0,174872.75,545,205.0,750.0,806.0,4605,13.1,1,47.0,32.0,0.59,26.0,14.0,0.65,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,6.75,1135834.0,342142.0,21995.0,771697.0,7474860,1266542.0,1662650.8638,314222.7105,2659389.5481,684363.0436,83862.194,854209.6368,0.0
CO,6,8,2002,4490406,2307685,135307,5.5,16.01033,9.430536,3.0235,191062.2,105.0,8.8,155404100.0,436091,31491.0,12086.0,178490.0,78902.0,281.0,356.0,432.0,135,248,356,452,529.0,712.0,884.0,4579.083333333333,545,37.0,582.0,689.0,436,9.8,0,25.0,40.0,0.38,18.0,17.0,0.5142857142857142,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,53689.0,8663.0,550.0,44476.0,329958,77501.0,122495.0872,33259.0199,325714.7309,41236.7284,6288.4062,61666.3071,0.0
CT,7,9,2002,3458749,1697127,77025,4.3,15.76302,9.957323,3.122835,176191.6,32.0,3.5,155347900.0,96701,53158.0,23749.0,168591.0,87963.0,513.0,636.0,741.0,135,248,356,452,754.0,948.0,1117.0,8456.166666666666,545,202.0,747.0,804.0,279,8.3,0,96.0,55.0,0.6357615894039735,21.0,15.0,0.5833333333333334,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,6.7,50368.0,6960.0,494.0,42914.0,407546,51329.0,105039.4753,20719.8659,280212.2738,39886.3437,3462.6429,50265.6119,0.0
DE,8,10,2002,806169,400019,16764,4.0,14.6469,10.02786,2.662939,45828.2,7.0,3.7,30386800.0,12349,12357.0,5469.0,39628.0,16483.0,270.0,338.0,407.0,135,248,356,452,518.0,694.0,859.0,2536.8333333333335,545,0.0,545.0,663.0,73,9.1,1,15.0,26.0,0.36585365853658536,13.0,8.0,0.6190476190476191,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,6.15,12565.0,1327.0,113.0,11125.0,115296,17241.0,28107.2727,5518.8924,73803.3082,12842.6377,1336.2075,18560.4698,0.0
DC,9,11,2002,573158,286496,19603,6.4,17.32318,11.60605,1.59157,70072.6,8.0,6.9,25869800.0,21640,42159.0,16157.0,74271.0,34554.0,298.0,379.0,463.0,135,248,356,452,546.0,735.0,915.0,5542.583333333333,545,0.0,545.0,663.0,97,17.0,.,,,,11.0,2.0,0.8461538461538461,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.25,,,1.0,5.15,6.15,20221.0,2281.0,190.0,17750.0,129808,15117.0,40876.95,2463.0187,50349.5145,17440.8828,824.884,20088.0978,0.0
FL,10,12,2002,16689370,7656349,458060,5.6,22.3446,12.86271,3.117584,548397.8,335.0,8.3,512812500.0,281290,123247.0,59013.0,985130.0,472697.0,241.0,303.0,364.0,135,248,356,452,489.0,659.0,816.0,35351.416666666664,545,0.0,545.0,663.0,2058,12.6,0,47.0,73.0,0.39166666666666666,15.0,25.0,0.375,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,396976.0,95691.0,3237.0,298048.0,2072089,340954.0,777272.0924,148856.3933,1369013.1847,351510.446,38871.1101,456330.5765,0.0
GA,11,13,2002,8508256,4110874,216817,5.0,24.09832,13.98419,1.530323,326670.1,152.0,6.5,256188800.0,90639,128177.0,53678.0,645633.0,263076.0,235.0,280.0,330.0,135,248,356,452,483.0,636.0,782.0,24585.083333333332,545,0.0,545.0,663.0,939,11.2,1,102.0,78.0,0.5666666666666667,32.0,24.0,0.5714285714285714,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,198599.0,30900.0,2192.0,165507.0,1087780,237124.0,507129.6645,101732.2595,1112374.9251,279557.4815,35506.735,397773.9422,0.0
HI,12,15,2002,1239613,575594,25330,4.2,22.35218,15.39933,3.58087,45449.9,12.0,3.5,38954800.0,24869,30466.0,11127.0,106370.0,50981.0,452.0,570.0,687.0,204,374,536,680,826.0,1106.0,1361.0,2219.0,545,5.0,550.0,754.0,138,11.3,1,38.0,12.0,0.76,22.0,3.0,0.88,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.75,21566.0,6597.0,190.0,14779.0,158600,32986.0,50527.6272,15300.4135,135219.3456,21009.2774,3880.1943,37615.9655,0.0
ID,13,16,2002,1340372,646549,38042,5.6,25.90324,15.7541,3.754974,38820.0,33.0,8.5,35180400.0,111033,2374.0,1369.0,69998.0,28006.0,293.0,293.0,293.0,135,248,356,452,541.0,649.0,745.0,982.1666666666666,545,52.0,597.0,699.0,147,11.3,0,12.0,58.0,0.17142857142857143,3.0,31.0,0.08823529411764706,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,19394.0,1782.0,200.0,17412.0,152198,33448.0,55833.6233,18833.569,147115.1864,21759.9125,3439.1914,31378.0415,0.0
IL,14,17,2002,12525556,5933897,415342,6.5,16.28155,8.549548,2.044506,513611.5,217.0,6.3,432412000.0,76256,133708.0,48091.0,886344.0,392909.0,278.0,377.0,414.0,135,248,356,452,526.0,733.0,866.0,21256.25,545,0.0,545.0,663.0,1594,12.8,0,62.0,56.0,0.5254237288135594,27.0,32.0,0.4576271186440678,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.05,,,0.0,5.15,5.15,252200.0,31450.0,2418.0,218332.0,1646484,124162.0,588518.1631,79835.313,1090022.5339,176113.2218,11047.4619,213617.0442,0.0
IN,15,18,2002,6155967,3006811,164357,5.2,15.27971,8.360784,2.169075,212438.6,108.0,6.4,178418200.0,39418,138885.0,49265.0,410884.0,171329.0,229.0,288.0,346.0,135,248,356,452,477.0,644.0,798.0,9899.833333333334,545,0.0,545.0,663.0,552,9.1,1,53.0,47.0,0.53,18.0,32.0,0.36,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,90893.0,6596.0,1031.0,83266.0,723166,63010.0,202986.3556,55074.1026,643464.1016,85632.0077,11688.3681,123416.7565,0.0
IA,16,19,2002,2934234,1572560,65349,4.0,19.29329,12.01773,3.44174,99123.2,30.0,3.9,84646800.0,12129,53434.0,20154.0,140729.0,60549.0,361.0,426.0,495.0,135,248,356,452,609.0,782.0,945.0,5047.25,545,0.0,545.0,663.0,267,9.2,1,44.0,56.0,0.44,20.0,30.0,0.4,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.065,,,0.0,5.15,5.15,41596.0,4058.0,812.0,36726.0,271034,33448.0,90422.1264,32392.5873,380099.2449,37270.4743,7121.0251,69747.4529,0.0
KS,17,20,2002,2713535,1341603,71411,5.1,23.14266,13.37539,4.593832,91049.7,42.0,5.7,79239800.0,17898,35808.0,13958.0,140403.0,62896.0,352.0,429.0,497.0,135,248,356,452,600.0,785.0,946.0,4470.0,545,0.0,545.0,663.0,269,10.1,0,48.0,77.0,0.384,10.0,30.0,0.25,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.15,,,0.0,5.15,2.65,37063.0,3566.0,383.0,33114.0,215194,57898.0,99554.269,34956.194,316260.4579,53692.4411,10511.4642,84201.0068,0.0
KY,18,21,2002,4089875,1833535,110485,5.7,22.61435,13.14222,3.214974,122215.8,67.0,6.6,106570500.0,156269,77658.0,34904.0,450102.0,187471.0,225.0,262.0,328.0,135,248,356,452,473.0,618.0,780.0,15672.833333333334,545,0.0,545.0,663.0,571,14.2,1,64.0,35.0,0.6464646464646465,18.0,20.0,0.47368421052631576,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,176768.0,16635.0,1374.0,158759.0,620790,113112.0,226897.5459,49006.2985,508525.83,132905.4846,18845.6031,196010.5478,0.0
LA,19,22,2002,4497267,1881146,123076,6.1,23.78431,13.98777,2.805747,139566.7,96.0,7.8,117698500.0,38992,60704.0,23700.0,588458.0,224450.0,138.0,240.0,234.0,135,248,356,452,386.0,596.0,686.0,11659.5,545,0.0,545.0,663.0,777,17.5,0,75.0,30.0,0.7142857142857143,25.0,14.0,0.6410256410256411,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,166884.0,21945.0,1832.0,143107.0,827767,129200.0,350441.0228,54597.2917,632138.5593,184393.4903,16722.9001,234251.1087,0.0
ME,20,23,2002,1295960,645935,29297,4.3,16.9249,9.26088,1.619661,40185.5,14.0,5.0,38414100.0,14722,26039.0,9692.0,111147.0,56376.0,345.0,485.0,581.0,135,248,356,452,593.0,841.0,1005.0,2341.6666666666665,545,10.0,555.0,670.0,170,13.4,0,81.0,69.0,0.54,17.0,16.0,0.5151515151515151,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.05,,,0.0,5.15,5.75,30935.0,2987.0,230.0,27718.0,307490,21470.0,38494.6163,11020.5394,107617.5237,16468.7264,2896.8398,28274.961,0.0
MD,21,24,2002,5440389,2742501,127453,4.4,16.12741,8.204771,3.480626,218326.8,53.0,3.7,207659100.0,256891,64850.0,27132.0,228329.0,104795.0,328.0,472.0,503.0,135,248,356,452,576.0,828.0,951.0,9235.166666666666,545,0.0,545.0,663.0,400,7.4,1,106.0,35.0,0.75177304964539,33.0,14.0,0.7021276595744681,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.16,,,0.0,5.15,5.15,89705.0,15542.0,725.0,73438.0,625751,96153.0,177698.217,43562.5273,426837.8281,84828.7775,14038.0023,127773.7025,0.0
MA,22,25,2002,6417206,3250085,180997,5.3,9.906009,6.583712,1.53915,303990.3,34.0,2.2,254408800.0,100710,108068.0,47264.0,242542.0,114859.0,486.0,618.0,668.0,135,248,356,452,734.0,935.0,1066.0,17547.333333333332,545,129.0,674.0,753.0,648,10.0,0,128.0,29.0,0.8152866242038217,32.0,6.0,0.8421052631578947,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.15,,,1.0,5.15,6.75,167027.0,45024.0,4059.0,117944.0,1001939,113176.0,186320.9893,34034.0916,541981.3017,91308.9427,6660.0174,116118.9021,0.0
MI,23,26,2002,10015710,4702399,314742,6.3,22.74452,12.69207,3.406468,362311.0,92.0,3.4,307192500.0,70889,201695.0,74338.0,750037.0,327853.0,371.0,459.0,563.0,135,248,356,452,619.0,815.0,993.0,25136.0,545,14.0,559.0,673.0,1152,11.6,0,52.0,58.0,0.4727272727272727,15.0,23.0,0.39473684210526316,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,213568.0,18173.0,1835.0,193560.0,1226963,215989.0,351558.7291,67655.6877,826251.9478,159597.0287,14658.2984,211055.7353,0.0
MN,24,27,2002,5018935,2731080,128522,4.5,14.13228,8.435605,2.414126,202853.9,56.0,4.2,170300800.0,124646,94584.0,35859.0,216960.0,101820.0,437.0,532.0,621.0,135,248,356,452,685.0,875.0,1033.0,9164.166666666666,545,81.0,626.0,720.0,325,6.5,0,63.0,70.0,0.47368421052631576,39.0,27.0,0.5909090909090909,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.33,,,1.0,5.15,5.15,67011.0,9903.0,719.0,56389.0,519480,102008.0,141172.3375,50597.2613,576120.5801,61278.3845,12786.5098,118089.656,0.0
MS,25,28,2002,2858681,1201191,85045,6.6,28.69888,17.3041,4.529736,69042.5,69.0,8.6,66139100.00000001,28481,40434.0,17607.0,324852.0,126389.0,146.0,170.0,194.0,135,248,356,452,394.0,526.0,646.0,7915.083333333333,545,0.0,545.0,663.0,513,18.4,1,86.0,33.0,0.7226890756302521,34.0,18.0,0.6538461538461539,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,127123.0,19134.0,1159.0,106830.0,582246,102272.0,257339.8185,33145.5733,397076.1117,147232.1652,11672.9457,177700.1079,0.0
MO,26,29,2002,5674825,2839467,161441,5.4,22.15988,13.45534,3.564605,196764.8,42.0,2.9,165665500.0,74538,118753.0,45001.0,515006.0,220639.0,234.0,292.0,342.0,135,248,356,452,482.0,648.0,794.0,11650.5,545,0.0,545.0,663.0,551,9.9,1,86.0,76.0,0.5308641975308642,14.0,18.0,0.4375,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,114127.0,11271.0,973.0,101883.0,942395,128029.0,245937.1915,55278.0178,622415.6778,120659.5166,16384.5148,177667.266,0.0
MT,27,30,2002,911667,446640,20563,4.4,20.36746,12.01503,3.416151,23868.0,18.0,7.8,22359900.0,90821,16440.0,5828.0,63347.0,26865.0,374.0,494.0,564.0,135,248,356,452,622.0,848.0,993.0,1378.4166666666667,545,0.0,545.0,663.0,122,13.5,0,41.0,59.0,0.41,19.0,31.0,0.38,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,14220.0,1206.0,134.0,12826.0,79086,21402.0,29327.7909,8632.2119,77648.9272,11800.4275,1788.1434,17443.0061,0.0
NE,28,31,2002,1728292,919401,34823,3.6,21.68701,13.72117,3.476459,61622.3,14.0,3.0,52767700.0,8073,25500.0,10335.0,88459.0,37570.0,293.0,364.0,435.0,135,248,356,452,541.0,720.0,887.0,3343.1666666666665,545,8.0,553.0,669.0,181,10.6,0,,,,,,,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,21659.0,2265.0,241.0,19153.0,216508,37074.0,63141.1734,22858.9173,221491.1902,23859.0174,4134.119,38698.4298,0.0
NV,29,32,2002,2173791,1066121,63547,5.6,21.00184,11.90238,4.20854,84786.0,79.0,13.2,69626700.0,29756,27640.0,11015.0,97035.0,43556.0,289.0,348.0,407.0,135,248,356,452,537.0,704.0,859.0,4086.5833333333335,545,36.0,581.0,688.0,188,8.9,0,28.0,14.0,0.6666666666666666,9.0,12.0,0.42857142857142855,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,29154.0,7569.0,698.0,20887.0,142380,41297.0,67039.4891,15028.0732,130314.1556,27838.076,3815.4452,38499.8202,0.0
NH,30,33,2002,1269089,670880,31400,4.5,15.11663,7.923753,2.51861,48691.9,8.0,2.4,47054400.0,14118,14465.0,6040.0,41053.0,20452.0,506.0,600.0,638.0,135,248,356,452,749.0,922.0,1045.0,1738.8333333333333,545,27.0,572.0,682.0,73,5.8,1,153.0,244.0,0.3853904282115869,11.0,13.0,0.4583333333333333,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,5.15,12316.0,958.0,129.0,11229.0,87807,16894.0,19829.7646,7751.3564,107513.8439,7691.3862,1472.2758,17221.8626,0.0
NJ,31,34,2002,8552643,4095174,251063,5.8,16.19553,10.09201,3.497595,388278.1,103.0,4.6,347456800.0,290319,103123.0,41986.0,319799.0,147077.0,322.0,424.0,488.0,135,248,356,452,570.0,780.0,940.0,16477.5,545,31.0,576.0,685.0,681,7.9,1,32.0,48.0,0.4,20.0,20.0,0.5,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.175,,,1.0,5.15,5.15,148115.0,33957.0,1040.0,113118.0,819494,133946.0,265329.9209,52581.8037,599548.4837,67474.3016,6358.9018,86332.6142,0.0
NM,32,35,2002,1855309,826086,48410,5.5,30.3368,18.11895,4.906173,58033.8,55.0,10.5,47090000.0,30008,47338.0,17015.0,170457.0,65875.0,360.0,439.0,519.0,135,248,356,452,608.0,795.0,962.0,4683.666666666667,545,0.0,545.0,663.0,328,17.9,0,40.0,30.0,0.5714285714285714,24.0,18.0,0.5714285714285714,0.0765,0.34,0.4,0.4,376,2506,4140,4140,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,5.15,4.25,48790.0,8761.0,536.0,39493.0,380722,59914.0,127923.8977,22519.8814,198165.7677,65428.2583,8200.0775,86376.6031,0.0
