state_name,state,state_fips,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation,Fraction of the Year ACA Expansion
HI,12,15,1987,1067918,491212,19416,3.8,,,,24273.0,,,18618700.0,13794,42972.0,14108.0,85451.41,32886.83,390.0,468.0,546.0,128,234,336,426,613.0,770.0,914.0,807.0,340,5.0,345.0,473.0,95,8.8,1,40.0,10.0,0.8,20.0,5.0,0.8,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
ID,13,16,1987,984997,434907,35851,7.6,,,,13996.0,,,12724400.0,26961,17602.0,6480.0,60938.17,20906.25,245.0,304.0,344.0,81,149,214,271,394.0,501.0,586.0,300.0,340,73.0,413.0,445.0,150,15.1,1,20.0,64.0,0.23809523809523808,16.0,26.0,0.38095238095238093,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.3,,,,,,,,,,,,,0.0
IL,14,17,1987,11391178,5327984,428440,7.4,,,,231210.0,,,197183000.0,27848,720848.0,236557.0,1079357.0,429714.4,250.0,342.0,386.0,81,149,214,271,398.0,528.0,616.0,16854.0,340,0.0,340.0,393.0,1655,14.4,0,67.0,51.0,0.5677966101694916,31.0,28.0,0.5254237288135594,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
IN,15,18,1987,5473012,2585927,171936,6.2,,,,91650.0,,,80257500.0,16034,152044.0,52920.0,337372.7,113977.7,196.0,256.0,316.0,81,149,214,271,345.0,468.0,567.0,3547.0,340,0.0,340.0,393.0,597,11.1,0,48.0,52.0,0.48,19.0,30.0,0.3877551020408163,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.0,,,,,,,,,,,,,0.0
IA,16,19,1987,2767011,1373229,79759,5.5,,,,45283.0,,,41377400.0,5443,114711.0,39704.0,202354.7,77206.59,322.0,381.0,443.0,81,149,214,271,449.0,555.0,656.0,1875.0,340,0.0,340.0,393.0,419,14.5,0,58.0,42.0,0.58,30.0,20.0,0.6,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
KS,17,20,1987,2445367,1201769,61052,4.8,,,,44164.0,,,38647900.0,17852,73171.0,24793.0,122369.4,45823.5,334.0,403.0,462.0,81,149,214,271,457.0,571.0,669.0,2261.0,340,0.0,340.0,393.0,225,9.2,0,51.0,74.0,0.408,16.0,24.0,0.4,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,1.6,,,,,,,,,,,,,0.0
KY,18,21,1987,3683329,1548994,143296,8.5,,,,56282.0,,,46497300.0,88594,159370.0,59536.0,503599.3,174650.4,170.0,197.0,246.0,81,149,214,271,319.0,411.0,517.0,7838.0,340,0.0,340.0,393.0,634,17.3,1,73.0,26.0,0.7373737373737373,29.0,9.0,0.7631578947368421,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
LA,19,22,1987,4344148,1711944,236309,12.1,,,,78488.0,,,53932100.0,22388,259883.0,86155.0,720635.8,231604.9,138.0,190.0,234.0,81,149,214,271,287.0,404.0,505.0,10232.0,340,0.0,340.0,393.0,1071,25.1,1,81.0,22.0,0.7864077669902912,38.0,1.0,0.9743589743589743,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
ME,20,23,1987,1184574,559295,25545,4.4,,,,19166.0,,,17490900.0,6193,55590.0,19260.0,99595.16,41545.58,301.0,405.0,509.0,81,149,214,271,434.0,572.0,702.0,1225.0,340,10.0,350.0,400.0,134,11.7,0,86.0,65.0,0.5695364238410596,20.0,15.0,0.5714285714285714,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.65,,,,,,,,,,,,,0.0
MD,21,24,1987,4565557,2303385,104825,4.4,,,,91380.0,,,88007600.0,165816,182784.0,66393.0,253674.1,104136.6,269.0,345.0,415.0,81,149,214,271,412.0,530.0,636.0,4597.0,340,0.0,340.0,393.0,420,9.2,1,124.0,17.0,0.8794326241134752,40.0,7.0,0.851063829787234,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.5,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
MA,22,25,1987,5935204,2993991,100332,3.2,,,,138900.0,,,116044300.0,29933,235047.0,87716.0,305174.3,129877.1,409.0,491.0,571.0,81,149,214,271,510.0,632.0,745.0,3866.0,340,129.0,469.0,484.0,477,8.2,1,127.0,33.0,0.79375,32.0,8.0,0.8,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.65,,,,,,,,,,,,,0.0
MI,23,26,1987,9187481,4136577,374624,8.3,,,,169237.0,,,147561400.0,61457,652076.0,214410.0,887759.3,363316.7,387.0,473.0,575.0,81,149,214,271,494.0,620.0,748.0,4332.0,340,29.0,369.0,414.0,1095,12.2,1,64.0,46.0,0.5818181818181818,18.0,20.0,0.47368421052631576,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
MN,24,27,1987,4235136,2163788,116886,5.1,,,,85365.0,,,71480200.0,109844,162354.0,54554.0,233376.4,92394.66,437.0,532.0,621.0,81,149,214,271,529.0,661.0,780.0,1858.0,340,35.0,375.0,418.0,484,11.3,1,83.0,51.0,0.6194029850746269,47.0,20.0,0.7014925373134329,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
MS,25,28,1987,2588545,1035177,114712,10.0,,,,33531.0,,,28323900.0,14503,174578.0,58017.0,505606.6,167158.4,96.0,120.0,144.0,81,149,214,271,245.0,334.0,415.0,7187.0,340,0.0,340.0,393.0,637,25.0,1,115.0,7.0,0.9426229508196722,49.0,3.0,0.9423076923076923,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
MO,26,29,1987,5056696,2420322,162039,6.3,,,,88912.0,,,77345900.0,24694,203165.0,67286.0,382295.5,138899.2,224.0,279.0,327.0,81,149,214,271,373.0,484.0,574.0,5090.0,340,0.0,340.0,393.0,716,14.0,0,111.0,52.0,0.6809815950920245,21.0,13.0,0.6176470588235294,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
MT,27,30,1987,805063,371312,29836,7.4,,,,11383.0,,,10398000.0,95627,27921.0,9484.0,60846.25,22016.58,282.0,354.0,426.0,81,149,214,271,421.0,536.0,644.0,278.0,340,0.0,340.0,393.0,144,18.0,1,49.0,51.0,0.49,25.0,25.0,0.5,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NE,28,31,1987,1566547,774141,35723,4.4,,,,26760.0,,,24065800.0,3828,46880.0,15951.0,100850.7,37255.58,280.0,350.0,420.0,81,149,214,271,419.0,533.0,639.0,1923.0,340,51.0,391.0,429.0,191,11.9,0,,,,,,,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NV,29,32,1987,1023376,522417,33752,6.1,,,,21951.0,,,17473700.0,197587,16563.0,5703.0,35643.92,16163.67,229.0,285.0,341.0,81,149,214,271,378.0,488.0,584.0,572.0,340,36.0,376.0,419.0,107,10.4,1,29.0,13.0,0.6904761904761905,9.0,12.0,0.42857142857142855,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NH,30,33,1987,1054289,569057,13526,2.3,,,,20994.0,,,19362100.0,5561,11318.0,4329.0,19830.0,9214.75,336.0,397.0,451.0,81,149,214,271,459.0,566.0,661.0,514.0,340,27.0,367.0,412.0,51,4.8,0,132.0,268.0,0.33,8.0,16.0,0.3333333333333333,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.45,,,,,,,,,,,,,0.0
NJ,31,34,1987,7670742,3799670,162203,4.1,,,,174629.0,,,155341300.0,85555,339029.0,115541.0,383732.6,144584.3,307.0,404.0,465.0,81,149,214,271,438.0,571.0,671.0,11343.0,340,31.0,371.0,415.0,626,8.3,0,30.0,49.0,0.379746835443038,23.0,17.0,0.575,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NM,32,35,1987,1478520,616772,58842,8.7,,,,22429.0,,,19308700.0,17414,56513.0,19708.0,159339.8,50862.33,210.0,258.0,313.0,81,149,214,271,359.0,469.0,565.0,1172.0,340,0.0,340.0,393.0,280,19.4,0,47.0,23.0,0.6714285714285714,21.0,21.0,0.5,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NY,33,36,1987,17868848,8067764,414591,4.9,,,,418306.0,,,340642800.0,517715,1062273.0,356278.0,1657242.0,702963.7,416.0,497.0,596.0,81,149,214,271,515.0,636.0,763.0,22778.0,340,72.0,412.0,444.0,2506,14.3,1,92.0,52.0,0.6388888888888888,25.0,36.0,0.4098360655737705,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
NC,34,37,1987,6403700,3118856,148104,4.5,,,,113262.0,,,91884500.0,24121,175310.0,67529.0,416734.1,158913.0,225.0,259.0,283.0,81,149,214,271,374.0,470.0,544.0,10377.0,340,0.0,340.0,393.0,853,13.8,0,84.0,36.0,0.7,40.0,10.0,0.8,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
ND,35,38,1987,661136,314330,16624,5.0,,,,10306.0,,,9133100.0,68391,13989.0,5060.0,36775.83,12919.75,301.0,371.0,454.0,81,149,214,271,434.0,548.0,663.0,72.0,340,0.0,340.0,393.0,75,11.4,1,45.0,61.0,0.42452830188679247,27.0,26.0,0.5094339622641509,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
OH,36,39,1987,10760090,4887075,372430,7.1,,,,191784.0,,,166090300.0,1187784,667447.0,227066.0,1104120.0,448037.2,248.0,302.0,374.0,81,149,214,271,397.0,500.0,607.0,14728.0,340,0.0,340.0,393.0,1375,12.7,1,60.0,39.0,0.6060606060606061,15.0,18.0,0.45454545454545453,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.3,,,,,,,,,,,,,0.0
OK,37,40,1987,3210122,1445778,113178,7.3,,,,49055.0,,,43753600.0,123306,96631.0,33423.0,279501.5,105650.1,240.0,310.0,384.0,81,149,214,271,389.0,505.0,614.0,2785.0,340,64.0,404.0,438.0,547,17.0,0,70.0,31.0,0.693069306930693,31.0,17.0,0.6458333333333334,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
OR,38,41,1987,2700991,1303454,87071,6.3,,,,44594.0,,,40194500.0,138102,81585.0,30157.0,220235.7,91620.5,338.0,397.0,482.0,81,149,214,271,460.0,566.0,683.0,3985.0,340,2.0,342.0,395.0,384,14.2,1,31.0,29.0,0.5166666666666667,17.0,13.0,0.5666666666666667,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
PA,39,42,1987,11810866,5342251,319776,5.6,,,,202910.0,,,187611100.0,117567,562769.0,186522.0,976744.5,397217.8,299.0,382.0,466.0,81,149,214,271,433.0,556.0,672.0,9822.0,340,32.0,372.0,416.0,1249,10.6,1,103.0,100.0,0.5073891625615764,23.0,26.0,0.46938775510204084,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
RI,40,44,1987,989604,498292,18648,3.6,,,,17891.0,,,16547200.0,8694,43556.0,15751.0,60792.08,26032.25,407.0,503.0,574.0,81,149,214,271,508.0,641.0,747.0,416.0,340,56.0,396.0,433.0,79,8.1,0,80.0,20.0,0.8,38.0,12.0,0.76,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.2346,,,0.0,3.35,3.65,,,,,,,,,,,,,0.0
SC,41,45,1987,3380506,1534652,89876,5.5,,,,52688.0,,,44371600.0,48190,129261.0,45409.0,293930.2,100765.3,158.0,199.0,240.0,81,149,214,271,307.0,413.0,511.0,7386.0,340,0.0,340.0,393.0,512,15.6,0,92.0,32.0,0.7419354838709677,36.0,10.0,0.782608695652174,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
SD,42,46,1987,696036,338464,14869,4.2,,,,10669.0,,,9335700.0,4102,18694.0,6600.0,54115.0,17433.33,323.0,366.0,408.0,81,149,214,271,450.0,545.0,631.0,876.0,340,15.0,355.0,404.0,109,15.2,0,22.0,48.0,0.3142857142857143,11.0,24.0,0.3142857142857143,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.8,,,,,,,,,,,,,0.0
TN,43,47,1987,4782927,2180696,154135,6.6,,,,80715.0,,,65941000.0,43263,179765.0,65721.0,502335.3,185128.2,119.0,155.0,189.0,81,149,214,271,268.0,369.0,460.0,7667.0,340,0.0,340.0,393.0,792,16.9,1,61.0,38.0,0.6161616161616161,23.0,10.0,0.696969696969697,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
TX,44,48,1987,16621791,7576650,697693,8.4,,,,300667.0,,,243559400.0,81971,473369.0,157329.0,1478226.0,463708.1,158.0,184.0,221.0,81,149,214,271,307.0,398.0,492.0,15563.0,340,0.0,340.0,393.0,2917,17.6,0,94.0,56.0,0.6266666666666667,25.0,6.0,0.8064516129032258,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
UT,45,49,1987,1678119,708540,47053,6.2,,,,25100.0,,,20994600.0,100192,43315.0,14646.0,86150.41,29050.17,301.0,376.0,439.0,81,149,214,271,434.0,552.0,653.0,1122.0,340,9.0,349.0,400.0,173,10.2,0,27.0,48.0,0.36,8.0,21.0,0.27586206896551724,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
VT,46,50,1987,540267,285139,10540,3.6,,,,9157.0,,,8217500.0,1363,21653.0,7568.0,36170.0,15368.0,476.0,572.0,642.0,81,149,214,271,557.0,689.0,795.0,375.0,340,57.0,397.0,433.0,50,9.3,1,74.0,75.0,0.4966442953020134,19.0,11.0,0.6333333333333333,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.55,,,,,,,,,,,,,0.0
VA,47,51,1987,5932268,2875916,128086,4.3,,,,117603.0,,,104064200.0,48793,149525.0,56721.0,327600.7,129073.3,294.0,354.0,410.0,81,149,214,271,429.0,536.0,632.0,8136.0,340,0.0,340.0,393.0,583,9.9,1,65.0,33.0,0.6632653061224489,31.0,8.0,0.7948717948717948,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.65,,,,,,,,,,,,,0.0
WA,48,53,1987,4531901,2091788,165576,7.3,,,,90325.0,,,75031200.0,560118,211734.0,75478.0,303958.4,122115.3,397.0,492.0,578.0,81,149,214,271,501.0,633.0,750.0,7770.0,340,28.0,368.0,413.0,450,10.0,1,61.0,37.0,0.6224489795918368,25.0,24.0,0.5102040816326531,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.3,,,,,,,,,,,,,0.0
WV,49,54,1987,1857585,666346,80926,10.8,,,,23425.0,,,21785000.0,316774,114552.0,36955.0,268934.6,93014.34,201.0,249.0,312.0,81,149,214,271,350.0,463.0,564.0,1901.0,340,0.0,340.0,393.0,408,21.6,0,78.0,22.0,0.78,27.0,7.0,0.7941176470588235,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
WI,50,55,1987,4777919,2339680,146891,5.9,,,,82013.0,,,73793700.0,9608,292692.0,96146.0,346853.2,120530.2,463.0,544.0,649.0,81,149,214,271,548.0,669.0,800.0,4977.0,340,102.0,442.0,465.0,428,9.0,0,54.0,45.0,0.5454545454545454,20.0,11.0,0.6451612903225806,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.25,,,,,,,,,,,,,0.0
WY,51,56,1987,476965,221169,19361,8.0,,,,10370.0,,,6864300.0,49378,12631.0,4777.0,29040.75,10152.5,320.0,360.0,390.0,81,149,214,271,447.0,540.0,618.0,238.0,340,20.0,360.0,407.0,49,10.8,1,20.0,44.0,0.3125,11.0,19.0,0.36666666666666664,0.0,0.14,0.14,0.14,0,851,851,851,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,1.6,,,,,,,,,,,,,0.0
AL,1,1,1988,4023844,1742376,135287,7.2,,,,66008.0,,,55558800.0,38860,131403.0,45425.0,437829.4,155628.0,88.0,118.0,147.0,87,159,228,290,247.0,346.0,437.0,6270.0,354,0.0,354.0,415.0,775,19.3,0,89.0,16.0,0.85,30.0,5.0,0.8571428571428571,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
AK,2,2,1988,541983,226968,21893,8.8,,,,21270.0,,,11067600.0,11196,19506.0,7543.0,28515.08,9539.75,692.0,779.0,866.0,113,207,297,378,829.0,980.0,1122.0,380.0,354,305.0,659.0,712.0,53,11.0,1,24.0,16.0,0.6,8.0,12.0,0.4,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.85,,,,,,,,,,,,,0.0
AZ,3,4,1988,3535183,1559871,106202,6.4,,,,64945.0,,,56718400.0,258125,93810.0,32113.0,228330.3,75826.09,233.0,293.0,353.0,87,159,228,290,392.0,513.0,617.0,3204.0,354,0.0,354.0,415.0,491,14.1,1,24.0,36.0,0.4,11.0,19.0,0.36666666666666664,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
AR,4,5,1988,2342656,1027345,84404,7.6,,,,35004.0,,,30505900.0,27497,68519.0,23442.0,229932.2,82840.75,162.0,202.0,238.0,87,159,228,290,321.0,430.0,528.0,3373.0,354,0.0,354.0,415.0,527,21.6,1,91.0,9.0,0.91,31.0,4.0,0.8857142857142857,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
CA,5,6,1988,28464249,13392506,748936,5.3,,,,671575.0,,,558041100.0,956746,1718552.0,587279.0,1656250.0,571916.7,511.0,633.0,753.0,87,159,228,290,597.0,751.0,897.0,84212.0,354,221.0,575.0,569.0,3687,13.2,0,44.0,36.0,0.55,23.0,15.0,0.6052631578947368,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,4.25,,,,,,,,,,,,,0.0
CO,6,8,1988,3262281,1586629,110399,6.5,,,,67757.0,,,57556600.0,242369,94468.0,32909.0,204074.6,78078.41,280.0,356.0,432.0,87,159,228,290,435.0,557.0,672.0,1521.0,354,58.0,412.0,455.0,405,12.5,1,25.0,40.0,0.38,10.0,25.0,0.2857142857142857,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.0,,,,,,,,,,,,,0.0
CT,7,9,1988,3271953,1694869,51774,3.0,,,,90707.0,,,77668200.0,40230,106792.0,37440.0,108542.0,40237.92,485.0,601.0,701.0,87,159,228,290,578.0,729.0,861.0,3020.0,354,393.0,747.0,690.0,128,4.0,1,92.0,59.0,0.609271523178808,25.0,11.0,0.6944444444444444,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,4.25,,,,,,,,,,,,,0.0
DE,8,10,1988,647622,337484,10961,3.1,,,,16887.0,,,12256400.0,8845,19640.0,7555.0,58804.08,24930.17,236.0,319.0,374.0,87,159,228,290,395.0,531.0,632.0,1055.0,354,0.0,354.0,415.0,57,8.6,0,19.0,22.0,0.4634146341463415,13.0,8.0,0.6190476190476191,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
DC,9,11,1988,630432,313257,16592,5.0,,,,35226.0,,,14309800.0,17855,49285.0,18522.0,28866.42,10688.5,298.0,379.0,463.0,87,159,228,290,447.0,573.0,694.0,2176.0,354,15.0,369.0,425.0,88,15.2,.,,,,11.0,1.0,0.9166666666666666,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
FL,10,12,1988,12306395,5744058,310267,5.1,,,,224848.0,,,216604800.0,114509,307053.0,110627.0,622194.6,241915.1,211.0,275.0,324.0,87,159,228,290,370.0,500.0,597.0,23179.0,354,0.0,354.0,415.0,1704,13.6,0,75.0,45.0,0.625,25.0,15.0,0.625,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
GA,11,13,1988,6316142,2964789,179617,5.7,,,,126565.0,,,100796700.0,39046,251095.0,87832.0,467745.6,171984.8,220.0,263.0,310.0,87,159,228,290,379.0,491.0,587.0,13513.0,354,0.0,354.0,415.0,875,14.0,1,153.0,27.0,0.85,46.0,10.0,0.8214285714285714,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.25,,,,,,,,,,,,,0.0
HI,12,15,1988,1079828,501341,16434,3.2,,,,26799.0,,,20477500.0,16371,41240.0,13385.0,79442.66,30870.42,429.0,515.0,601.0,133,244,350,444,658.0,824.0,978.0,1032.0,354,5.0,359.0,492.0,117,11.1,1,40.0,10.0,0.8,20.0,5.0,0.8,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.85,,,,,,,,,,,,,0.0
ID,13,16,1988,985664,450247,28877,6.0,,,,15285.0,,,13765700.0,37086,17396.0,6430.0,61685.0,21278.83,245.0,304.0,344.0,87,159,228,290,404.0,521.0,611.0,422.0,354,73.0,427.0,466.0,124,12.5,1,20.0,64.0,0.23809523809523808,16.0,26.0,0.38095238095238093,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.3,,,,,,,,,,,,,0.0
IL,14,17,1988,11390183,5458962,390232,6.7,,,,252197.0,,,212642700.0,30666,671237.0,220071.0,1031571.0,415242.0,250.0,342.0,386.0,87,159,228,290,409.0,547.0,640.0,18938.0,354,0.0,354.0,415.0,1436,12.7,0,67.0,51.0,0.5677966101694916,31.0,28.0,0.5254237288135594,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
IN,15,18,1988,5491735,2658707,146976,5.2,,,,99492.0,,,85926100.0,17570,151517.0,52975.0,302128.5,104123.8,229.0,288.0,346.0,87,159,228,290,388.0,509.0,612.0,3293.0,354,0.0,354.0,415.0,560,10.1,0,48.0,52.0,0.48,19.0,30.0,0.3877551020408163,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.0,,,,,,,,,,,,,0.0
IA,16,19,1988,2768388,1424110,67000,4.5,,,,49088.0,,,42759800.0,6127,104065.0,37082.0,179260.8,70236.5,322.0,381.0,443.0,87,159,228,290,464.0,575.0,680.0,2743.0,354,0.0,354.0,415.0,263,9.4,0,58.0,42.0,0.58,30.0,20.0,0.6,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,3.35,,,,,,,,,,,,,0.0
KS,17,20,1988,2461996,1218556,57940,4.5,,,,46698.0,,,40703600.0,29130,70447.0,23996.0,119162.9,45118.08,338.0,409.0,470.0,87,159,228,290,475.0,594.0,699.0,2184.0,354,0.0,354.0,415.0,195,8.1,0,51.0,74.0,0.408,16.0,24.0,0.4,0.0,0.14,0.14,0.14,0,874,874,874,0.0,0.1,0.1,0.1,0.0,,,0.0,3.35,2.65,,,,,,,,,,,,,0.0
